r,A,r_scaled,A_scaled
461,667648,0.922,2.670592
460,664796,0.92,2.659184
359,404936,0.718,1.619744
293,269724,0.586,1.078896
401,505216,0.802,2.020864
466,682216,0.932,2.728864
448,630548,0.896,2.522192
219,150692,0.438,0.602768
487,745120,0.974,2.98048
333,348372,0.666,1.393488
395,490172,0.79,1.960688
313,307788,0.626,1.231152
430,580872,0.86,2.323488
297,277128,0.594,1.108512
344,371756,0.688,1.487024
456,653248,0.912,2.612992
418,548920,0.836,2.19568
441,611000,0.882,2.444
268,225640,0.536,0.90256
238,177968,0.476,0.711872
230,166196,0.46,0.664784
332,346292,0.664,1.385168
419,551560,0.838,2.20624
324,329804,0.648,1.319216
387,470552,0.774,1.882208
380,453668,0.76,1.814672
299,280908,0.598,1.123632
474,705868,0.948,2.823472
216,146604,0.432,0.586416
228,163340,0.456,0.65336
361,409404,0.722,1.637616
277,241056,0.554,0.964224
292,267888,0.584,1.071552
423,562164,0.846,2.248656
244,187068,0.488,0.748272
372,434780,0.744,1.73912
397,495204,0.794,1.980816
364,416284,0.728,1.665136
381,456092,0.762,1.824368
376,444160,0.752,1.77664
205,132020,0.41,0.52808
254,202744,0.508,0.810976
432,586292,0.864,2.345168
327,335956,0.654,1.343824
247,191676,0.494,0.766704
207,134624,0.414,0.538496
495,769848,0.99,3.079392
237,176488,0.474,0.705952
304,290356,0.608,1.161424
262,215684,0.524,0.862736
348,380496,0.696,1.521984
357,400384,0.714,1.601536
468,688028,0.936,2.752112
377,446548,0.754,1.786192
454,647572,0.908,2.590288
274,235912,0.548,0.943648
251,197916,0.502,0.791664
378,448884,0.756,1.795536
300,282792,0.6,1.131168
469,691096,0.938,2.764384
379,451224,0.758,1.804896
218,149344,0.436,0.597376
215,145232,0.43,0.580928
272,232440,0.544,0.92976
479,720844,0.958,2.883376
352,389284,0.704,1.557136
446,624948,0.892,2.499792
484,735968,0.968,2.943872
481,726896,0.962,2.907584
412,533260,0.824,2.13304
266,222304,0.532,0.889216
301,284644,0.602,1.138576
482,729924,0.964,2.919696
280,246288,0.56,0.985152
462,670556,0.924,2.682224
285,255208,0.57,1.020832
415,541060,0.83,2.16424
386,468124,0.772,1.872496
294,271520,0.588,1.08608
382,458464,0.764,1.833856
450,636160,0.9,2.54464
275,237608,0.55,0.950432
267,223996,0.534,0.895984
269,227336,0.538,0.909344
370,430112,0.74,1.720448
258,209128,0.516,0.836512
239,179412,0.478,0.717648
256,205892,0.512,0.823568
385,465696,0.77,1.862784
212,141192,0.424,0.564768
421,556856,0.842,2.227424
231,167652,0.462,0.670608
499,782268,0.998,3.129072
240,180960,0.48,0.72384
422,559488,0.844,2.237952
494,766700,0.988,3.0668
426,570148,0.852,2.280592
465,679356,0.93,2.717424
305,292288,0.61,1.169152
270,229020,0.54,0.91608
431,583644,0.862,2.334576
284,253404,0.568,1.013616
496,772956,0.992,3.091824
463,673452,0.926,2.693808
320,321696,0.64,1.286784
234,171988,0.468,0.687952
337,356792,0.674,1.427168
303,288408,0.606,1.153632
210,138536,0.42,0.554144
204,130768,0.408,0.523072
200,125676,0.4,0.502704
427,572848,0.854,2.291392
369,427740,0.738,1.71096
278,242820,0.556,0.97128
472,699928,0.944,2.799712
393,485200,0.786,1.9408
206,133344,0.412,0.533376
326,333868,0.652,1.335472
451,638988,0.902,2.555952
459,661916,0.918,2.647664
394,487692,0.788,1.950768
213,142556,0.426,0.570224
241,182512,0.482,0.730048
227,161892,0.454,0.647568
316,313724,0.632,1.254896
209,137208,0.418,0.548832
