r,A,r_scaled,A_scaled
355,394407.84,0.71,1.57763136
435,596134.44,0.87,2.38453776
255,206545.41,0.51,0.82618164
370,434794.4,0.74,1.7391776
400,504832,0.8,2.019328
245,187374.04,0.49,0.74949616
335,352027.38,0.67,1.40810952
295,274476.85,0.59,1.0979074
490,754586.28,0.98,3.01834512
345,377975.79,0.69,1.51190316
440,607129.6,0.88,2.4285184
285,257028.39,0.57,1.02811356
465,676178.82,0.93,2.70471528
235,176454.92,0.47,0.70581968
280,246207.36,0.56,0.98482944
360,411609.6,0.72,1.6464384
250,197675,0.5,0.7907
325,333944,0.65,1.335776
330,341728.2,0.66,1.3669128
265,220057.06,0.53,0.88022824
410,529985.68,0.82,2.11994272
320,320307.2,0.64,1.2812288
260,211777.28,0.52,0.84710912
340,364186.24,0.68,1.45674496
480,725207.04,0.96,2.90082816
375,443925,0.75,1.7757
470,696806.96,0.94,2.78722784
220,151511.36,0.44,0.60604544
485,735313.35,0.97,2.9412534
240,180817.92,0.48,0.72327168
500,786700,1,3.1468
395,489107.17,0.79,1.95642868
275,236827.25,0.55,0.947309
200,125872,0.4,0.503488
365,417100.83,0.73,1.66840332
445,621244.03,0.89,2.48497612
415,540235.38,0.83,2.16094152
425,573809.5,0.85,2.295238
230,166169.48,0.46,0.66467792
450,640386,0.9,2.561544
350,383180,0.7,1.53272
205,130344.74,0.41,0.52137896
90,25333.56,0.18,0.10133424
85,22764.53,0.17,0.09105812
195,120022.11,0.39,0.48008844
75,17770.5,0.15,0.071082
165,85943.88,0.33,0.34377552
185,107603.4,0.37,0.4304136
130,52531.96,0.26,0.21012784
140,61253.92,0.28,0.24501568
95,28226.59,0.19,0.11290636
170,90896.28,0.34,0.36358512
70,15364.44,0.14,0.06145776
100,31332,0.2,0.125328
150,70776,0.3,0.283104
160,80599.04,0.32,0.32239616
55,9569.89,0.11,0.03827956
175,96505.5,0.35,0.386022
125,49825,0.25,0.1993
120,45112.32,0.24,0.18044928
110,37994,0.22,0.151976
105,34614.09,0.21,0.13845636
135,57306.69,0.27,0.22922676
