r,A,r_scaled,A_scaled
440,604032,0.88,2.416128
280,248057.6,0.56,0.9922304
485,733902,0.97,2.935608
395,489294.4,0.79,1.9571776
415,538719.8,0.83,2.1548792
345,368025.3,0.69,1.4721012
305,288749.6,0.61,1.1549984
205,131622.3,0.41,0.5264892
260,210371.2,0.52,0.8414848
320,318668.8,0.64,1.2746752
270,227156.4,0.54,0.9086256
315,314344.8,0.63,1.2573792
365,422589.7,0.73,1.6903588
445,619422.2,0.89,2.4776888
370,435889.6,0.74,1.7435584
285,246924,0.57,0.987696
385,456533,0.77,1.826132
435,607033.8,0.87,2.4281352
425,581612.5,0.85,2.32645
250,193250,0.5,0.773
495,799761.6,0.99,3.1990464
265,217416.6,0.53,0.8696664
230,168222,0.46,0.672888
300,281160,0.6,1.12464
335,347897.5,0.67,1.39159
375,436500,0.75,1.746
245,185837.4,0.49,0.7433496
405,515694.6,0.81,2.0627784
330,344124,0.66,1.376496
350,387590,0.7,1.55036
290,262055.6,0.58,1.0482224
480,717004.8,0.96,2.8680192
325,325747.5,0.65,1.30299
430,580586,0.86,2.322344
500,792000,1,3.168
380,459192,0.76,1.836768
470,705112.8,0.94,2.8204512
240,179020.8,0.48,0.7160832
410,522454.8,0.82,2.0898192
310,301369.6,0.62,1.2054784
490,744310,0.98,2.97724
210,135122.4,0.42,0.5404896
180,103680,0.36,0.41472
100,31720,0.2,0.12688
150,69660,0.3,0.27864
110,37800.4,0.22,0.1512016
145,66943.6,0.29,0.2677744
120,43488,0.24,0.173952
130,53944.8,0.26,0.2157792
185,105960.6,0.37,0.4238424
70,15640.8,0.14,0.0625632
140,60916.8,0.28,0.2436672
135,57007.8,0.27,0.2280312
95,27905.3,0.19,0.1116212
160,79360,0.32,0.31744
80,19635.2,0.16,0.0785408
65,13401.7,0.13,0.0536068
115,40733,0.23,0.162932
105,34794.9,0.21,0.1391796
90,25077.6,0.18,0.1003104
155,78705.9,0.31,0.3148236
85,21935.1,0.17,0.0877404
125,48000,0.25,0.192
