r,A,r_scaled,A_scaled
285,237177,0.57,0.948708
255,204612,0.51,0.818448
375,438750,0.75,1.755
295,278480,0.59,1.11392
340,368378.666666667,0.68,1.47351466666667
400,526933.333333333,0.8,2.10773333333333
350,387100,0.7,1.5484
485,762129,0.97,3.048516
220,154234.666666667,0.44,0.616938666666667
500,790000,1,3.16
355,398239,0.71,1.592956
460,688405.333333333,0.92,2.75362133333333
230,165048,0.46,0.660192
440,640170.666666667,0.88,2.56068266666667
250,205000,0.5,0.82
360,404352,0.72,1.617408
310,301113.333333333,0.62,1.20445333333333
370,418001.333333333,0.74,1.67200533333333
235,177456.333333333,0.47,0.709825333333333
385,456533,0.77,1.826132
450,610200,0.9,2.4408
395,486798,0.79,1.947192
480,740352,0.96,2.961408
335,339667.666666667,0.67,1.35867066666667
240,182016,0.48,0.728064
420,540960,0.84,2.16384
205,129437,0.41,0.517748
210,144060,0.42,0.57624
455,621075,0.91,2.4843
275,233933.333333333,0.55,0.935733333333333
415,491415.333333333,0.83,1.96566133333333
245,182476,0.49,0.729904
305,306362.333333333,0.61,1.22544933333333
225,160650,0.45,0.6426
265,224720,0.53,0.89888
405,520506,0.81,2.082024
475,734033.333333333,0.95,2.93613333333333
280,246698.666666667,0.56,0.986794666666667
435,582813,0.87,2.331252
410,515506.666666667,0.82,2.06202666666667
270,216756,0.54,0.867024
430,549769.333333333,0.86,2.19907733333333
100,30266.6666666667,0.2,0.121066666666667
165,85668,0.33,0.342672
55,9196,0.11,0.036784
145,65878.3333333333,0.29,0.263513333333333
50,7733.33333333333,0.1,0.0309333333333333
175,96366.6666666667,0.35,0.385466666666667
185,107694.666666667,0.37,0.430778666666667
115,42672.6666666667,0.23,0.170690666666667
120,44928,0.24,0.179712
155,73676.6666666667,0.31,0.294706666666667
195,119145,0.39,0.47658
190,105893.333333333,0.38,0.423573333333333
110,36784,0.22,0.147136
75,17775,0.15,0.0711
85,24179.6666666667,0.17,0.0967186666666667
180,97632,0.36,0.390528
95,28519,0.19,0.114076
170,94406.6666666667,0.34,0.377626666666667
90,25704,0.18,0.102816
65,13238.3333333333,0.13,0.0529533333333333
135,53460,0.27,0.21384
