r,A,r_scaled,A_scaled
370,433151.6,0.74,1.7326064
430,587242.4,0.86,2.3489696
355,391685.7,0.71,1.5667428
415,528386.3,0.83,2.1135452
465,687595.5,0.93,2.750382
245,191359.7,0.49,0.7654388
385,468983.9,0.77,1.8759356
410,526489.2,0.82,2.1059568
340,364833.6,0.68,1.4593344
450,624510,0.9,2.49804
270,232405.2,0.54,0.9296208
295,278131.9,0.59,1.1125276
440,594739.2,0.88,2.3789568
310,294834.8,0.62,1.1793392
285,256995.9,0.57,1.0279836
280,251507.2,0.56,1.0060288
375,438187.5,0.75,1.75275
290,266765.2,0.58,1.0670608
485,723552.1,0.97,2.8942084
460,661038.4,0.92,2.6441536
405,518975.1,0.81,2.0759004
360,404870.4,0.72,1.6194816
390,477594,0.78,1.910376
420,556718.4,0.84,2.2268736
260,216860.8,0.52,0.8674432
490,760636.8,0.98,3.0425472
380,445329.6,0.76,1.7813184
225,160177.5,0.45,0.64071
500,784000,1,3.136
445,616253.8,0.89,2.4650152
480,715161.6,0.96,2.8606464
250,201250,0.5,0.805
205,134984.3,0.41,0.5399372
240,178329.6,0.48,0.7133184
475,726512.5,0.95,2.90605
255,207559.8,0.51,0.8302392
305,292098.5,0.61,1.168394
230,163355.2,0.46,0.6534208
300,281160,0.6,1.12464
210,138474,0.42,0.553896
200,126720,0.4,0.50688
365,419925.2,0.73,1.6797008
195,118333.8,0.39,0.4733352
155,76111.2,0.31,0.3044448
85,22050.7,0.17,0.0882028
135,58830.3,0.27,0.2353212
190,115375.6,0.38,0.4615024
75,17752.5,0.15,0.07101
70,15523.2,0.14,0.0620928
55,9607.4,0.11,0.0384296
50,7910,0.1,0.03164
100,31320,0.2,0.12528
95,28374.6,0.19,0.1134984
125,49687.5,0.25,0.19875
140,59740.8,0.28,0.2389632
130,53674.4,0.26,0.2146976
105,34662.6,0.21,0.1386504
80,20377.6,0.16,0.0815104
120,45561.6,0.24,0.1822464
110,37655.2,0.22,0.1506208
180,103550.4,0.36,0.4142016
65,13131.3,0.13,0.0525252
170,90861.6,0.34,0.3634464
