r,A,r_scaled,A_scaled
345,372722.82,0.69,1.49089128
365,417651.493333333,0.73,1.67060597333333
340,362213.333333333,0.68,1.44885333333333
495,768202.38,0.99,3.07280952
320,319433.386666667,0.64,1.27773354666667
415,540809.463333333,0.83,2.16323785333333
375,441018.75,0.75,1.764075
395,491520.356666667,0.79,1.96608142666667
200,125344,0.4,0.501376
280,246238.72,0.56,0.98495488
290,264219.773333333,0.58,1.05687909333333
405,512873.37,0.81,2.05149348
315,313180.56,0.63,1.25272224
245,190103.176666667,0.49,0.760412706666667
435,592728.39,0.87,2.37091356
370,430158.053333333,0.74,1.72063221333333
260,211633.066666667,0.52,0.846532266666667
470,696365.16,0.94,2.78546064
300,283308,0.6,1.133232
425,570076.583333333,0.85,2.28030633333333
250,196608.333333333,0.5,0.786433333333333
390,477107.28,0.78,1.90842912
265,220796.763333333,0.53,0.883187053333333
225,158510.25,0.45,0.634041
485,737446.056666667,0.97,2.94978422666667
440,608652.586666667,0.88,2.43461034666667
360,407462.4,0.72,1.6298496
240,180472.32,0.48,0.72188928
275,238178.416666667,0.55,0.952713666666667
330,340552.08,0.66,1.36220832
445,618762.116666667,0.89,2.47504846666667
285,254006.82,0.57,1.01602728
480,723548.16,0.96,2.89419264
325,330972.416666667,0.65,1.32388966666667
430,580339.466666667,0.86,2.32135786666667
465,674794.98,0.93,2.69917992
380,451894.986666667,0.76,1.80757994666667
305,291255.073333333,0.61,1.16502029333333
235,173134.056666667,0.47,0.692536226666667
410,528932.253333333,0.82,2.11572901333333
310,300754.56,0.62,1.20301824
490,752601.453333333,0.98,3.01040581333333
180,101822.4,0.36,0.4072896
100,31437.3333333333,0.2,0.125749333333333
150,70740,0.3,0.28296
110,38053.6933333333,0.22,0.152214773333333
145,66189.5033333333,0.29,0.264758013333333
120,45075.84,0.24,0.18030336
130,53158.3866666667,0.26,0.212633546666667
185,107699.23,0.37,0.43079692
70,15338.96,0.14,0.06135584
140,61376.7466666667,0.28,0.245506986666667
135,57578.85,0.27,0.2303154
95,28327.67,0.19,0.11331068
160,80595.6266666667,0.32,0.322382506666667
80,20104.5333333333,0.16,0.0804181333333333
65,13275.5133333333,0.13,0.0531020533333333
115,41514.1566666667,0.23,0.166056626666667
105,34492.08,0.21,0.13796832
90,25502.04,0.18,0.10200816
155,75358.4166666667,0.31,0.301433666666667
85,22651.82,0.17,0.09060728
125,48868.75,0.25,0.195475
