r,A,r_scaled,A_scaled
320,282624,0.64,1.130496
440,588544,0.88,2.354176
400,531200,0.8,2.1248
240,177408,0.48,0.709632
220,172304,0.44,0.689216
305,301401,0.61,1.205604
290,262392,0.58,1.049568
460,727904,0.92,2.911616
465,709218,0.93,2.836872
415,558009,0.83,2.232036
205,139523,0.41,0.558092
235,167884,0.47,0.671536
245,199283,0.49,0.797132
455,621075,0.91,2.4843
210,142884,0.42,0.571536
345,376119,0.69,1.504476
275,214775,0.55,0.8591
430,554700,0.86,2.2188
405,538002,0.81,2.152008
230,152352,0.46,0.609408
445,641601,0.89,2.566404
285,272916,0.57,1.091664
310,299832,0.62,1.199328
280,247744,0.56,0.990976
335,354631,0.67,1.418524
485,743311,0.97,2.973244
470,706880,0.94,2.82752
330,357192,0.66,1.428768
225,162000,0.45,0.648
255,218484,0.51,0.873936
495,813483,0.99,3.253932
390,498888,0.78,1.995552
395,436870,0.79,1.74748
370,394272,0.74,1.577088
295,288923,0.59,1.155692
410,524472,0.82,2.097888
425,563550,0.85,2.2542
270,236196,0.54,0.944784
260,221728,0.52,0.886912
340,342176,0.68,1.368704
450,680400,0.9,2.7216
500,820000,1,3.28
190,122740,0.38,0.49096
50,8000,0.1,0.032
65,12675,0.13,0.0507
180,107568,0.36,0.430272
75,18000,0.15,0.072
120,48384,0.24,0.193536
150,69300,0.3,0.2772
110,35332,0.22,0.141328
115,44436,0.23,0.177744
160,81920,0.32,0.32768
100,32800,0.2,0.1312
140,64288,0.28,0.257152
80,19200,0.16,0.0768
135,56862,0.27,0.227448
185,114996,0.37,0.459984
85,23120,0.17,0.09248
145,64757,0.29,0.259028
130,54080,0.26,0.21632
125,49375,0.25,0.1975
175,90650,0.35,0.3626
90,27864,0.18,0.111456
