r,A,r_scaled,A_scaled
425,592450,0.85,2.3698
440,681472,0.88,2.725888
485,705675,0.97,2.8227
310,292144,0.62,1.168576
435,575244,0.87,2.300976
235,181138,0.47,0.724552
480,709632,0.96,2.838528
370,476412,0.74,1.905648
450,648000,0.9,2.592
365,405004,0.73,1.620016
470,689208,0.94,2.756832
400,480000,0.8,1.92
260,213616,0.52,0.854464
240,177408,0.48,0.709632
200,126400,0.4,0.5056
315,309582,0.63,1.238328
325,321100,0.65,1.2844
215,153467,0.43,0.613868
300,327600,0.6,1.3104
290,252300,0.58,1.0092
415,530453,0.83,2.121812
420,578592,0.84,2.314368
395,455593,0.79,1.822372
295,292404,0.59,1.169616
345,371358,0.69,1.485432
210,146412,0.42,0.585648
460,660192,0.92,2.640768
225,168075,0.45,0.6723
270,215784,0.54,0.863136
385,486178,0.77,1.944712
220,145200,0.44,0.5808
280,250880,0.56,1.00352
445,641601,0.89,2.566404
490,710696,0.98,2.842784
340,360672,0.68,1.442688
465,709218,0.93,2.836872
405,524880,0.81,2.09952
355,398239,0.71,1.592956
265,216293,0.53,0.865172
360,419904,0.72,1.679616
380,496736,0.76,1.986944
285,256671,0.57,1.026684
180,103680,0.36,0.41472
150,68400,0.3,0.2736
100,30400,0.2,0.1216
50,6900,0.1,0.0276
135,56133,0.27,0.224532
115,41791,0.23,0.167164
65,13351,0.13,0.053404
75,16875,0.15,0.0675
190,118408,0.38,0.473632
130,54080,0.26,0.21632
140,61152,0.28,0.244608
90,24948,0.18,0.099792
175,95550,0.35,0.3822
55,8712,0.11,0.034848
120,44352,0.24,0.177408
110,38236,0.22,0.152944
80,18432,0.16,0.073728
195,111033,0.39,0.444132
185,106782,0.37,0.427128
85,22542,0.17,0.090168
95,29602,0.19,0.118408
