r,A,r_scaled,A_scaled
335,345653,0.67,1.382612
210,139356,0.42,0.557424
330,343252.8,0.66,1.3730112
415,538719.8,0.83,2.1548792
310,302522.8,0.62,1.2100912
220,148297.6,0.44,0.5931904
320,323174.4,0.64,1.2926976
350,378770,0.7,1.51508
440,628038.4,0.88,2.5121536
200,125440,0.4,0.50176
425,561382.5,0.85,2.24553
470,706880,0.94,2.82752
305,286144.9,0.61,1.1445796
345,369453.6,0.69,1.4778144
420,554601.6,0.84,2.2184064
230,163143.6,0.46,0.6525744
445,621006.4,0.89,2.4840256
485,725433.9,0.97,2.9017356
480,725299.2,0.96,2.9011968
450,625320,0.9,2.50128
375,453375,0.75,1.8135
340,363446.4,0.68,1.4537856
390,476377.2,0.78,1.9055088
475,715682.5,0.95,2.86273
410,520437.6,0.82,2.0817504
395,490542.6,0.79,1.9621704
365,416194.9,0.73,1.6647796
435,594923.4,0.87,2.3796936
270,228906,0.54,0.915624
235,178929,0.47,0.715716
245,191119.6,0.49,0.7644784
275,232017.5,0.55,0.92807
260,217672,0.52,0.870688
460,641571.2,0.92,2.5662848
500,777000,1,3.108
280,241472,0.56,0.965888
380,471899.2,0.76,1.8875968
430,579106.8,0.86,2.3164272
465,687595.5,0.93,2.750382
315,311566.5,0.63,1.246266
240,181324.8,0.48,0.7252992
300,283320,0.6,1.13328
175,99347.5,0.35,0.39739
110,37219.6,0.22,0.1488784
190,113354,0.38,0.453416
140,62171.2,0.28,0.2486848
185,107329.6,0.37,0.4293184
70,15503.6,0.14,0.0620144
75,17820,0.15,0.07128
90,25401.6,0.18,0.1016064
180,103291.2,0.36,0.4131648
50,7870,0.1,0.03148
170,89936.8,0.34,0.3597472
145,65093.4,0.29,0.2603736
105,34177.5,0.21,0.13671
125,49375,0.25,0.1975
95,29565.9,0.19,0.1182636
100,31440,0.2,0.12576
55,9522.7,0.11,0.0380908
135,58028.4,0.27,0.2321136
115,42055.5,0.23,0.168222
155,75534.6,0.31,0.3021384
65,13553.8,0.13,0.0542152
