r,C,r_scaled,C_scaled
270,1788.61139854448,0.54,3.57722279708896
192,1272.39610306788,0.384,2.54479220613576
193,1278.05295731737,0.386,2.55610591463475
250,1656.72914755058,0.5,3.31345829510116
136,901.719912834648,0.272,1.8034398256693
500,3136.97301372709,1,6.27394602745417
84,556.014285349875,0.168,1.11202857069975
299,1980.77792078584,0.598,3.96155584157168
295,1955.80735803737,0.59,3.91161471607473
328,2172.94444302721,0.656,4.34588888605442
488,3235.03188823014,0.976,6.47006377646029
476,3155.43390848369,0.952,6.31086781696738
99,657.269119345814,0.198,1.31453823869163
53,350.190908859011,0.106,0.700381817718022
406,2691.50288425443,0.812,5.38300576850886
233,1544.16060505567,0.466,3.08832121011134
75,498.07315985292,0.15,0.996146319705841
336,2227.57186002518,0.672,4.45514372005036
378,2504.99321626252,0.756,5.00998643252504
373,2472.02265351404,0.746,4.94404530702807
159,1052.91587232754,0.318,2.10583174465508
73,484.416305603428,0.146,0.968832611206856
461,3054.17907448774,0.922,6.10835814897548
138,915.37676708414,0.276,1.83075353416828
319,2115.00331753025,0.638,4.23000663506051
486,3221.37503398065,0.972,6.4427500679613
492,3260.00245097862,0.984,6.52000490195725
470,3114.46334573521,0.94,6.22892669147042
380,2518.65007051201,0.76,5.03730014102403
468,3100.80649148571,0.936,6.20161298297143
87,577.671139599367,0.174,1.15534227919873
69,457.102597104443,0.138,0.914205194208886
110,728.867099092261,0.22,1.45773419818452
427,2829.04198949786,0.854,5.65808397899571
417,2763.10086400089,0.834,5.52620172800178
301,1994.43477503533,0.602,3.98886955007067
166,1099.54328932551,0.332,2.19908657865102
335,2219.57186002518,0.67,4.43914372005036
496,3287.31615947761,0.992,6.57463231895522
228,1511.19004230719,0.456,3.02238008461439
62,410.475180106473,0.124,0.820950360212947
494,3273.65930522812,0.988,6.54731861045623
327,2167.28758877772,0.654,4.33457517755543
168,1113.200143575,0.336,2.22640028715
272,1802.26825279397,0.544,3.60453650558794
116,769.837661840739,0.232,1.53967532368148
395,2617.56175875746,0.79,5.23512351751492
201,1332.68037431534,0.402,2.66536074863067
56,371.847763108504,0.112,0.743695526217007
444,2941.6105319928,0.888,5.8832210639856
474,3141.7770542342,0.948,6.28355410846839
291,1928.49364953838,0.582,3.85698729907676
484,3207.71817973116,0.968,6.41543635946231
455,3015.55165748976,0.91,6.03110331497953
315,2087.68960903127,0.63,4.17537921806254
261,1730.67027304753,0.522,3.46134054609506
58,385.504617357996,0.116,0.771009234715992
142,940.347329832617,0.284,1.88069465966523
251,1662.38600180007,0.502,3.32477200360015
223,1478.21947955872,0.446,2.95643895911744
95,629.95541084683,0.19,1.25991082169366
305,2021.74848353432,0.61,4.04349696706863
497,3292.9730137271,0.994,6.58594602745421
389,2578.93434175949,0.778,5.15786868351897
65,429.788888605458,0.13,0.859577777210916
219,1450.90577105974,0.438,2.90181154211948
