r,A,r_scaled,A_scaled
204,130768,0.408,0.523072
315,311756,0.63,1.247024
351,387064,0.702,1.548256
343,369636,0.686,1.478544
272,232440,0.544,0.92976
254,202744,0.508,0.810976
354,393712,0.708,1.574848
443,616532,0.886,2.466128
360,407188,0.72,1.628752
331,344184,0.662,1.376736
352,389284,0.704,1.557136
207,134624,0.414,0.538496
466,682216,0.932,2.728864
202,128196,0.404,0.512784
286,257008,0.572,1.028032
353,391496,0.706,1.565984
462,670556,0.924,2.682224
389,475452,0.778,1.901808
474,705868,0.948,2.823472
302,286520,0.604,1.14608
356,398184,0.712,1.592736
280,246288,0.56,0.985152
357,400384,0.714,1.601536
458,659024,0.916,2.636096
415,541060,0.83,2.16424
456,653248,0.912,2.612992
249,194824,0.498,0.779296
248,193236,0.496,0.772944
230,166196,0.46,0.664784
405,515320,0.81,2.06128
470,694032,0.94,2.776128
424,564824,0.848,2.259296
231,167652,0.462,0.670608
400,502652,0.8,2.010608
384,463304,0.768,1.853216
310,301916,0.62,1.207664
298,279004,0.596,1.116016
433,589016,0.866,2.356064
297,277128,0.594,1.108512
390,477880,0.78,1.91152
411,530740,0.822,2.12296
223,156264,0.446,0.625056
382,458464,0.764,1.833856
475,708832,0.95,2.835328
431,583644,0.862,2.334576
452,641896,0.904,2.567584
434,591732,0.868,2.366928
416,543696,0.832,2.174784
378,448884,0.756,1.795536
243,185520,0.486,0.74208
288,260600,0.576,1.0424
258,209128,0.516,0.836512
435,594504,0.87,2.378016
314,309784,0.628,1.239136
495,769848,0.99,3.079392
454,647572,0.908,2.590288
477,714868,0.954,2.859472
277,241056,0.554,0.964224
449,633372,0.898,2.533488
340,363176,0.68,1.452704
244,187068,0.488,0.748272
201,126928,0.402,0.507712
447,627768,0.894,2.511072
210,138536,0.42,0.554144
322,325784,0.644,1.303136
489,751208,0.978,3.004832
377,446548,0.754,1.786192
338,358916,0.676,1.435664
420,554148,0.84,2.216592
301,284644,0.602,1.138576
374,439408,0.748,1.757632
429,578212,0.858,2.312848
283,251640,0.566,1.00656
233,170580,0.466,0.68232
211,139916,0.422,0.559664
320,321696,0.64,1.286784
329,340076,0.658,1.360304
391,480280,0.782,1.92112
229,164744,0.458,0.658976
219,150692,0.438,0.602768
455,650384,0.91,2.601536
393,485200,0.786,1.9408
242,184028,0.484,0.736112
284,253404,0.568,1.013616
295,273428,0.59,1.093712
266,222304,0.532,0.889216
493,763556,0.986,3.054224
467,685144,0.934,2.740576
406,517892,0.812,2.071568
221,153456,0.442,0.613824
494,766700,0.988,3.0668
383,460852,0.766,1.843408
450,636160,0.9,2.54464
247,191676,0.494,0.766704
287,258796,0.574,1.035184
446,624948,0.892,2.499792
437,599964,0.874,2.399856
257,207544,0.514,0.830176
426,570148,0.852,2.280592
478,717824,0.956,2.871296
379,451224,0.758,1.804896
385,465696,0.77,1.862784
370,430112,0.74,1.720448
245,188604,0.49,0.754416
200,125676,0.4,0.502704
348,380496,0.696,1.521984
260,212376,0.52,0.849504
212,141192,0.424,0.564768
285,255208,0.57,1.020832
490,754296,0.98,3.017184
206,133344,0.412,0.533376
227,161892,0.454,0.647568
303,288408,0.606,1.153632
270,229020,0.54,0.91608
413,535856,0.826,2.143424
496,772956,0.992,3.091824
465,679356,0.93,2.717424
291,266064,0.582,1.064256
289,262376,0.578,1.049504
347,378340,0.694,1.51336
265,220620,0.53,0.88248
399,500200,0.798,2.0008
304,290356,0.608,1.161424
438,602704,0.876,2.410816
318,317700,0.636,1.2708
253,201100,0.506,0.8044
262,215684,0.524,0.862736
453,644680,0.906,2.57872
428,575548,0.856,2.302192
460,664796,0.92,2.659184
296,275260,0.592,1.10104
334,350520,0.668,1.40208
387,470552,0.774,1.882208
239,179412,0.478,0.717648
316,313724,0.632,1.254896
259,210764,0.518,0.843056
339,361072,0.678,1.444288
290,264220,0.58,1.05688
448,630548,0.896,2.522192
325,331864,0.65,1.327456
