r,A,r_scaled,A_scaled
260,212209.92,0.52,0.84883968
270,229139.28,0.54,0.91655712
265,220534.59,0.53,0.88213836
310,302484.36,0.62,1.20993744
465,674189.55,0.93,2.6967582
385,465782.24,0.77,1.86312896
335,350770.46,0.67,1.40308184
500,781100,1,3.1244
490,753337.76,0.98,3.01335104
365,421257.45,0.73,1.6850298
250,197650,0.5,0.7906
370,430632.64,0.74,1.72253056
400,498880,0.8,1.99552
390,478141.56,0.78,1.91256624
395,488171.02,0.79,1.95268408
340,362151.68,0.68,1.44860672
275,237008.75,0.55,0.948035
290,264174.92,0.58,1.05669968
210,138826.8,0.42,0.5553072
485,742840.55,0.97,2.9713622
495,763791.93,0.99,3.05516772
320,322355.2,0.64,1.2894208
450,635364,0.9,2.541456
420,551285.28,0.84,2.20514112
325,334620,0.65,1.33848
405,512545.32,0.81,2.05018128
475,703498.75,0.95,2.813995
245,189126.77,0.49,0.75650708
430,577035.92,0.86,2.30814368
205,131571.87,0.41,0.52628748
435,589095.27,0.87,2.35638108
350,381465,0.7,1.52586
410,533078.72,0.82,2.13231488
470,694863.04,0.94,2.77945216
480,727050.24,0.96,2.90820096
425,560732.25,0.85,2.242929
345,376119,0.69,1.504476
360,403937.28,0.72,1.61574912
215,145294.42,0.43,0.58117768
300,283212,0.6,1.132848
255,201473.46,0.51,0.80589384
375,446850,0.75,1.7874
70,15278.2,0.14,0.0611128
95,28204.93,0.19,0.11281972
140,61896.8,0.28,0.2475872
105,34574.4,0.21,0.1382976
200,124992,0.4,0.499968
90,25618.68,0.18,0.10247472
135,57663.9,0.27,0.2306556
180,102720.96,0.36,0.41088384
80,20098.56,0.16,0.08039424
85,22839.67,0.17,0.09135868
195,119717.91,0.39,0.47887164
175,96640.25,0.35,0.386561
110,38168.24,0.22,0.15267296
165,85584.51,0.33,0.34233804
170,91532.08,0.34,0.36612832
120,45216,0.24,0.180864
185,107411.74,0.37,0.42964696
130,53309.36,0.26,0.21323744
65,13271.57,0.13,0.05308628
145,65101.81,0.29,0.26040724
190,112761.96,0.38,0.45104784
