r,C,r_scaled,C_scaled
317,2098.5180361561,0.634,4.1970360723122
396,2622.7333316327,0.792,5.2454666632654
449,2971.75266761644,0.898,5.94350533523288
410,2713.64501987813,0.82,5.42729003975625
425,2814.89985387406,0.85,5.62979970774813
194,1283.22453019264,0.388,2.56644906038529
451,2985.40952186593,0.902,5.97081904373186
152,1003.46002820483,0.304,2.00692005640965
226,1494.704760933,0.452,2.989409521866
307,2032.57691065914,0.614,4.06515382131829
323,2137.14545315407,0.646,4.27429090630813
308,2038.23376490864,0.616,4.07646752981727
196,1296.88138444214,0.392,2.59376276888427
435,2880.84097937102,0.87,5.76168195874203
211,1395.79307268757,0.422,2.79158614537514
479,3171.91918985779,0.958,6.34383837971559
214,1415.10678118655,0.428,2.83021356237311
489,3237.86031535474,0.978,6.47572063070948
393,2601.07647738321,0.786,5.20215295476642
312,2065.54747340762,0.624,4.13109494681524
437,2894.49783362051,0.874,5.78899566724101
147,970.489465456348,0.294,1.9409789309127
262,1733.49870017234,0.524,3.46699740034468
354,2342.96882964491,0.708,4.68593765928982
274,1813.09667991879,0.548,3.62619335983758
302,1999.60634791067,0.604,3.99921269582133
412,2727.30187412762,0.824,5.45460374825524
263,1739.15555442183,0.526,3.47831110884367
109,720.381817718022,0.218,1.44076363543604
176,1162.65598769772,0.352,2.32531197539544
174,1151.34227919873,0.348,2.30268455839747
55,361.019335983757,0.11,0.722038671967514
464,3073.00750161237,0.928,6.14601500322474
400,2647.70389438118,0.8,5.29540778876235
466,3086.66435586186,0.932,6.17332871172373
173,1143.34227919873,0.346,2.28668455839747
453,2999.06637611542,0.906,5.99813275223085
271,1793.7829714198,0.542,3.58756594283961
200,1321.85194719061,0.4,2.64370389438123
409,2707.98816562864,0.818,5.41597633125727
438,2900.15468787,0.876,5.80030937574
66,434.960461480712,0.132,0.869920922961423
365,2416.90995514185,0.73,4.83381991028371
298,1972.29263941168,0.596,3.94458527882336
101,665.754400720052,0.202,1.3315088014401
446,2952.43895911746,0.892,5.90487791823491
469,3105.97806436085,0.938,6.21195612872169
428,2834.21356237305,0.856,5.6684271247461
90,594.156420973605,0.18,1.18831284194721
467,3092.32121011135,0.934,6.18464242022271
458,3032.0369388639,0.916,6.0640738777278
124,819.293505963454,0.248,1.63858701192691
392,2595.41962313372,0.784,5.19083924626743
296,1958.63578516219,0.592,3.91727157032438
127,838.607214462439,0.254,1.67721442892488
370,2449.88051789033,0.74,4.89976103578065
157,1038.77373670381,0.314,2.07754747340762
455,3012.72323036491,0.91,6.02544646072983
359,2375.93939239338,0.718,4.75187878478676
125,824.950360212946,0.25,1.64990072042589
371,2455.53737213982,0.742,4.91107474427964
331,2191.77287015203,0.662,4.38354574030406
96,632.783837971575,0.192,1.26556767594315
471,3119.63491861034,0.942,6.23926983722067
283,1873.38095116625,0.566,3.7467619023325
253,1673.21442892488,0.506,3.34642885784976
337,2230.40028715,0.674,4.4608005743
142,937.518902707871,0.284,1.87503780541574
94,619.126983722083,0.188,1.23825396744417
138,912.548339959393,0.276,1.82509667991879
270,1785.7829714198,0.54,3.57156594283961
245,1620.93015767742,0.49,3.24186031535483
285,1887.03780541574,0.57,3.77407561083148
413,2735.30187412762,0.826,5.47060374825524
227,1502.704760933,0.454,3.005409521866
411,2721.64501987813,0.822,5.44329003975626
103,679.411254969545,0.206,1.35882250993909
498,3298.14458660219,0.996,6.59628917320439
141,931.862048458378,0.282,1.86372409691676
347,2296.34141264695,0.694,4.59268282529389
416,2754.6155826266,0.832,5.50923116525321
