r,A,r_scaled,A_scaled
345,374690.7,0.69,1.4987628
365,419712.04,0.73,1.67884816
340,364879.84,0.68,1.45951936
495,771436.71,0.99,3.08574684
320,319324.16,0.64,1.27729664
415,539064.25,0.83,2.156257
375,443306.25,0.75,1.773225
395,490979.47,0.79,1.96391788
200,125824,0.4,0.503296
280,246050.56,0.56,0.98420224
290,263771.24,0.58,1.05508496
405,519106.32,0.81,2.07642528
315,310058.28,0.63,1.24023312
245,189126.77,0.49,0.75650708
435,592955.46,0.87,2.37182184
370,432658.76,0.74,1.73063504
260,212182.88,0.52,0.84873152
470,694509.6,0.94,2.7780384
300,284400,0.6,1.1376
425,568101.75,0.85,2.272407
250,198125,0.5,0.7925
390,475464.6,0.78,1.9018584
265,220337.96,0.53,0.88135184
225,159408,0.45,0.637632
485,744534.17,0.97,2.97813668
440,610924.16,0.88,2.44369664
360,405751.68,0.72,1.62300672
240,179965.44,0.48,0.71986176
275,242030.25,0.55,0.968121
330,345561.48,0.66,1.38224592
445,624016.38,0.89,2.49606552
285,257060.88,0.57,1.02824352
480,725760,0.96,2.90304
325,333901.75,0.65,1.335607
430,584653.8,0.86,2.3386152
465,681368.22,0.93,2.72547288
380,452896.16,0.76,1.81158464
305,291540.35,0.61,1.1661614
235,175107.43,0.47,0.70042972
410,531599.44,0.82,2.12639776
310,298025.32,0.62,1.19210128
490,752569.44,0.98,3.01027776
180,102902.4,0.36,0.4116096
100,31444,0.2,0.125776
150,70749,0.3,0.282996
110,38052.08,0.22,0.15220832
145,65850.3,0.29,0.2634012
120,45285.12,0.24,0.18114048
130,52978.12,0.26,0.21191248
185,107890.89,0.37,0.43156356
70,15323.28,0.14,0.06129312
140,61567.52,0.28,0.24627008
135,57394.17,0.27,0.22957668
95,28475.68,0.19,0.11390272
160,80302.08,0.32,0.32120832
80,20147.2,0.16,0.0805888
65,13274.95,0.13,0.0530998
115,41515.92,0.23,0.16606368
105,34662.6,0.21,0.1386504
90,25547.4,0.18,0.1021896
155,75870.95,0.31,0.3034838
85,22608.47,0.17,0.09043388
125,49406.25,0.25,0.197625
