r,A,r_scaled,A_scaled
375,425625,0.75,1.7025
435,610566,0.87,2.442264
380,448602.666666667,0.76,1.79441066666667
470,712770.666666667,0.94,2.85108266666667
195,125229,0.39,0.500916
475,712975,0.95,2.8519
395,476396.333333333,0.79,1.90558533333333
315,317520,0.63,1.27008
285,265335,0.57,1.06134
345,384054,0.69,1.536216
270,233280,0.54,0.93312
450,626400,0.9,2.5056
310,299832,0.62,1.199328
415,539638.333333333,0.83,2.15855333333333
460,668656,0.92,2.674624
385,480249,0.77,1.920996
300,276000,0.6,1.104
440,637589.333333333,0.88,2.55035733333333
275,238975,0.55,0.9559
340,360672,0.68,1.442688
390,468468,0.78,1.873872
455,643157.666666667,0.91,2.57263066666667
205,137281.666666667,0.41,0.549126666666667
355,399919.333333333,0.71,1.59967733333333
480,728064,0.96,2.912256
410,531196,0.82,2.124784
215,146071,0.43,0.584284
230,172806.666666667,0.46,0.691226666666667
245,196882,0.49,0.787528
490,720300,0.98,2.8812
335,360616.333333333,0.67,1.44246533333333
220,148426.666666667,0.44,0.593706666666667
250,190833.333333333,0.5,0.763333333333333
350,400166.666666667,0.7,1.60066666666667
290,281454.666666667,0.58,1.12581866666667
370,428953.333333333,0.74,1.71581333333333
325,315466.666666667,0.65,1.26186666666667
295,292404,0.59,1.169616
330,355740,0.66,1.42296
495,735075,0.99,2.9403
225,158625,0.45,0.6345
235,174511,0.47,0.698044
55,9276.66666666667,0.11,0.0371066666666667
155,77520.6666666667,0.31,0.310082666666667
170,88241.3333333333,0.34,0.352965333333333
100,31600,0.2,0.1264
85,22831,0.17,0.091324
110,36461.3333333333,0.22,0.145845333333333
140,61674.6666666667,0.28,0.246698666666667
115,42849,0.23,0.171396
90,24840,0.18,0.09936
135,59535,0.27,0.23814
125,51250,0.25,0.205
185,104500.333333333,0.37,0.418001333333333
65,13463.6666666667,0.13,0.0538546666666667
165,85305,0.33,0.34122
95,28158,0.19,0.112632
50,7766.66666666667,0.1,0.0310666666666667
75,17775,0.15,0.0711
175,93916.6666666667,0.35,0.375666666666667
150,67800,0.3,0.2712
145,65317.6666666667,0.29,0.261270666666667
130,51150.6666666667,0.26,0.204602666666667
