r,A,r_scaled,A_scaled
270,230364,0.54,0.921456
265,219102,0.53,0.876408
305,282796,0.61,1.131184
225,141750,0.45,0.567
260,213616,0.52,0.854464
465,579483,0.93,2.317932
390,468468,0.78,1.873872
430,599076,0.86,2.396304
400,492800,0.8,1.9712
280,254016,0.56,1.016064
255,208080,0.51,0.83232
365,436978,0.73,1.747912
340,342176,0.68,1.368704
500,840000,1,3.36
190,125628,0.38,0.502512
335,332186,0.67,1.328744
245,184877,0.49,0.739508
490,739508,0.98,2.958032
385,480249,0.77,1.920996
395,499280,0.79,1.99712
485,743311,0.97,2.973244
495,744876,0.99,2.979504
320,331776,0.64,1.327104
450,664200,0.9,2.6568
420,557424,0.84,2.229696
325,316875,0.65,1.2675
405,492075,0.81,1.9683
460,660192,0.92,2.640768
410,537920,0.82,2.15168
315,293706,0.63,1.174824
205,129437,0.41,0.517748
435,567675,0.87,2.2707
350,382200,0.7,1.5288
375,405000,0.75,1.62
470,671536,0.94,2.686144
480,728064,0.96,2.912256
425,520200,0.85,2.0808
345,380880,0.69,1.52352
360,393984,0.72,1.575936
210,135828,0.42,0.543312
295,268037,0.59,1.072148
250,197500,0.5,0.79
70,15876,0.14,0.063504
95,26714,0.19,0.106856
140,58800,0.28,0.2352
105,31752,0.21,0.127008
160,82944,0.32,0.331776
90,25596,0.18,0.102384
135,59778,0.27,0.239112
180,101088,0.36,0.404352
80,19712,0.16,0.078848
85,22253,0.17,0.089012
200,113600,0.4,0.4544
175,98000,0.35,0.392
110,36784,0.22,0.147136
165,84942,0.33,0.339768
170,91324,0.34,0.365296
120,48960,0.24,0.19584
185,117734,0.37,0.470936
130,52728,0.26,0.210912
65,13858,0.13,0.055432
145,59711,0.29,0.238844
195,120159,0.39,0.480636
