r,C,r_scaled,C_scaled
358,2370.28253814389,0.716,4.74056507628778
395,2614.7333316327,0.79,5.2294666632654
394,2609.07647738321,0.788,5.21815295476642
210,1387.79307268757,0.42,2.77558614537514
499,3303.80144085169,0.998,6.60760288170337
182,1203.6265504462,0.364,2.40725310089239
59,388.333044482742,0.118,0.776666088965484
301,1991.60634791067,0.602,3.98321269582133
337,2230.40028715,0.674,4.4608005743
405,2680.67445712965,0.81,5.3613489142593
99,654.440692221068,0.198,1.30888138444214
325,2150.80230740356,0.65,4.30160461480711
495,3278.83087810321,0.99,6.55766175620642
425,2814.89985387406,0.85,5.62979970774813
225,1489.04790668351,0.45,2.97809581336701
414,2740.95872837711,0.828,5.48191745675422
279,1846.06724266726,0.558,3.69213448533453
261,1727.84184592285,0.522,3.4556836918457
413,2735.30187412762,0.826,5.47060374825524
310,2051.89061915813,0.62,4.10378123831626
117,772.666088965484,0.234,1.54533217793097
349,2309.99826689644,0.698,4.61999653379287
259,1714.18499167336,0.518,3.42836998334671
427,2826.21356237305,0.854,5.6524271247461
155,1025.11688245432,0.31,2.05023376490864
304,2010.92005640965,0.608,4.0218401128193
393,2601.07647738321,0.786,5.20215295476642
135,890.891485709901,0.27,1.7817829714198
436,2886.49783362051,0.872,5.77299566724101
84,553.185858225128,0.168,1.10637171645026
114,753.352380466499,0.228,1.506704760933
490,3243.51716960423,0.98,6.48703433920846
141,931.862048458378,0.282,1.86372409691676
160,1058.08744520279,0.32,2.11617489040559
452,2993.40952186593,0.904,5.98681904373186
449,2971.75266761644,0.898,5.94350533523288
163,1077.40115370178,0.326,2.15480230740356
122,805.636651713961,0.244,1.61127330342792
333,2203.08657865102,0.666,4.40617315730203
67,440.617315730204,0.134,0.881234631460408
374,2474.8510806388,0.748,4.9497021612776
180,1189.9696961967,0.36,2.37993939239341
263,1739.15555442183,0.526,3.47831110884367
372,2463.53737213982,0.744,4.92707474427963
320,2117.83174465508,0.64,4.23566348931016
198,1310.53823869163,0.396,2.62107647738326
230,1522.01846943198,0.46,3.04403693886397
156,1030.77373670381,0.312,2.06154747340762
71,467.931024229189,0.142,0.935862048458378
483,3199.23289835678,0.966,6.39846579671355
426,2820.55670812356,0.852,5.64111341624711
118,778.322943214977,0.236,1.55664588642995
283,1873.38095116625,0.566,3.7467619023325
159,1050.08744520279,0.318,2.10017489040559
295,1952.9789309127,0.59,3.90595786182539
170,1124.02857069975,0.34,2.2480571413995
205,1354.82250993909,0.41,2.70964501987818
89,586.156420973605,0.178,1.17231284194721
61,401.989898732234,0.122,0.803979797464469
428,2834.21356237305,0.856,5.6684271247461
406,2688.67445712965,0.812,5.3773489142593
119,786.322943214977,0.238,1.57264588642995
252,1667.55757467539,0.504,3.33511514935077
77,506.558441227159,0.154,1.01311688245432
363,2403.25310089236,0.726,4.80650620178472
193,1275.22453019264,0.386,2.55044906038529
273,1807.4398256693,0.546,3.61487965133859
102,673.754400720052,0.204,1.3475088014401
303,2005.26320216016,0.606,4.01052640432032
265,1752.81240867133,0.53,3.50562481734265
237,1568.64588642995,0.474,3.13729177285991
123,811.293505963454,0.246,1.62258701192691
201,1329.85194719061,0.402,2.65970389438123
157,1038.77373670381,0.314,2.07754747340762
275,1818.75353416828,0.55,3.63750706833656
327,2164.45916165305,0.654,4.3289183233061
236,1560.64588642995,0.472,3.12129177285991
270,1785.7829714198,0.54,3.57156594283961
328,2170.11601590254,0.656,4.34023203180508
390,2581.76276888422,0.78,5.16352553776845
53,347.362481734265,0.106,0.694724963468529
403,2667.01760288016,0.806,5.33403520576032
289,1912.00836816422,0.578,3.82401673632844
300,1985.94949366117,0.6,3.97189898732235
453,2999.06637611542,0.906,5.99813275223085
278,1840.41038841777,0.556,3.68082077683555
375,2482.8510806388,0.75,4.9657021612776
264,1747.15555442183,0.528,3.49431110884367
87,574.842712474621,0.174,1.14968542494924
445,2946.78210486797,0.89,5.89356420973593
258,1706.18499167336,0.516,3.41236998334671
353,2337.31197539542,0.706,4.67462395079083
206,1362.82250993909,0.412,2.72564501987818
305,2018.92005640965,0.61,4.0378401128193
222,1467.39105243401,0.444,2.93478210486803
470,3111.63491861034,0.94,6.22326983722068
288,1906.35151391473,0.576,3.81270302782945
439,2905.81154211949,0.878,5.81162308423898
361,2389.59624664287,0.722,4.77919249328574
88,580.499566724113,0.176,1.16099913344823
377,2496.50793488829,0.754,4.99301586977658
359,2375.93939239338,0.718,4.75187878478676
146,964.832611206856,0.292,1.92966522241371
368,2436.22366364084,0.736,4.87244732728167
110,726.038671967515,0.22,1.45207734393503
142,937.518902707871,0.284,1.87503780541574
106,698.72496346853,0.212,1.39744992693706
355,2350.96882964491,0.71,4.70193765928981
290,1920.00836816422,0.58,3.84001673632844
329,2178.11601590254,0.658,4.35623203180508
204,1349.1656556896,0.408,2.6983313113792
357,2362.28253814389,0.714,4.72456507628778
217,1434.42048968554,0.434,2.86884097937108
134,885.234631460408,0.268,1.77046926292082
364,2408.90995514185,0.728,4.81781991028371
94,619.126983722083,0.188,1.23825396744417
384,2543.13535188626,0.768,5.08627070377251
113,745.352380466499,0.226,1.490704760933
181,1195.6265504462,0.362,2.39125310089239
54,355.362481734265,0.108,0.710724963468529
412,2727.30187412762,0.824,5.45460374825524
475,3144.60548135881,0.95,6.28921096271762
274,1813.09667991879,0.548,3.62619335983758
454,3007.06637611542,0.908,6.01413275223085
70,459.931024229189,0.14,0.919862048458378
254,1681.21442892488,0.508,3.36242885784976
451,2985.40952186593,0.902,5.97081904373186
387,2562.44906038524,0.774,5.12489812077048
125,824.950360212946,0.25,1.64990072042589
281,1859.72409691676,0.562,3.71944819383351
465,3078.66435586186,0.93,6.15732871172373
153,1011.46002820483,0.306,2.02292005640965
286,1892.69465966523,0.572,3.78538931933047
448,2966.09581336695,0.896,5.9321916267339
365,2416.90995514185,0.73,4.83381991028371
431,2853.52727087203,0.862,5.70705454174406
268,1774.46926292082,0.536,3.54893852584164
174,1151.34227919873,0.348,2.30268455839747
402,2661.36074863067,0.804,5.32272149726133
250,1653.90072042589,0.5,3.30780144085179
