r,C,r_scaled,C_scaled
50,328.04877323528,0.1,0.656097546470559
200,1321.85194719061,0.4,2.64370389438123
463,3065.00750161237,0.926,6.13001500322474
390,2581.76276888422,0.78,5.16352553776845
394,2609.07647738321,0.788,5.21815295476642
384,2543.13535188626,0.768,5.08627070377251
275,1818.75353416828,0.55,3.63750706833656
69,454.274169979696,0.138,0.908548339959393
414,2740.95872837711,0.828,5.48191745675422
323,2137.14545315407,0.646,4.27429090630813
103,679.411254969545,0.206,1.35882250993909
307,2032.57691065914,0.614,4.06515382131829
228,1508.36161518249,0.456,3.01672323036498
451,2985.40952186593,0.902,5.97081904373186
476,3152.60548135881,0.952,6.30521096271762
284,1879.03780541574,0.568,3.75807561083148
363,2403.25310089236,0.726,4.80650620178472
231,1527.67532368148,0.462,3.05535064736295
120,791.979797464469,0.24,1.58395959492894
238,1574.30274067945,0.476,3.14860548135889
292,1931.3220766632,0.584,3.86264415332641
353,2337.31197539542,0.706,4.67462395079083
227,1502.704760933,0.454,3.005409521866
367,2430.56680939134,0.734,4.86113361878269
415,2746.6155826266,0.83,5.49323116525321
154,1017.11688245432,0.308,2.03423376490864
57,374.676190233249,0.114,0.749352380466499
150,992.14631970584,0.3,1.98429263941168
382,2529.47849763677,0.764,5.05895699527353
333,2203.08657865102,0.666,4.40617315730203
100,660.09754647056,0.2,1.32019509294112
298,1972.29263941168,0.596,3.94458527882336
473,3130.94862710932,0.946,6.26189725421864
372,2463.53737213982,0.744,4.92707474427963
203,1343.50880144011,0.406,2.68701760288021
67,440.617315730204,0.134,0.881234631460408
364,2408.90995514185,0.728,4.81781991028371
462,3059.35064736288,0.924,6.11870129472576
248,1640.2438661764,0.496,3.2804877323528
61,401.989898732234,0.122,0.803979797464469
417,2760.2724368761,0.834,5.52054487375219
277,1832.41038841777,0.554,3.66482077683555
421,2787.58614537508,0.842,5.57517229075016
88,580.499566724113,0.176,1.16099913344823
420,2779.58614537508,0.84,5.55917229075016
208,1376.47936418858,0.416,2.75295872837717
406,2688.67445712965,0.812,5.3773489142593
319,2112.17489040559,0.638,4.22434978081118
479,3171.91918985779,0.958,6.34383837971559
184,1217.28340469569,0.368,2.43456680939138
348,2304.34141264694,0.696,4.60868282529389
381,2521.47849763677,0.762,5.04295699527353
343,2271.37084989847,0.686,4.54274169979694
153,1011.46002820483,0.306,2.02292005640965
156,1030.77373670381,0.312,2.06154747340762
309,2043.89061915813,0.618,4.08778123831626
243,1607.27330342792,0.486,3.21454660685585
204,1349.1656556896,0.408,2.6983313113792
437,2894.49783362051,0.874,5.78899566724101
54,355.362481734265,0.108,0.710724963468529
481,3185.57604410728,0.962,6.37115208821457
329,2178.11601590254,0.658,4.35623203180508
77,506.558441227159,0.154,1.01311688245432
469,3105.97806436085,0.938,6.21195612872169
443,2933.12525061847,0.886,5.86625050123695
376,2488.50793488829,0.752,4.97701586977658
378,2502.16478913778,0.756,5.00432957827557
