r,A,r_scaled,A_scaled
257,207544,0.514,0.830176
219,150692,0.438,0.602768
227,161892,0.454,0.647568
279,244580,0.558,0.97832
234,171988,0.468,0.687952
386,468124,0.772,1.872496
464,676408,0.928,2.705632
455,650384,0.91,2.601536
201,126928,0.402,0.507712
331,344184,0.662,1.376736
291,266064,0.582,1.064256
216,146604,0.432,0.586416
489,751208,0.978,3.004832
285,255208,0.57,1.020832
495,769848,0.99,3.079392
500,785456,1,3.141824
498,779152,0.996,3.116608
303,288408,0.606,1.153632
377,446548,0.754,1.786192
437,599964,0.874,2.399856
403,510212,0.806,2.040848
212,141192,0.424,0.564768
281,248060,0.562,0.99224
401,505216,0.802,2.020864
307,296092,0.614,1.184368
360,407188,0.72,1.628752
261,214036,0.522,0.856144
288,260600,0.576,1.0424
398,497660,0.796,1.99064
225,159068,0.45,0.636272
405,515320,0.81,2.06128
470,694032,0.94,2.776128
324,329804,0.648,1.319216
440,608228,0.88,2.432912
341,365284,0.682,1.461136
245,188604,0.49,0.754416
394,487692,0.788,1.950768
468,688028,0.936,2.752112
357,400384,0.714,1.601536
388,472952,0.776,1.891808
373,437112,0.746,1.748448
206,133344,0.412,0.533376
222,154780,0.444,0.61912
422,559488,0.844,2.237952
408,522928,0.816,2.091712
239,179412,0.478,0.717648
391,480280,0.782,1.92112
396,492672,0.792,1.970688
475,708832,0.95,2.835328
497,775996,0.994,3.103984
484,735968,0.968,2.943872
379,451224,0.758,1.804896
383,460852,0.766,1.843408
226,160480,0.452,0.64192
364,416284,0.728,1.665136
466,682216,0.932,2.728864
351,387064,0.702,1.548256
321,323708,0.642,1.294832
417,546292,0.834,2.185168
429,578212,0.858,2.312848
434,591732,0.868,2.366928
317,315768,0.634,1.263072
292,267888,0.584,1.071552
494,766700,0.988,3.0668
474,705868,0.948,2.823472
355,395956,0.71,1.583824
411,530740,0.822,2.12296
491,757396,0.982,3.029584
280,246288,0.56,0.985152
406,517892,0.812,2.071568
326,333868,0.652,1.335472
453,644680,0.906,2.57872
243,185520,0.486,0.74208
231,167652,0.462,0.670608
452,641896,0.904,2.567584
358,402684,0.716,1.610736
336,354680,0.672,1.41872
308,298032,0.616,1.192128
246,190120,0.492,0.76048
446,624948,0.892,2.499792
457,656172,0.914,2.624688
256,205892,0.512,0.823568
387,470552,0.774,1.882208
310,301916,0.62,1.207664
433,589016,0.866,2.356064
214,143868,0.428,0.575472
266,222304,0.532,0.889216
311,303848,0.622,1.215392
229,164744,0.458,0.658976
367,423152,0.734,1.692608
436,597264,0.872,2.389056
297,277128,0.594,1.108512
260,212376,0.52,0.849504
390,477880,0.78,1.91152
230,166196,0.46,0.664784
290,264220,0.58,1.05688
282,249836,0.564,0.999344
483,732920,0.966,2.93168
327,335956,0.654,1.343824
409,525556,0.818,2.102224
344,371756,0.688,1.487024
293,269724,0.586,1.078896
463,673452,0.926,2.693808
338,358916,0.676,1.435664
286,257008,0.572,1.028032
477,714868,0.954,2.859472
283,251640,0.566,1.00656
478,717824,0.956,2.871296
404,512784,0.808,2.051136
353,391496,0.706,1.565984
269,227336,0.538,0.909344
203,129488,0.406,0.517952
362,411632,0.724,1.646528
370,430112,0.74,1.720448
287,258796,0.574,1.035184
237,176488,0.474,0.705952
352,389284,0.704,1.557136
325,331864,0.65,1.327456
419,551560,0.838,2.20624
262,215684,0.524,0.862736
418,548920,0.836,2.19568
458,659024,0.916,2.636096
213,142556,0.426,0.570224
435,594504,0.87,2.378016
461,667648,0.922,2.670592
395,490172,0.79,1.960688
375,441788,0.75,1.767152
447,627768,0.894,2.511072
399,500200,0.798,2.0008
480,723804,0.96,2.895216
425,567412,0.85,2.269648
449,633372,0.898,2.533488
305,292288,0.61,1.169152
335,352580,0.67,1.41032
215,145232,0.43,0.580928
