r,C,r_scaled,C_scaled
233,1544.16060505567,0.466,3.08832121011134
133,882.406204335663,0.266,1.76481240867133
263,1741.98398154651,0.526,3.48396796309303
190,1258.73924881839,0.38,2.51747849763678
446,2955.26738624229,0.892,5.91053477248459
154,1019.94530957906,0.308,2.03989061915813
382,2532.30692476151,0.764,5.06461384952302
375,2485.67950776353,0.75,4.97135901552706
96,635.612265096322,0.192,1.27122453019264
193,1278.05295731737,0.386,2.55610591463475
87,577.671139599367,0.174,1.15534227919873
136,901.719912834648,0.272,1.8034398256693
163,1080.22958082653,0.326,2.16045916165305
334,2213.91500577569,0.668,4.42783001155138
201,1332.68037431534,0.402,2.66536074863067
75,498.07315985292,0.15,0.996146319705841
102,676.582827844799,0.204,1.3531656556896
81,536.70057685089,0.162,1.07340115370178
294,1947.80735803737,0.588,3.89561471607473
324,2147.97388027873,0.648,4.29594776055746
319,2115.00331753025,0.638,4.23000663506051
414,2743.7871555019,0.828,5.4875743110038
431,2856.35569799685,0.862,5.71271139599369
215,1425.93520831126,0.43,2.85187041662253
175,1159.82756057297,0.35,2.31965512114594
404,2677.84603000493,0.808,5.35569206000987
412,2730.13030125241,0.824,5.46026060250481
304,2013.74848353432,0.608,4.02749696706863
173,1146.17070632348,0.346,2.29234141264695
125,827.778787337693,0.25,1.65555757467539
468,3100.80649148571,0.936,6.20161298297143
178,1179.14126907195,0.356,2.3582825381439
329,2180.94444302721,0.658,4.36188888605442
495,3281.65930522812,0.99,6.56331861045624
225,1491.87633380821,0.45,2.98375266761642
330,2186.6012972767,0.66,4.3732025945534
54,358.190908859011,0.108,0.716381817718022
383,2537.963779011,0.766,5.075927558022
209,1384.96464556279,0.418,2.76992929112558
258,1709.01341879804,0.516,3.41802683759608
232,1538.50375080618,0.464,3.07700750161235
214,1417.93520831126,0.428,2.83587041662253
301,1994.43477503533,0.602,3.98886955007067
356,2359.4541110191,0.712,4.7189082220382
189,1253.0823945689,0.378,2.5061647891378
434,2875.66940649584,0.868,5.75133881299167
86,569.671139599367,0.172,1.13934227919873
242,1604.44487630312,0.484,3.20888975260625
424,2809.72828099887,0.848,5.61945656199774
70,462.759451353935,0.14,0.925518902707871
131,868.74935008617,0.262,1.73749870017234
122,808.465078838708,0.244,1.61693015767742
84,556.014285349875,0.168,1.11202857069975
60,396.818325856981,0.12,0.793636651713962
407,2697.15973850392,0.814,5.39431947700784
318,2107.00331753025,0.636,4.21400663506051
417,2763.10086400089,0.834,5.52620172800178
160,1060.91587232754,0.32,2.12183174465508
231,1530.50375080618,0.462,3.06100750161235
238,1577.13116780414,0.476,3.15426233560828
110,728.867099092261,0.22,1.45773419818452
467,3095.14963723622,0.934,6.19029927447244
273,1810.26825279397,0.546,3.62053650558794
184,1220.11183182043,0.368,2.44022366364085
389,2578.93434175949,0.778,5.15786868351897
278,1843.23881554245,0.556,3.68647763108489
337,2233.22871427467,0.674,4.46645742854935
415,2749.4440097514,0.83,5.49888801950279
380,2518.65007051201,0.76,5.03730014102403
483,3202.06132548166,0.966,6.40412265096333
492,3260.00245097862,0.984,6.52000490195725
406,2691.50288425443,0.812,5.38300576850886
346,2293.51298552214,0.692,4.58702597104428
248,1643.07229330109,0.496,3.28614458660218
152,1006.28845532957,0.304,2.01257691065914
390,2584.59119600898,0.78,5.16918239201796
267,1769.2976900455,0.534,3.53859538009099
98,649.269119345814,0.196,1.29853823869163
198,1313.36666581635,0.396,2.62673333163271
455,3015.55165748976,0.91,6.03110331497953
91,602.641702347845,0.182,1.20528340469569
124,822.121933088201,0.248,1.6442438661764
266,1763.64083579601,0.532,3.52728167159201
429,2842.69884374735,0.858,5.6853976874947
335,2219.57186002518,0.67,4.43914372005036
165,1093.88643507602,0.33,2.18777287015204
164,1085.88643507602,0.328,2.17177287015204
269,1782.95454429499,0.538,3.56590908858998
462,3062.17907448774,0.924,6.12435814897548
181,1198.45497757093,0.362,2.39690995514187
476,3155.43390848369,0.952,6.31086781696738
51,338.877200360026,0.102,0.677754400720053
298,1975.12106653635,0.596,3.9502421330727
123,814.121933088201,0.246,1.6282438661764
271,1796.61139854448,0.542,3.59322279708896
59,391.161471607488,0.118,0.782322943214977
260,1722.67027304753,0.52,3.44534054609506
376,2491.33636201302,0.752,4.98267272402605
485,3213.37503398065,0.97,6.4267500679613
496,3287.31615947761,0.992,6.57463231895522
397,2631.21861300696,0.794,5.26243722601391
171,1132.51385207399,0.342,2.26502770414797
311,2060.37590053228,0.622,4.12075180106457
441,2922.29682349381,0.882,5.84459364698762
331,2194.6012972767,0.662,4.3892025945534
241,1596.44487630312,0.482,3.19288975260625
80,531.043722601398,0.16,1.0620874452028
348,2307.16983977163,0.696,4.61433967954327
199,1319.02352006585,0.398,2.63804704013169
422,2796.07142674937,0.844,5.59214285349875
288,1909.1799410394,0.576,3.8183598820788
129,855.092495836678,0.258,1.71018499167336
116,769.837661840739,0.232,1.53967532368148
497,3292.9730137271,0.994,6.58594602745421
192,1272.39610306788,0.384,2.54479220613576
296,1961.46421228686,0.592,3.92292842457371
448,2968.92424049179,0.896,5.93784848098358
343,2274.19927702315,0.686,4.54839855404631
398,2636.87546725645,0.796,5.2737509345129
352,2332.14040252011,0.704,4.66428080504022
146,967.661038331602,0.292,1.9353220766632
381,2524.30692476151,0.762,5.04861384952301
487,3227.03188823014,0.974,6.45406377646029
121,802.808224589216,0.242,1.60561644917843
280,1854.55252404143,0.56,3.70910504808286
484,3207.71817973116,0.968,6.41543635946231
494,3273.65930522812,0.988,6.54731861045623
274,1815.92510704346,0.548,3.63185021408693
498,3300.9730137271,0.996,6.60194602745421
466,3089.49278298673,0.932,6.17898556597345
265,1755.64083579601,0.53,3.51128167159201
211,1398.62149981228,0.422,2.79724299962457
94,621.95541084683,0.188,1.24391082169366
162,1074.57272657703,0.324,2.14914545315407
391,2590.24805025847,0.782,5.18049610051694
251,1662.38600180007,0.502,3.32477200360015
56,371.847763108504,0.112,0.743695526217007
205,1357.65093706381,0.41,2.71530187412762
481,3188.40447123217,0.962,6.37680894246434
282,1868.20937829092,0.564,3.73641875658185
471,3122.46334573521,0.942,6.24492669147042
115,761.837661840739,0.23,1.52367532368148
392,2598.24805025847,0.784,5.19649610051694
101,668.582827844799,0.202,1.3371656556896
308,2041.0621920333,0.616,4.0821243840666
169,1121.200143575,0.338,2.24240028715
79,523.043722601398,0.158,1.0460874452028
139,921.033621333633,0.278,1.84206724266727
396,2625.56175875746,0.792,5.25112351751492
443,2935.95367774331,0.886,5.87190735548661
421,2790.41457249988,0.842,5.58082914499976
317,2101.34646328076,0.634,4.20269292656152
475,3147.43390848369,0.95,6.29486781696738
230,1524.84689655668,0.46,3.04969379311337
208,1379.3077913133,0.416,2.7586155826266
55,363.847763108504,0.11,0.727695526217007
345,2285.51298552214,0.69,4.57102597104428
297,1969.46421228686,0.594,3.93892842457371
316,2093.34646328076,0.632,4.18669292656152
435,2883.66940649584,0.87,5.76733881299167
203,1346.33722856483,0.406,2.69267445712965
142,940.347329832617,0.284,1.88069465966523
292,1934.15050378787,0.584,3.86830100757575
180,1192.79812332144,0.36,2.38559624664289
145,962.00418408211,0.29,1.92400836816422
155,1027.94530957906,0.31,2.05589061915813
138,915.37676708414,0.276,1.83075353416828
374,2477.67950776353,0.748,4.95535901552706
191,1266.73924881839,0.382,2.53347849763678
158,1047.25901807805,0.316,2.0945180361561
401,2658.53232150595,0.802,5.31706464301189
400,2650.53232150594,0.8,5.30106464301189
257,1703.35656454855,0.514,3.40671312909709
246,1629.4154390516,0.492,3.2588308781032
249,1651.07229330109,0.498,3.30214458660218
103,682.239682094292,0.206,1.36447936418858
378,2504.99321626252,0.756,5.00998643252504
73,484.416305603428,0.146,0.968832611206856
245,1623.75858480211,0.49,3.24751716960421
104,690.239682094292,0.208,1.38047936418858
314,2082.03275478178,0.628,4.16406550956355
