r,A,r_scaled,A_scaled
285,255046.5,0.57,1.020186
255,203658.3,0.51,0.8146332
375,453937.5,0.75,1.81575
295,272910.4,0.59,1.0916416
340,375468.8,0.68,1.5018752
400,494720,0.8,1.97888
350,375830,0.7,1.50332
485,749897.3,0.97,2.9995892
220,155460.8,0.44,0.6218432
500,780000,1,3.12
355,397230.8,0.71,1.5889232
460,655960,0.92,2.62384
230,166106,0.46,0.664424
440,597062.4,0.88,2.3882496
250,198750,0.5,0.795
360,415756.8,0.72,1.6630272
310,295219.2,0.62,1.1808768
370,436437.2,0.74,1.7457488
235,168988.5,0.47,0.675954
385,470169.7,0.77,1.8806788
450,635040,0.9,2.54016
395,489918.5,0.79,1.959674
480,718848,0.96,2.875392
335,355977.7,0.67,1.4239108
240,181785.6,0.48,0.7271424
420,560246.4,0.84,2.2409856
205,129605.1,0.41,0.5184204
210,138826.8,0.42,0.5553072
455,664136.2,0.91,2.6565448
275,239580,0.55,0.95832
415,535964.2,0.83,2.1438568
245,187037.9,0.49,0.7481516
305,295075.3,0.61,1.1803012
225,156127.5,0.45,0.62451
265,219944.7,0.53,0.8797788
405,517662.9,0.81,2.0706516
475,707560,0.95,2.83024
280,246489.6,0.56,0.9859584
435,604763.1,0.87,2.4190524
410,541282,0.82,2.165128
270,229197.6,0.54,0.9167904
430,577627.6,0.86,2.3105104
100,31400,0.2,0.1256
165,87120,0.33,0.34848
55,9450.1,0.11,0.0378004
145,67364.1,0.29,0.2694564
50,7810,0.1,0.03124
175,96040,0.35,0.38416
185,110478.3,0.37,0.4419132
115,41738.1,0.23,0.1669524
120,44928,0.24,0.179712
155,75630.7,0.31,0.3025228
195,120919.5,0.39,0.483678
190,113354,0.38,0.453416
110,37171.2,0.22,0.1486848
75,18112.5,0.15,0.07245
85,22744.3,0.17,0.0909772
180,100828.8,0.36,0.4033152
95,28085.8,0.19,0.1123432
170,89474.4,0.34,0.3578976
90,24948,0.18,0.099792
65,13198.9,0.13,0.0527956
135,58028.4,0.27,0.2321136
