r,A,r_scaled,A_scaled
270,225406.8,0.54,0.9016272
475,718390,0.95,2.87356
350,384160,0.7,1.53664
250,201750,0.5,0.807
495,754677,0.99,3.018708
430,579846.4,0.86,2.3193856
260,210641.6,0.52,0.8425664
325,328705,0.65,1.31482
305,293586.9,0.61,1.1743476
205,132630.9,0.41,0.5305236
335,343857.4,0.67,1.3754296
395,491790.8,0.79,1.9671632
365,415129.1,0.73,1.6605164
330,339332.4,0.66,1.3573296
450,626940,0.9,2.50776
225,161190,0.45,0.64476
455,655855.2,0.91,2.6234208
255,203918.4,0.51,0.8156736
345,369453.6,0.69,1.4778144
390,481852.8,0.78,1.9274112
470,712181.6,0.94,2.8487264
445,640808.9,0.89,2.5632356
490,751993.2,0.98,3.0079728
265,222753.7,0.53,0.8910148
425,572942.5,0.85,2.29177
235,172081.1,0.47,0.6883244
310,299832,0.62,1.199328
435,590382,0.87,2.361528
215,149953.9,0.43,0.5998156
290,260373.6,0.58,1.0414944
440,604806.4,0.88,2.4192256
315,303231.6,0.63,1.2129264
340,356510.4,0.68,1.4260416
220,150427.2,0.44,0.6017088
480,717004.8,0.96,2.8680192
385,465426.5,0.77,1.861706
360,384652.8,0.72,1.5386112
240,184780.8,0.48,0.7391232
410,530523.6,0.82,2.1220944
355,396726.7,0.71,1.5869068
280,245548.8,0.56,0.9821952
420,540489.6,0.84,2.1619584
190,111765.6,0.38,0.4470624
125,50125,0.25,0.2005
85,22253,0.17,0.089012
55,9692.1,0.11,0.0387684
150,71640,0.3,0.28656
95,28338.5,0.19,0.113354
195,119246.4,0.39,0.4769856
140,61230.4,0.28,0.2449216
100,31520,0.2,0.12608
90,26017.2,0.18,0.1040688
170,93058,0.34,0.372232
160,80384,0.32,0.321536
120,46252.8,0.24,0.1850112
155,78033.2,0.31,0.3121328
75,17572.5,0.15,0.07029
185,104728.5,0.37,0.418914
65,13570.7,0.13,0.0542828
50,7790,0.1,0.03116
80,19532.8,0.16,0.0781312
105,35588.7,0.21,0.1423548
175,96775,0.35,0.3871
