r,A,r_scaled,A_scaled
359,404936,0.718,1.619744
307,296092,0.614,1.184368
204,130768,0.408,0.523072
412,533260,0.824,2.13304
479,720844,0.958,2.883376
265,220620,0.53,0.88248
200,125676,0.4,0.502704
404,512784,0.808,2.051136
327,335956,0.654,1.343824
228,163340,0.456,0.65336
366,420836,0.732,1.683344
426,570148,0.852,2.280592
482,729924,0.964,2.919696
205,132020,0.41,0.52808
208,135948,0.416,0.543792
381,456092,0.762,1.824368
351,387064,0.702,1.548256
437,599964,0.874,2.399856
336,354680,0.672,1.41872
335,352580,0.67,1.41032
466,682216,0.932,2.728864
395,490172,0.79,1.960688
224,157648,0.448,0.630592
483,732920,0.966,2.93168
244,187068,0.488,0.748272
229,164744,0.458,0.658976
370,430112,0.74,1.720448
392,482756,0.784,1.931024
372,434780,0.744,1.73912
485,738956,0.97,2.955824
475,708832,0.95,2.835328
428,575548,0.856,2.302192
477,714868,0.954,2.859472
320,321696,0.64,1.286784
203,129488,0.406,0.517952
319,319704,0.638,1.278816
401,505216,0.802,2.020864
308,298032,0.616,1.192128
216,146604,0.432,0.586416
481,726896,0.962,2.907584
221,153456,0.442,0.613824
355,395956,0.71,1.583824
272,232440,0.544,0.92976
289,262376,0.578,1.049504
387,470552,0.774,1.882208
432,586292,0.864,2.345168
444,619336,0.888,2.477344
476,711828,0.952,2.847312
278,242820,0.556,0.97128
409,525556,0.818,2.102224
491,757396,0.982,3.029584
210,138536,0.42,0.554144
425,567412,0.85,2.269648
254,202744,0.508,0.810976
469,691096,0.938,2.764384
367,423152,0.734,1.692608
325,331864,0.65,1.327456
438,602704,0.876,2.410816
268,225640,0.536,0.90256
390,477880,0.78,1.91152
252,199496,0.504,0.797984
397,495204,0.794,1.980816
468,688028,0.936,2.752112
388,472952,0.776,1.891808
440,608228,0.88,2.432912
418,548920,0.836,2.19568
285,255208,0.57,1.020832
396,492672,0.792,1.970688
243,185520,0.486,0.74208
386,468124,0.772,1.872496
342,367480,0.684,1.46992
363,413996,0.726,1.655984
427,572848,0.854,2.291392
439,605480,0.878,2.42192
274,235912,0.548,0.943648
294,271520,0.588,1.08608
270,229020,0.54,0.91608
461,667648,0.922,2.670592
238,177968,0.476,0.711872
400,502652,0.8,2.010608
373,437112,0.746,1.748448
498,779152,0.996,3.116608
230,166196,0.46,0.664784
326,333868,0.652,1.335472
306,294168,0.612,1.176672
290,264220,0.58,1.05688
209,137208,0.418,0.548832
447,627768,0.894,2.511072
410,528112,0.82,2.112448
301,284644,0.602,1.138576
356,398184,0.712,1.592736
212,141192,0.424,0.564768
