r,A,r_scaled,A_scaled
315,297675,0.63,1.1907
350,387100,0.7,1.5484
290,275848,0.58,1.103392
365,442307,0.73,1.769228
470,715716,0.94,2.862864
335,332186,0.67,1.328744
435,643365,0.87,2.57346
270,247860,0.54,0.99144
305,286517,0.61,1.146068
485,790356,0.97,3.161424
275,242000,0.55,0.968
465,691920,0.93,2.76768
245,187278,0.49,0.749112
405,505197,0.81,2.020788
225,143775,0.45,0.5751
280,241472,0.56,0.965888
415,592454,0.83,2.369816
475,676875,0.95,2.7075
410,537920,0.82,2.15168
445,681206,0.89,2.724824
210,134064,0.42,0.536256
310,303676,0.62,1.214704
430,591680,0.86,2.36672
255,205479,0.51,0.821916
400,518400,0.8,2.0736
490,768320,0.98,3.07328
295,292404,0.59,1.169616
495,705672,0.99,2.822688
300,284400,0.6,1.1376
205,141204,0.41,0.564816
395,518003,0.79,2.072012
345,380880,0.69,1.52352
230,175628,0.46,0.702512
425,570775,0.85,2.2831
215,149769,0.43,0.599076
265,216293,0.53,0.865172
250,197500,0.5,0.79
220,154880,0.44,0.61952
200,129600,0.4,0.5184
260,221728,0.52,0.886912
455,662480,0.91,2.64992
330,344124,0.66,1.376496
160,82944,0.32,0.331776
180,92016,0.36,0.368064
115,37030,0.23,0.14812
95,27436,0.19,0.109744
85,21386,0.17,0.085544
145,67280,0.29,0.26912
55,9438,0.11,0.037752
190,111188,0.38,0.444752
70,15680,0.14,0.06272
105,35280,0.21,0.14112
175,94325,0.35,0.3773
110,39204,0.22,0.156816
50,8200,0.1,0.0328
165,87120,0.33,0.34848
150,61200,0.3,0.2448
170,92480,0.34,0.36992
90,25596,0.18,0.102384
185,101306,0.37,0.405224
135,56862,0.27,0.227448
125,48125,0.25,0.1925
65,13351,0.13,0.053404
