r,A,r_scaled,A_scaled
226,160480,0.452,0.64192
486,742064,0.972,2.968256
264,218964,0.528,0.875856
357,400384,0.714,1.601536
270,229020,0.54,0.91608
348,380496,0.696,1.521984
446,624948,0.892,2.499792
369,427740,0.738,1.71096
344,371756,0.688,1.487024
491,757396,0.982,3.029584
470,694032,0.94,2.776128
392,482756,0.784,1.931024
472,699928,0.944,2.799712
385,465696,0.77,1.862784
374,439408,0.748,1.757632
290,264220,0.58,1.05688
262,215684,0.524,0.862736
454,647572,0.908,2.590288
463,673452,0.926,2.693808
352,389284,0.704,1.557136
409,525556,0.818,2.102224
316,313724,0.632,1.254896
404,512784,0.808,2.051136
456,653248,0.912,2.612992
217,147948,0.434,0.591792
324,329804,0.648,1.319216
222,154780,0.444,0.61912
395,490172,0.79,1.960688
274,235912,0.548,0.943648
411,530740,0.822,2.12296
476,711828,0.952,2.847312
478,717824,0.956,2.871296
349,382660,0.698,1.53064
224,157648,0.448,0.630592
366,420836,0.732,1.683344
213,142556,0.426,0.570224
496,772956,0.992,3.091824
301,284644,0.602,1.138576
499,782268,0.998,3.129072
312,305844,0.624,1.223376
475,708832,0.95,2.835328
243,185520,0.486,0.74208
498,779152,0.996,3.116608
383,460852,0.766,1.843408
391,480280,0.782,1.92112
461,667648,0.922,2.670592
412,533260,0.824,2.13304
453,644680,0.906,2.57872
462,670556,0.924,2.682224
218,149344,0.436,0.597376
429,578212,0.858,2.312848
430,580872,0.86,2.323488
233,170580,0.466,0.68232
321,323708,0.642,1.294832
400,502652,0.8,2.010608
318,317700,0.636,1.2708
459,661916,0.918,2.647664
246,190120,0.492,0.76048
473,702856,0.946,2.811424
427,572848,0.854,2.291392
414,538468,0.828,2.153872
373,437112,0.746,1.748448
458,659024,0.916,2.636096
315,311756,0.63,1.247024
363,413996,0.726,1.655984
314,309784,0.628,1.239136
438,602704,0.876,2.410816
320,321696,0.64,1.286784
450,636160,0.9,2.54464
247,191676,0.494,0.766704
249,194824,0.498,0.779296
239,179412,0.478,0.717648
287,258796,0.574,1.035184
