r,A,r_scaled,A_scaled
470,686557.2,0.94,2.7462288
355,401767.7,0.71,1.6070708
280,244921.6,0.56,0.9796864
320,311296,0.64,1.245184
490,762557.6,0.98,3.0502304
350,388570,0.7,1.55428
455,659167.6,0.91,2.6366704
425,551990,0.85,2.20796
225,160582.5,0.45,0.64233
210,139885.2,0.42,0.5595408
215,142927.7,0.43,0.5717108
465,675486.9,0.93,2.7019476
445,619422.2,0.89,2.4776888
375,441562.5,0.75,1.76625
300,278280,0.6,1.11312
330,347608.8,0.66,1.3904352
295,277783.8,0.59,1.1111352
415,545608.8,0.83,2.1824352
285,258620.4,0.57,1.0344816
205,132630.9,0.41,0.5305236
335,347897.5,0.67,1.39159
390,466034.4,0.78,1.8641376
270,229780.8,0.54,0.9191232
325,329550,0.65,1.3182
480,734515.2,0.96,2.9380608
360,406944,0.72,1.627776
340,360672,0.68,1.442688
250,199500,0.5,0.798
260,206856,0.52,0.827424
310,302138.4,0.62,1.2085536
405,524223.9,0.81,2.0968956
440,608678.4,0.88,2.4347136
400,496000,0.8,1.984
345,371834.1,0.69,1.4873364
380,453416,0.76,1.813664
235,167221.3,0.47,0.6688852
255,208080,0.51,0.83232
395,488670.3,0.79,1.9546812
305,292098.5,0.61,1.168394
365,414596.2,0.73,1.6583848
230,165048,0.46,0.660192
220,153524.8,0.44,0.6140992
70,15621.2,0.14,0.0624848
120,44640,0.24,0.17856
95,29132.7,0.19,0.1165308
135,59559.3,0.27,0.2382372
155,75822.9,0.31,0.3032916
50,7750,0.1,0.031
65,13232.7,0.13,0.0529308
195,118942.2,0.39,0.4757688
130,53336.4,0.26,0.2133456
110,37364.8,0.22,0.1494592
125,49312.5,0.25,0.19725
75,17437.5,0.15,0.06975
185,107603.4,0.37,0.4304136
105,34309.8,0.21,0.1372392
160,80588.8,0.32,0.3223552
200,124960,0.4,0.49984
145,63579.6,0.29,0.2543184
80,20224,0.16,0.080896
100,32400,0.2,0.1296
180,105364.8,0.36,0.4214592
55,9534.8,0.11,0.0381392
