r,A,r_scaled,A_scaled
301,284644,0.602,1.138576
455,650384,0.91,2.601536
259,210764,0.518,0.843056
339,361072,0.678,1.444288
261,214036,0.522,0.856144
491,757396,0.982,3.029584
400,502652,0.8,2.010608
286,257008,0.572,1.028032
333,348372,0.666,1.393488
242,184028,0.484,0.736112
308,298032,0.616,1.192128
214,143868,0.428,0.575472
320,321696,0.64,1.286784
426,570148,0.852,2.280592
208,135948,0.416,0.543792
347,378340,0.694,1.51336
321,323708,0.642,1.294832
244,187068,0.488,0.748272
228,163340,0.456,0.65336
475,708832,0.95,2.835328
482,729924,0.964,2.919696
245,188604,0.49,0.754416
332,346292,0.664,1.385168
469,691096,0.938,2.764384
328,337960,0.656,1.35184
282,249836,0.564,0.999344
256,205892,0.512,0.823568
454,647572,0.908,2.590288
304,290356,0.608,1.161424
250,196364,0.5,0.785456
462,670556,0.924,2.682224
263,217288,0.526,0.869152
204,130768,0.408,0.523072
300,282792,0.6,1.131168
277,241056,0.554,0.964224
257,207544,0.514,0.830176
399,500200,0.798,2.0008
262,215684,0.524,0.862736
403,510212,0.806,2.040848
235,173512,0.47,0.694048
381,456092,0.762,1.824368
408,522928,0.816,2.091712
473,702856,0.946,2.811424
243,185520,0.486,0.74208
355,395956,0.71,1.583824
253,201100,0.506,0.8044
490,754296,0.98,3.017184
463,673452,0.926,2.693808
373,437112,0.746,1.748448
202,128196,0.404,0.512784
316,313724,0.632,1.254896
292,267888,0.584,1.071552
302,286520,0.604,1.14608
445,622156,0.89,2.488624
283,251640,0.566,1.00656
418,548920,0.836,2.19568
404,512784,0.808,2.051136
428,575548,0.856,2.302192
372,434780,0.744,1.73912
370,430112,0.74,1.720448
453,644680,0.906,2.57872
342,367480,0.684,1.46992
405,515320,0.81,2.06128
450,636160,0.9,2.54464
401,505216,0.802,2.020864
380,453668,0.76,1.814672
285,255208,0.57,1.020832
222,154780,0.444,0.61912
210,138536,0.42,0.554144
425,567412,0.85,2.269648
448,630548,0.896,2.522192
213,142556,0.426,0.570224
411,530740,0.822,2.12296
248,193236,0.496,0.772944
412,533260,0.824,2.13304
402,507728,0.804,2.030912
294,271520,0.588,1.08608
383,460852,0.766,1.843408
439,605480,0.878,2.42192
432,586292,0.864,2.345168
247,191676,0.494,0.766704
340,363176,0.68,1.452704
323,327760,0.646,1.31104
205,132020,0.41,0.52808
275,237608,0.55,0.950432
232,169104,0.464,0.676416
344,371756,0.688,1.487024
319,319704,0.638,1.278816
457,656172,0.914,2.624688
240,180960,0.48,0.72384
367,423152,0.734,1.692608
496,772956,0.992,3.091824
334,350520,0.668,1.40208
276,239348,0.552,0.957392
393,485200,0.786,1.9408
223,156264,0.446,0.625056
297,277128,0.594,1.108512
351,387064,0.702,1.548256
268,225640,0.536,0.90256
281,248060,0.562,0.99224
239,179412,0.478,0.717648
