r,A,r_scaled,A_scaled
355,398239,0.71,1.592956
320,315392,0.64,1.261568
330,352836,0.66,1.411344
470,689208,0.94,2.756832
410,470680,0.82,1.88272
275,235950,0.55,0.9438
395,511762,0.79,2.047048
445,665364,0.89,2.661456
280,247744,0.56,0.990976
220,145200,0.44,0.5808
205,134480,0.41,0.53792
210,137592,0.42,0.550368
465,700569,0.93,2.802276
340,379168,0.68,1.516672
375,427500,0.75,1.71
350,382200,0.7,1.5288
425,621350,0.85,2.4854
295,299366,0.59,1.197464
435,628227,0.87,2.512908
450,656100,0.9,2.6244
200,132800,0.4,0.5312
325,312650,0.65,1.2506
390,480636,0.78,1.922544
490,739508,0.98,2.958032
255,200277,0.51,0.801108
335,363609,0.67,1.454436
315,301644,0.63,1.206576
480,774144,0.96,3.096576
245,172872,0.49,0.691488
415,530453,0.83,2.121812
360,414720,0.72,1.65888
455,637637,0.91,2.550548
440,619520,0.88,2.47808
400,524800,0.8,2.0992
345,390402,0.69,1.561608
380,410096,0.76,1.640384
230,175628,0.46,0.702512
250,192500,0.5,0.77
300,262800,0.6,1.0512
305,293959,0.61,1.175836
365,378359,0.73,1.513436
225,155925,0.45,0.6237
70,15876,0.14,0.063504
120,42624,0.24,0.170496
95,27797,0.19,0.111188
135,53217,0.27,0.212868
155,72075,0.31,0.2883
50,8000,0.1,0.032
65,15041,0.13,0.060164
195,118638,0.39,0.474552
130,51376,0.26,0.205504
110,40172,0.22,0.160688
125,50625,0.25,0.2025
75,16425,0.15,0.0657
185,106782,0.37,0.427128
105,31311,0.21,0.125244
160,74752,0.32,0.299008
170,84388,0.34,0.337552
145,67280,0.29,0.26912
80,20736,0.16,0.082944
100,34800,0.2,0.1392
180,97200,0.36,0.3888
55,9317,0.11,0.037268
