r,A,r_scaled,A_scaled
425,561743.75,0.85,2.246975
440,609297.92,0.88,2.43719168
485,738794.68,0.97,2.95517872
310,303099.4,0.62,1.2123976
435,593031.15,0.87,2.3721246
235,174599.36,0.47,0.69839744
480,726312.96,0.96,2.90525184
370,428880.32,0.74,1.71552128
450,636822,0.9,2.547288
365,418060.05,0.73,1.6722402
470,698220.72,0.94,2.79288288
400,501120,0.8,2.00448
260,213805.28,0.52,0.85522112
240,181831.68,0.48,0.72732672
200,125280,0.4,0.50112
315,311447.43,0.63,1.24578972
325,332042.75,0.65,1.328171
215,144000.12,0.43,0.57600048
300,283248,0.6,1.132992
290,264578.6,0.58,1.0583144
415,543679.88,0.83,2.17471952
420,550861.92,0.84,2.20344768
395,488545.48,0.79,1.95418192
295,275068.62,0.59,1.10027448
345,372595.86,0.69,1.49038344
210,139073.76,0.42,0.55629504
460,664339.36,0.92,2.65735744
225,158658.75,0.45,0.634635
270,230509.8,0.54,0.9220392
385,461869.1,0.77,1.8474764
220,151375.84,0.44,0.60550336
280,244702.08,0.56,0.97880832
445,622273.76,0.89,2.48909504
490,751705.08,0.98,3.00682032
340,360440.8,0.68,1.4417632
465,675919.35,0.93,2.7036774
405,513726.3,0.81,2.0549052
355,399297.61,0.71,1.59719044
265,220253.69,0.53,0.88101476
360,407203.2,0.72,1.6288128
380,455726.4,0.76,1.8229056
285,256216.14,0.57,1.02486456
180,101723.04,0.36,0.40689216
150,71001,0.3,0.284004
100,31188,0.2,0.124752
50,7923,0.1,0.031692
135,57547.26,0.27,0.23018904
115,41283.16,0.23,0.16513264
65,13244.53,0.13,0.05297812
75,17523,0.15,0.070092
190,113339.56,0.38,0.45335824
130,53079.52,0.26,0.21231808
140,61865.44,0.28,0.24746176
90,25495.56,0.18,0.10198224
175,97167,0.35,0.388668
55,9477.93,0.11,0.03791172
120,45072,0.24,0.180288
110,37969.8,0.22,0.1518792
80,20170.24,0.16,0.08068096
195,119870.01,0.39,0.47948004
185,108424.8,0.37,0.4336992
85,22700.95,0.17,0.0908038
95,28248.25,0.19,0.112993
