r,C,r_scaled,C_scaled
477,3158.2623356083,0.954,6.3165246712166
342,2263.37084989847,0.684,4.52674169979694
499,3303.80144085169,0.998,6.60760288170337
302,1999.60634791067,0.604,3.99921269582133
155,1025.11688245432,0.31,2.05023376490864
175,1156.99913344823,0.35,2.31399826689645
284,1879.03780541574,0.568,3.75807561083148
412,2727.30187412762,0.824,5.45460374825524
460,3045.69379311339,0.92,6.09138758622678
128,846.607214462439,0.256,1.69321442892488
61,401.989898732234,0.122,0.803979797464469
250,1653.90072042589,0.5,3.30780144085179
156,1030.77373670381,0.312,2.06154747340762
102,673.754400720052,0.204,1.3475088014401
339,2244.05714139949,0.678,4.48811428279898
315,2084.86118190661,0.63,4.16972236381321
385,2548.79220613575,0.77,5.0975844122715
145,959.175756957363,0.29,1.91835151391473
317,2098.5180361561,0.634,4.1970360723122
236,1560.64588642995,0.472,3.12129177285991
233,1541.33217793097,0.466,3.08266435586194
99,654.440692221068,0.198,1.30888138444214
283,1873.38095116625,0.566,3.7467619023325
146,964.832611206856,0.292,1.92966522241371
267,1766.46926292082,0.534,3.53293852584164
89,586.156420973605,0.178,1.17231284194721
421,2787.58614537508,0.842,5.57517229075016
292,1931.3220766632,0.584,3.86264415332641
185,1222.94025894518,0.37,2.44588051789036
121,799.979797464469,0.242,1.59995959492894
357,2362.28253814389,0.714,4.72456507628778
300,1985.94949366117,0.6,3.97189898732235
55,361.019335983757,0.11,0.722038671967514
328,2170.11601590254,0.656,4.34023203180508
343,2271.37084989847,0.686,4.54274169979694
95,627.126983722083,0.19,1.25425396744417
290,1920.00836816422,0.58,3.84001673632844
379,2507.82164338728,0.758,5.01564328677455
374,2474.8510806388,0.748,4.9497021612776
224,1481.04790668351,0.448,2.96209581336701
130,857.920922961424,0.26,1.71584184592285
434,2872.84097937102,0.868,5.74568195874203
368,2436.22366364084,0.736,4.87244732728167
487,3224.20346110525,0.974,6.4484069222105
264,1747.15555442183,0.528,3.49431110884367
345,2282.68455839745,0.69,4.56536911679491
220,1456.07734393503,0.44,2.91215468787006
424,2806.89985387406,0.848,5.61379970774813
279,1846.06724266726,0.558,3.69213448533453
453,2999.06637611542,0.906,5.99813275223085
198,1310.53823869163,0.396,2.62107647738326
90,594.156420973605,0.18,1.18831284194721
235,1554.98903218046,0.47,3.10997806436092
416,2754.6155826266,0.832,5.50923116525321
314,2079.20432765711,0.628,4.15840865531423
443,2933.12525061847,0.886,5.86625050123695
180,1189.9696961967,0.36,2.37993939239341
306,2024.57691065914,0.612,4.04915382131829
259,1714.18499167336,0.518,3.42836998334671
324,2145.14545315407,0.648,4.29029090630813
276,1826.75353416828,0.552,3.65350706833656
115,759.009234715992,0.23,1.51801846943198
472,3125.29177285983,0.944,6.25058354571966
280,1851.72409691676,0.56,3.70344819383351
420,2779.58614537508,0.84,5.55917229075016
451,2985.40952186593,0.902,5.97081904373186
489,3237.86031535474,0.978,6.47572063070948
278,1840.41038841777,0.556,3.68082077683555
454,3007.06637611542,0.908,6.01413275223085
289,1912.00836816422,0.578,3.82401673632844
72,473.587878478681,0.144,0.947175756957363
208,1376.47936418858,0.416,2.75295872837717
435,2880.84097937102,0.87,5.76168195874203
144,951.175756957363,0.288,1.90235151391473
268,1774.46926292082,0.536,3.54893852584164
