r,A,r_scaled,A_scaled
330,340944.12,0.66,1.36377648
410,531196,0.82,2.124784
370,429482.68,0.74,1.71793072
205,131924.88,0.41,0.52769952
415,541957.63,0.83,2.16783052
280,244984.32,0.56,0.97993728
325,330775.25,0.65,1.323101
315,310891.77,0.63,1.24356708
435,592804.08,0.87,2.37121632
235,173207.69,0.47,0.69283076
450,641439,0.9,2.565756
445,622590.6,0.89,2.4903624
385,467620.23,0.77,1.87048092
210,138244.68,0.42,0.55297872
485,744345.99,0.97,2.97738396
400,505664,0.8,2.022656
245,189318.85,0.49,0.7572754
490,766591.28,0.98,3.06636512
275,237220.5,0.55,0.948882
470,698397.44,0.94,2.79358976
375,440718.75,0.75,1.762875
225,159347.25,0.45,0.637389
340,363723.84,0.68,1.45489536
220,152130.88,0.44,0.60852352
230,166359.92,0.46,0.66543968
265,219270.54,0.53,0.87708216
355,396575.47,0.71,1.58630188
305,290610.1,0.61,1.1624404
255,204412.59,0.51,0.81765036
240,181831.68,0.48,0.72732672
350,384748,0.7,1.538992
295,273885.08,0.59,1.09554032
465,681281.73,0.93,2.72512692
270,229430.88,0.54,0.91772352
395,495785.04,0.79,1.98314016
500,789500,1,3.158
390,479784.24,0.78,1.91913696
365,421044.29,0.73,1.68417716
420,551567.52,0.84,2.20627008
260,212020.64,0.52,0.84808256
320,321044.48,0.64,1.28417792
425,569185.5,0.85,2.276742
50,7841,0.1,0.031364
145,66094.19,0.29,0.26437676
200,124768,0.4,0.499072
110,38139.2,0.22,0.1525568
120,45100.8,0.24,0.1804032
130,53133.6,0.26,0.2125344
195,119657.07,0.39,0.47862828
140,61826.24,0.28,0.24730496
80,20029.44,0.16,0.08011776
75,17653.5,0.15,0.070614
65,13310.44,0.13,0.05324176
175,96174.75,0.35,0.384699
70,15531.04,0.14,0.06212416
170,91428.04,0.34,0.36571216
85,22885.91,0.17,0.09154364
150,71109,0.3,0.284436
115,42066.08,0.23,0.16826432
180,101308.32,0.36,0.40523328
105,34270.11,0.21,0.13708044
160,79759.36,0.32,0.31903744
190,113180.72,0.38,0.45272288
