r,A,r_scaled,A_scaled
300,266400,0.6,1.0656
315,317520,0.63,1.27008
440,642752,0.88,2.571008
430,628660,0.86,2.51464
250,202500,0.5,0.81
215,134977,0.43,0.539908
375,455625,0.75,1.8225
400,499200,0.8,1.9968
410,531196,0.82,2.124784
420,599760,0.84,2.39904
455,654199,0.91,2.616796
290,265756,0.58,1.063024
355,383116,0.71,1.532464
445,633680,0.89,2.53472
360,404352,0.72,1.617408
500,790000,1,3.16
240,177408,0.48,0.709632
345,361836,0.69,1.447344
260,200096,0.52,0.800384
230,158700,0.46,0.6348
340,365296,0.68,1.461184
435,544968,0.87,2.179872
245,180075,0.49,0.7203
320,335872,0.64,1.343488
480,728064,0.96,2.912256
475,722000,0.95,2.888
390,395460,0.78,1.58184
280,260288,0.56,1.041152
415,558009,0.83,2.232036
255,205479,0.51,0.821916
310,307520,0.62,1.23008
235,178929,0.47,0.715716
270,239112,0.54,0.956448
405,518319,0.81,2.073276
225,159975,0.45,0.6399
285,256671,0.57,1.026684
460,575552,0.92,2.302208
365,405004,0.73,1.620016
275,254100,0.55,1.0164
380,438976,0.76,1.755904
490,777924,0.98,3.111696
205,124394,0.41,0.497576
165,80586,0.33,0.322344
55,10043,0.11,0.040172
145,61393,0.29,0.245572
50,7200,0.1,0.0288
175,98000,0.35,0.392
185,99937,0.37,0.399748
115,38617,0.23,0.154468
120,43776,0.24,0.175104
155,79763,0.31,0.319052
195,121680,0.39,0.48672
200,110400,0.4,0.4416
110,41140,0.22,0.16456
75,18000,0.15,0.072
85,22831,0.17,0.091324
180,89424,0.36,0.357696
95,28158,0.19,0.112632
170,86700,0.34,0.3468
90,24948,0.18,0.099792
65,12844,0.13,0.051376
135,59778,0.27,0.239112
105,31752,0.21,0.127008
