r,A,r_scaled,A_scaled
360,406218.24,0.72,1.62487296
460,660107.36,0.92,2.64042944
330,341205.48,0.66,1.36482192
385,462402.71,0.77,1.84961084
325,328662.75,0.65,1.314651
305,292358.97,0.61,1.16943588
390,480453.48,0.78,1.92181392
415,541337.62,0.83,2.16535048
270,227856.24,0.54,0.91142496
450,632853,0.9,2.531412
235,173030.97,0.47,0.69212388
290,265285.04,0.58,1.06114016
220,151162.88,0.44,0.60465152
480,720875.52,0.96,2.88350208
300,283608,0.6,1.134432
315,311963.4,0.63,1.2478536
280,243604.48,0.56,0.97441792
240,180011.52,0.48,0.72004608
295,273328.12,0.59,1.09331248
225,158820.75,0.45,0.635283
440,611311.36,0.88,2.44524544
350,385924,0.7,1.543696
275,236645.75,0.55,0.946583
500,789000,1,3.156
430,578884.92,0.86,2.31553968
380,447408.96,0.76,1.78963584
490,754874.4,0.98,3.0194976
445,617838,0.89,2.471352
210,138156.48,0.42,0.55262592
375,439368.75,0.75,1.757475
340,364648.64,0.68,1.45859456
370,431563.56,0.74,1.72625424
400,499648,0.8,1.998592
410,528640.88,0.82,2.11456352
310,301561.8,0.62,1.2062472
345,373643.28,0.69,1.49457312
365,419978.49,0.73,1.67991396
335,352162.05,0.67,1.4086482
425,568535.25,0.85,2.274141
265,219607.62,0.53,0.87843048
405,518712.66,0.81,2.07485064
215,145257.44,0.43,0.58102976
80,20147.2,0.16,0.0805888
190,113382.88,0.38,0.45353152
75,17635.5,0.15,0.070542
180,102215.52,0.36,0.40886208
90,25534.44,0.18,0.10213776
125,49562.5,0.25,0.19825
170,90815.36,0.34,0.36326144
70,15440.88,0.14,0.06176352
115,41494.76,0.23,0.16597904
85,22663.38,0.17,0.09065352
155,75544.21,0.31,0.30217684
135,57605.58,0.27,0.23042232
130,52552.24,0.26,0.21020896
55,9525.12,0.11,0.03810048
110,38434.44,0.22,0.15373776
50,7803,0.1,0.031212
100,31172,0.2,0.124688
185,107562.33,0.37,0.43024932
140,61222.56,0.28,0.24489024
150,70587,0.3,0.282348
105,34936.02,0.21,0.13974408
