r,A,r_scaled,A_scaled
335,368098,0.67,1.472392
210,141120,0.42,0.56448
330,304920,0.66,1.21968
415,544231,0.83,2.176924
310,303676,0.62,1.214704
220,145200,0.44,0.5808
320,360448,0.64,1.441792
350,372400,0.7,1.4896
440,642752,0.88,2.571008
200,128000,0.4,0.512
425,570775,0.85,2.2831
470,715716,0.94,2.862864
305,308843,0.61,1.235372
345,409446,0.69,1.637784
420,613872,0.84,2.455488
230,158700,0.46,0.6348
445,649522,0.89,2.598088
485,762129,0.97,3.048516
480,755712,0.96,3.022848
450,607500,0.9,2.43
375,433125,0.75,1.7325
340,365296,0.68,1.461184
390,468468,0.78,1.873872
475,703950,0.95,2.8158
410,504300,0.82,2.0172
395,536726,0.79,2.146904
365,399675,0.73,1.5987
435,628227,0.87,2.512908
270,224532,0.54,0.898128
235,183347,0.47,0.733388
245,192080,0.49,0.76832
275,226875,0.55,0.9075
260,227136,0.52,0.908544
460,677120,0.92,2.70848
500,750000,1,3
280,254016,0.56,1.016064
380,473632,0.76,1.894528
430,621264,0.86,2.485056
465,648675,0.93,2.5947
315,297675,0.63,1.1907
240,182016,0.48,0.728064
300,291600,0.6,1.1664
175,98000,0.35,0.392
110,41140,0.22,0.16456
190,105412,0.38,0.421648
140,61936,0.28,0.247744
185,110889,0.37,0.443556
70,15876,0.14,0.063504
75,17550,0.15,0.0702
90,26244,0.18,0.104976
180,99792,0.36,0.399168
50,7800,0.1,0.0312
170,86700,0.34,0.3468
145,66439,0.29,0.265756
105,33516,0.21,0.134064
125,50000,0.25,0.2
95,28158,0.19,0.112632
100,33200,0.2,0.1328
55,9196,0.11,0.036784
135,56862,0.27,0.227448
115,42320,0.23,0.16928
155,82646,0.31,0.330584
65,14196,0.13,0.056784
