r,A,r_scaled,A_scaled
360,406080,0.72,1.62432
460,648906.666666667,0.92,2.59562666666667
330,341220,0.66,1.36488
385,450604,0.77,1.802416
325,329550,0.65,1.3182
305,312564,0.61,1.250256
390,466440,0.78,1.86576
415,502897,0.83,2.011588
270,242028,0.54,0.968112
450,612900,0.9,2.4516
235,170093,0.47,0.680372
290,274726.666666667,0.58,1.09890666666667
220,152298.666666667,0.44,0.609194666666667
480,734208,0.96,2.936832
300,273600,0.6,1.0944
315,304290,0.63,1.21716
280,242517.333333333,0.56,0.970069333333333
240,174336,0.48,0.697344
295,285442,0.59,1.141768
225,157950,0.45,0.6318
440,578218.666666667,0.88,2.31287466666667
350,390366.666666667,0.7,1.56146666666667
275,236958.333333333,0.55,0.947833333333333
500,780000,1,3.12
430,562096,0.86,2.248384
380,446677.333333333,0.76,1.78670933333333
490,768320,0.98,3.07328
445,607276.666666667,0.89,2.42910666666667
210,131712,0.42,0.526848
375,466875,0.75,1.8675
340,363754.666666667,0.68,1.45501866666667
370,416176,0.74,1.664704
400,492800,0.8,1.9712
410,526713.333333333,0.82,2.10685333333333
310,292144,0.62,1.168576
345,393576,0.69,1.574304
365,442307,0.73,1.769228
335,333682.333333333,0.67,1.33472933333333
425,578000,0.85,2.312
265,209738.666666667,0.53,0.838954666666667
405,496449,0.81,1.985796
215,147303.666666667,0.43,0.589214666666667
80,20309.3333333333,0.16,0.0812373333333333
190,116964,0.38,0.467856
75,17700,0.15,0.0708
180,103248,0.36,0.412992
90,25920,0.18,0.10368
125,50625,0.25,0.2025
170,89012,0.34,0.356048
70,15222.6666666667,0.14,0.0608906666666667
115,43730.6666666667,0.23,0.174922666666667
85,22349.3333333333,0.17,0.0893973333333333
155,75278.3333333333,0.31,0.301113333333333
135,58320,0.27,0.23328
130,53629.3333333333,0.26,0.214517333333333
55,9559,0.11,0.038236
110,39365.3333333333,0.22,0.157461333333333
50,7800,0.1,0.0312
100,29866.6666666667,0.2,0.119466666666667
185,112714.333333333,0.37,0.450857333333333
140,61674.6666666667,0.28,0.246698666666667
150,72000,0.3,0.288
105,35133,0.21,0.140532
