r,A,r_scaled,A_scaled
270,224532,0.54,0.898128
475,712975,0.95,2.8519
350,357700,0.7,1.4308
250,210000,0.5,0.84
495,833085,0.99,3.33234
430,576888,0.86,2.307552
260,219024,0.52,0.876096
325,321100,0.65,1.2844
305,275354,0.61,1.101416
205,131118,0.41,0.524472
335,350142,0.67,1.400568
395,536726,0.79,2.146904
365,436978,0.73,1.747912
330,322344,0.66,1.289376
450,656100,0.9,2.6244
225,170100,0.45,0.6804
455,637637,0.91,2.550548
255,197676,0.51,0.790704
345,371358,0.69,1.485432
390,468468,0.78,1.873872
470,715716,0.94,2.862864
445,617838,0.89,2.471352
490,739508,0.98,2.958032
265,202248,0.53,0.808992
425,570775,0.85,2.2831
235,159048,0.47,0.636192
310,288300,0.62,1.1532
435,529830,0.87,2.11932
215,144222,0.43,0.576888
290,282576,0.58,1.130304
440,580800,0.88,2.3232
315,261954,0.63,1.047816
340,328304,0.68,1.313216
220,141328,0.44,0.565312
480,737280,0.96,2.94912
385,486178,0.77,1.944712
360,368064,0.72,1.472256
240,188928,0.48,0.755712
410,558092,0.82,2.232368
355,367993,0.71,1.471972
280,260288,0.56,1.041152
420,543312,0.84,2.173248
190,115520,0.38,0.46208
125,51250,0.25,0.205
85,21675,0.17,0.0867
55,9075,0.11,0.0363
150,74700,0.3,0.2988
95,27797,0.19,0.111188
195,120159,0.39,0.480636
140,63504,0.28,0.254016
100,34800,0.2,0.1392
90,25920,0.18,0.10368
170,92480,0.34,0.36992
160,71680,0.32,0.28672
120,39168,0.24,0.156672
155,73036,0.31,0.292144
75,17325,0.15,0.0693
185,106782,0.37,0.427128
65,13689,0.13,0.054756
50,8100,0.1,0.0324
80,20224,0.16,0.080896
105,37044,0.21,0.148176
175,94325,0.35,0.3773
