r,A,r_scaled,A_scaled
370,432604,0.74,1.730416
430,628660,0.86,2.51464
355,383116,0.71,1.532464
415,530453,0.83,2.121812
465,726516,0.93,2.906064
245,168070,0.49,0.67228
385,450604,0.77,1.802416
410,490852,0.82,1.963408
340,314432,0.68,1.257728
450,623700,0.9,2.4948
270,218700,0.54,0.8748
295,274999,0.59,1.099996
440,619520,0.88,2.47808
310,307520,0.62,1.23008
285,253422,0.57,1.013688
280,263424,0.56,1.053696
375,416250,0.75,1.665
290,255664,0.58,1.022656
485,743311,0.97,2.973244
460,651728,0.92,2.606912
405,505197,0.81,2.020788
360,378432,0.72,1.513728
390,504972,0.78,2.019888
420,571536,0.84,2.286144
260,224432,0.52,0.897728
490,749112,0.98,2.996448
380,473632,0.76,1.894528
225,147825,0.45,0.5913
500,780000,1,3.12
445,625759,0.89,2.503036
480,764928,0.96,3.059712
250,187500,0.5,0.75
205,146247,0.41,0.584988
240,161280,0.48,0.64512
475,703950,0.95,2.8158
255,213282,0.51,0.853128
305,301401,0.61,1.205604
230,173512,0.46,0.694048
300,255600,0.6,1.0224
210,141120,0.42,0.56448
200,126400,0.4,0.5056
365,394346,0.73,1.577384
195,112554,0.39,0.450216
155,73997,0.31,0.295988
85,24565,0.17,0.09826
135,54675,0.27,0.2187
190,118408,0.38,0.473632
75,17550,0.15,0.0702
70,15680,0.14,0.06272
55,9680,0.11,0.03872
50,7700,0.1,0.0308
100,31200,0.2,0.1248
95,28880,0.19,0.11552
125,46875,0.25,0.1875
140,61936,0.28,0.247744
130,51376,0.26,0.205504
105,33075,0.21,0.1323
80,18944,0.16,0.075776
120,41472,0.24,0.165888
110,38236,0.22,0.152944
180,103680,0.36,0.41472
65,12337,0.13,0.049348
170,85544,0.34,0.342176
