r,C,r_scaled,C_scaled
50,330.877200360026,0.1,0.661754400720053
200,1324.68037431534,0.4,2.64936074863068
463,3067.83592873723,0.926,6.13567185747447
390,2584.59119600898,0.78,5.16918239201796
394,2611.90490450797,0.788,5.22380980901594
384,2545.963779011,0.768,5.09192755802201
275,1821.58196129296,0.55,3.64316392258591
69,457.102597104443,0.138,0.914205194208886
414,2743.7871555019,0.828,5.4875743110038
323,2139.97388027873,0.646,4.27994776055746
103,682.239682094292,0.206,1.36447936418858
307,2035.40533778381,0.614,4.07081067556762
228,1511.19004230719,0.456,3.02238008461439
451,2988.23794899078,0.902,5.97647589798155
476,3155.43390848369,0.952,6.31086781696738
284,1881.86623254041,0.568,3.76373246508083
363,2406.08152801707,0.726,4.81216305603415
231,1530.50375080618,0.462,3.06100750161235
120,794.808224589216,0.24,1.58961644917843
238,1577.13116780414,0.476,3.15426233560828
292,1934.15050378787,0.584,3.86830100757575
353,2340.14040252011,0.706,4.68028080504023
227,1505.5331880577,0.454,3.0110663761154
367,2433.39523651606,0.734,4.86679047303213
415,2749.4440097514,0.83,5.49888801950279
154,1019.94530957906,0.308,2.03989061915813
57,377.504617357996,0.114,0.755009234715992
150,994.974746830587,0.3,1.98994949366117
382,2532.30692476151,0.764,5.06461384952302
333,2205.91500577569,0.666,4.41183001155137
100,662.925973595307,0.2,1.32585194719061
298,1975.12106653635,0.596,3.9502421330727
473,3133.7770542342,0.946,6.26755410846839
372,2466.36579926454,0.744,4.93273159852909
203,1346.33722856483,0.406,2.69267445712965
67,443.445742854951,0.134,0.886891485709901
364,2411.73838226657,0.728,4.82347676453313
462,3062.17907448774,0.924,6.12435814897548
248,1643.07229330109,0.496,3.28614458660218
61,404.818325856981,0.122,0.809636651713962
417,2763.10086400089,0.834,5.52620172800178
277,1835.23881554245,0.554,3.67047763108489
421,2790.41457249988,0.842,5.58082914499976
88,583.32799384886,0.176,1.16665598769772
420,2782.41457249988,0.84,5.56482914499976
208,1379.3077913133,0.416,2.7586155826266
406,2691.50288425443,0.812,5.38300576850886
319,2115.00331753025,0.638,4.23000663506051
479,3174.74761698268,0.958,6.34949523396535
184,1220.11183182043,0.368,2.44022366364085
348,2307.16983977163,0.696,4.61433967954327
381,2524.30692476151,0.762,5.04861384952301
343,2274.19927702315,0.686,4.54839855404631
153,1014.28845532957,0.306,2.02857691065914
156,1033.60216382856,0.312,2.06720432765711
309,2046.71904628279,0.618,4.09343809256559
243,1610.10173055262,0.486,3.22020346110523
204,1351.99408281432,0.408,2.70398816562864
437,2897.32626074533,0.874,5.79465252149066
54,358.190908859011,0.108,0.716381817718022
481,3188.40447123217,0.962,6.37680894246434
329,2180.94444302721,0.658,4.36188888605442
77,509.386868351905,0.154,1.01877373670381
469,3108.80649148571,0.938,6.21761298297143
443,2935.95367774331,0.886,5.87190735548661
376,2491.33636201302,0.752,4.98267272402605
378,2504.99321626252,0.756,5.00998643252504
232,1538.50375080618,0.464,3.07700750161235
460,3048.52222023825,0.92,6.09704444047649
392,2598.24805025847,0.784,5.19649610051694
466,3089.49278298673,0.932,6.17898556597345
438,2902.98311499482,0.876,5.80596622998965
74,490.07315985292,0.148,0.980146319705841
487,3227.03188823014,0.974,6.45406377646029
110,728.867099092261,0.22,1.45773419818452
224,1483.87633380821,0.448,2.96775266761642
75,498.07315985292,0.15,0.996146319705841
282,1868.20937829092,0.564,3.73641875658185
53,350.190908859011,0.106,0.700381817718022
135,893.719912834648,0.27,1.7874398256693
95,629.95541084683,0.19,1.25991082169366
266,1763.64083579601,0.532,3.52728167159201
428,2837.04198949786,0.856,5.67408397899572
183,1212.11183182043,0.366,2.42422366364085
170,1126.85699782449,0.34,2.25371399564899
151,1000.63160108008,0.302,2.00126320216016
397,2631.21861300696,0.794,5.26243722601391
270,1788.61139854448,0.54,3.57722279708896
251,1662.38600180007,0.502,3.32477200360015
494,3273.65930522812,0.988,6.54731861045623
489,3240.68874247964,0.978,6.48137748495927
78,517.386868351905,0.156,1.03477373670381
338,2241.22871427467,0.676,4.48245742854935
172,1140.51385207398,0.344,2.28102770414797
349,2312.82669402113,0.698,4.62565338804225
276,1829.58196129296,0.552,3.65916392258591
499,3306.6298679766,0.998,6.61325973595319
207,1371.3077913133,0.414,2.7426155826266
237,1571.47431355465,0.474,3.1429486271093
161,1066.57272657703,0.322,2.13314545315407
73,484.416305603428,0.146,0.968832611206856
68,451.445742854951,0.136,0.902891485709901
455,3015.55165748976,0.91,6.03110331497953
295,1955.80735803737,0.59,3.91161471607473
389,2578.93434175949,0.778,5.15786868351897
121,802.808224589216,0.242,1.60561644917843
393,2603.90490450797,0.786,5.20780980901593
125,827.778787337693,0.25,1.65555757467539
152,1006.28845532957,0.304,2.01257691065914
209,1384.96464556279,0.418,2.76992929112558
435,2883.66940649584,0.87,5.76733881299167
155,1027.94530957906,0.31,2.05589061915813
459,3042.86536598875,0.918,6.0857307319775
327,2167.28758877772,0.654,4.33457517755543
133,882.406204335663,0.266,1.76481240867133
58,385.504617357996,0.116,0.771009234715992
215,1425.93520831126,0.43,2.85187041662253
388,2570.93434175948,0.776,5.14186868351897
411,2724.47344700291,0.822,5.44894689400583
253,1676.04285604956,0.506,3.35208571209913
402,2664.18917575544,0.804,5.32837835151088
475,3147.43390848369,0.95,6.29486781696738
111,734.523953341754,0.222,1.46904790668351
274,1815.92510704346,0.548,3.63185021408693
267,1769.2976900455,0.534,3.53859538009099
351,2326.48354827062,0.702,4.65296709654124
131,868.74935008617,0.262,1.73749870017234
302,2002.43477503533,0.604,4.00486955007067
385,2551.6206332605,0.77,5.10324126652099
412,2730.13030125241,0.824,5.46026060250481
91,602.641702347845,0.182,1.20528340469569
146,967.661038331602,0.292,1.9353220766632
158,1047.25901807805,0.316,2.0945180361561
168,1113.200143575,0.336,2.22640028715
429,2842.69884374735,0.858,5.6853976874947
246,1629.4154390516,0.492,3.2588308781032
166,1099.54328932551,0.332,2.19908657865102
285,1889.86623254041,0.57,3.77973246508083
176,1165.48441482246,0.352,2.33096882964492
101,668.582827844799,0.202,1.3371656556896
196,1299.70981156686,0.392,2.59941962313373
249,1651.07229330109,0.498,3.30214458660218
425,2817.72828099887,0.85,5.63545656199774
331,2194.6012972767,0.662,4.3892025945534
94,621.95541084683,0.188,1.24391082169366
294,1947.80735803737,0.588,3.89561471607473
185,1225.76868606992,0.37,2.45153737213983
452,2996.23794899078,0.904,5.99247589798155
210,1390.62149981228,0.42,2.78124299962457
306,2027.40533778381,0.612,4.05481067556762
391,2590.24805025847,0.782,5.18049610051694
395,2617.56175875746,0.79,5.23512351751492
108,715.210244842769,0.216,1.43042048968554
433,2870.01255224634,0.866,5.74002510449268
143,948.347329832617,0.286,1.89669465966523
291,1928.49364953838,0.582,3.85698729907676
444,2941.6105319928,0.888,5.8832210639856
370,2452.70894501505,0.74,4.9054178900301
229,1516.84689655669,0.458,3.03369379311337
113,748.180807591246,0.226,1.49636161518249
56,371.847763108504,0.112,0.743695526217007
287,1901.1799410394,0.574,3.8023598820788
383,2537.963779011,0.766,5.075927558022
404,2677.84603000493,0.808,5.35569206000987
142,940.347329832617,0.284,1.88069465966523
322,2134.31702602924,0.644,4.26863405205848
230,1524.84689655668,0.46,3.04969379311337
178,1179.14126907195,0.356,2.3582825381439
283,1876.20937829092,0.566,3.75241875658184
181,1198.45497757093,0.362,2.39690995514187
159,1052.91587232754,0.318,2.10583174465508
126,835.778787337693,0.252,1.67155757467539
375,2485.67950776353,0.75,4.97135901552706
187,1239.42554031941,0.374,2.47885108063882
316,2093.34646328076,0.632,4.18669292656152
99,657.269119345814,0.198,1.31453823869163
478,3166.74761698268,0.956,6.33349523396535
223,1478.21947955872,0.446,2.95643895911744
377,2499.33636201303,0.754,4.99867272402605
398,2636.87546725645,0.796,5.2737509345129
497,3292.9730137271,0.994,6.58594602745421
175,1159.82756057297,0.35,2.31965512114594
123,814.121933088201,0.246,1.6282438661764
335,2219.57186002518,0.67,4.43914372005036
160,1060.91587232754,0.32,2.12183174465508
213,1412.27835406177,0.426,2.82455670812355
493,3268.00245097862,0.986,6.53600490195725
272,1802.26825279397,0.544,3.60453650558794
486,3221.37503398065,0.972,6.4427500679613
233,1544.16060505567,0.466,3.08832121011134
62,410.475180106473,0.124,0.820950360212947
144,954.00418408211,0.288,1.90800836816422
261,1730.67027304753,0.522,3.46134054609506
140,926.690475583125,0.28,1.85338095116625
436,2889.32626074533,0.872,5.77865252149066
347,2299.16983977163,0.694,4.59833967954326
212,1404.27835406177,0.424,2.80855670812355
130,860.74935008617,0.26,1.72149870017234
484,3207.71817973116,0.968,6.41543635946231
127,841.435641587186,0.254,1.68287128317437
373,2472.02265351404,0.746,4.94404530702807
350,2318.48354827062,0.7,4.63696709654124
278,1843.23881554245,0.556,3.68647763108489
139,921.033621333633,0.278,1.84206724266727
214,1417.93520831126,0.428,2.83587041662253
492,3260.00245097862,0.984,6.52000490195725
468,3100.80649148571,0.936,6.20161298297143
221,1464.56262530923,0.442,2.92912525061846
305,2021.74848353432,0.61,4.04349696706863
104,690.239682094292,0.208,1.38047936418858
279,1848.89566979194,0.558,3.69779133958388
474,3141.7770542342,0.948,6.28355410846839
318,2107.00331753025,0.636,4.21400663506051
465,3081.49278298673,0.93,6.16298556597345
358,2373.11096526859,0.716,4.74622193053719
93,616.298556597337,0.186,1.23259711319467
114,756.180807591246,0.228,1.51236161518249
403,2669.84603000493,0.806,5.33969206000986
445,2949.6105319928,0.89,5.8992210639856
163,1080.22958082653,0.326,2.16045916165305
498,3300.9730137271,0.996,6.60194602745421
461,3054.17907448774,0.922,6.10835814897548
356,2359.4541110191,0.712,4.7189082220382
66,437.788888605458,0.132,0.875577777210916
405,2683.50288425443,0.81,5.36700576850885
408,2702.81659275342,0.816,5.40563318550683
477,3161.09076273318,0.954,6.32218152546637
198,1313.36666581635,0.396,2.62673333163271
355,2353.79725676961,0.71,4.70759451353921
304,2013.74848353432,0.608,4.02749696706863
174,1154.17070632348,0.348,2.30834141264695
116,769.837661840739,0.232,1.53967532368148
439,2908.63996924432,0.878,5.81727993848863
112,742.523953341754,0.224,1.48504790668351
458,3034.86536598875,0.916,6.0697307319775
256,1697.69971029906,0.512,3.39539942059811
396,2625.56175875746,0.792,5.25112351751492
216,1431.59206256076,0.432,2.86318412512151
495,3281.65930522812,0.99,6.56331861045624
255,1689.69971029906,0.51,3.37939942059811
312,2068.37590053228,0.624,4.13675180106457
311,2060.37590053228,0.622,4.12075180106457
254,1684.04285604956,0.508,3.36808571209913
346,2293.51298552214,0.692,4.58702597104428
59,391.161471607488,0.118,0.782322943214977
118,781.151370339723,0.236,1.56230274067945
280,1854.55252404143,0.56,3.70910504808286
235,1557.81745930516,0.47,3.11563491861032
432,2862.01255224634,0.864,5.72402510449268
424,2809.72828099887,0.848,5.61945656199774
342,2266.19927702315,0.684,4.53239855404631
141,934.690475583125,0.282,1.86938095116625
225,1491.87633380821,0.45,2.98375266761642
169,1121.200143575,0.338,2.24240028715
217,1437.24891681025,0.434,2.87449783362049
321,2126.31702602924,0.642,4.25263405205848
325,2153.63073452822,0.65,4.30726146905645
201,1332.68037431534,0.402,2.66536074863067
86,569.671139599367,0.172,1.13934227919873
76,503.730014102413,0.152,1.00746002820483
480,3180.40447123217,0.96,6.36080894246434
179,1187.14126907195,0.358,2.3742825381439
366,2425.39523651606,0.732,4.85079047303212
115,761.837661840739,0.23,1.52367532368148
471,3122.46334573521,0.942,6.24492669147042
271,1796.61139854448,0.542,3.59322279708896
456,3021.20851173926,0.912,6.04241702347852
401,2658.53232150595,0.802,5.31706464301189
332,2200.25815152619,0.664,4.40051630305239
314,2082.03275478178,0.628,4.16406550956355
380,2518.65007051201,0.76,5.03730014102403
470,3114.46334573521,0.94,6.22892669147042
365,2419.73838226657,0.73,4.83947676453314
310,2054.71904628279,0.62,4.10943809256559
320,2120.66017177975,0.64,4.24132034355949
361,2392.42467376758,0.722,4.78484934753516
337,2233.22871427467,0.674,4.46645742854935
447,2963.2673862423,0.894,5.92653477248459
234,1549.81745930516,0.468,3.09963491861032
148,981.317892581095,0.296,1.96263578516219
464,3075.83592873723,0.928,6.15167185747447
252,1670.38600180007,0.504,3.34077200360015
90,596.984848098352,0.18,1.1939696961967
334,2213.91500577569,0.668,4.42783001155138
422,2796.07142674937,0.844,5.59214285349875
92,610.641702347845,0.184,1.22128340469569
84,556.014285349875,0.168,1.11202857069975
145,962.00418408211,0.29,1.92400836816422
345,2285.51298552214,0.69,4.57102597104428
409,2710.81659275342,0.818,5.42163318550683
299,1980.77792078584,0.598,3.96155584157168
360,2386.76781951809,0.72,4.77353563903617
52,344.534054609519,0.104,0.689068109219037
265,1755.64083579601,0.53,3.51128167159201
288,1909.1799410394,0.576,3.8183598820788
449,2974.58109474128,0.898,5.94916218948256
136,901.719912834648,0.272,1.8034398256693
105,695.896536343784,0.21,1.39179307268757
379,2510.65007051201,0.758,5.02130014102402
259,1717.01341879804,0.518,3.43402683759608
239,1582.78802205363,0.478,3.16557604410727
362,2398.08152801707,0.724,4.79616305603415
191,1266.73924881839,0.382,2.53347849763678
129,855.092495836678,0.258,1.71018499167336
281,1862.55252404143,0.562,3.72510504808286
352,2332.14040252011,0.704,4.66428080504022
206,1365.65093706381,0.412,2.73130187412762
300,1988.77792078584,0.6,3.97755584157168
450,2982.58109474128,0.9,5.96516218948257
441,2922.29682349381,0.882,5.84459364698762
303,2008.09162928482,0.606,4.01618325856965
258,1709.01341879804,0.516,3.41802683759608
410,2716.47344700291,0.82,5.43294689400582
96,635.612265096322,0.192,1.27122453019264
313,2074.03275478178,0.626,4.14806550956355
