r,A,r_scaled,A_scaled
211,139916,0.422,0.559664
213,142556,0.426,0.570224
447,627768,0.894,2.511072
353,391496,0.706,1.565984
299,280908,0.598,1.123632
210,138536,0.42,0.554144
270,229020,0.54,0.91608
227,161892,0.454,0.647568
254,202744,0.508,0.810976
366,420836,0.732,1.683344
330,342140,0.66,1.36856
298,279004,0.596,1.116016
336,354680,0.672,1.41872
389,475452,0.778,1.901808
329,340076,0.658,1.360304
234,171988,0.468,0.687952
477,714868,0.954,2.859472
242,184028,0.484,0.736112
395,490172,0.79,1.960688
473,702856,0.946,2.811424
427,572848,0.854,2.291392
339,361072,0.678,1.444288
350,384852,0.7,1.539408
278,242820,0.556,0.97128
324,329804,0.648,1.319216
247,191676,0.494,0.766704
391,480280,0.782,1.92112
289,262376,0.578,1.049504
200,125676,0.4,0.502704
341,365284,0.682,1.461136
362,411632,0.724,1.646528
233,170580,0.466,0.68232
448,630548,0.896,2.522192
467,685144,0.934,2.740576
369,427740,0.738,1.71096
236,175004,0.472,0.700016
459,661916,0.918,2.647664
259,210764,0.518,0.843056
428,575548,0.856,2.302192
480,723804,0.96,2.895216
379,451224,0.758,1.804896
237,176488,0.474,0.705952
262,215684,0.524,0.862736
203,129488,0.406,0.517952
449,633372,0.898,2.533488
456,653248,0.912,2.612992
376,444160,0.752,1.77664
245,188604,0.49,0.754416
302,286520,0.604,1.14608
212,141192,0.424,0.564768
483,732920,0.966,2.93168
304,290356,0.608,1.161424
422,559488,0.844,2.237952
446,624948,0.892,2.499792
268,225640,0.536,0.90256
357,400384,0.714,1.601536
420,554148,0.84,2.216592
224,157648,0.448,0.630592
445,622156,0.89,2.488624
216,146604,0.432,0.586416
400,502652,0.8,2.010608
378,448884,0.756,1.795536
372,434780,0.744,1.73912
257,207544,0.514,0.830176
253,201100,0.506,0.8044
293,269724,0.586,1.078896
388,472952,0.776,1.891808
225,159068,0.45,0.636272
228,163340,0.456,0.65336
300,282792,0.6,1.131168
285,255208,0.57,1.020832
283,251640,0.566,1.00656
495,769848,0.99,3.079392
363,413996,0.726,1.655984
413,535856,0.826,2.143424
246,190120,0.492,0.76048
274,235912,0.548,0.943648
287,258796,0.574,1.035184
231,167652,0.462,0.670608
402,507728,0.804,2.030912
294,271520,0.588,1.08608
271,230720,0.542,0.92288
462,670556,0.924,2.682224
450,636160,0.9,2.54464
478,717824,0.956,2.871296
240,180960,0.48,0.72384
457,656172,0.914,2.624688
406,517892,0.812,2.071568
475,708832,0.95,2.835328
438,602704,0.876,2.410816
280,246288,0.56,0.985152
258,209128,0.516,0.836512
429,578212,0.858,2.312848
269,227336,0.538,0.909344
421,556856,0.842,2.227424
355,395956,0.71,1.583824
249,194824,0.498,0.779296
407,520408,0.814,2.081632
328,337960,0.656,1.35184
239,179412,0.478,0.717648
256,205892,0.512,0.823568
496,772956,0.992,3.091824
319,319704,0.638,1.278816
479,720844,0.958,2.883376
431,583644,0.862,2.334576
425,567412,0.85,2.269648
340,363176,0.68,1.452704
331,344184,0.662,1.376736
387,470552,0.774,1.882208
321,323708,0.642,1.294832
310,301916,0.62,1.207664
390,477880,0.78,1.91152
206,133344,0.412,0.533376
248,193236,0.496,0.772944
484,735968,0.968,2.943872
367,423152,0.734,1.692608
397,495204,0.794,1.980816
346,376148,0.692,1.504592
282,249836,0.564,0.999344
316,313724,0.632,1.254896
444,619336,0.888,2.477344
265,220620,0.53,0.88248
443,616532,0.886,2.466128
464,676408,0.928,2.705632
306,294168,0.612,1.176672
489,751208,0.978,3.004832
201,126928,0.402,0.507712
312,305844,0.624,1.223376
432,586292,0.864,2.345168
392,482756,0.784,1.931024
226,160480,0.452,0.64192
326,333868,0.652,1.335472
303,288408,0.606,1.153632
261,214036,0.522,0.856144
297,277128,0.594,1.108512
305,292288,0.61,1.169152
204,130768,0.408,0.523072
439,605480,0.878,2.42192
380,453668,0.76,1.814672
348,380496,0.696,1.521984
263,217288,0.526,0.869152
471,696972,0.942,2.787888
393,485200,0.786,1.9408
468,688028,0.936,2.752112
436,597264,0.872,2.389056
474,705868,0.948,2.823472
208,135948,0.416,0.543792
401,505216,0.802,2.020864
291,266064,0.582,1.064256
313,307788,0.626,1.231152
497,775996,0.994,3.103984
307,296092,0.614,1.184368
315,311756,0.63,1.247024
434,591732,0.868,2.366928
377,446548,0.754,1.786192
244,187068,0.488,0.748272
360,407188,0.72,1.628752
334,350520,0.668,1.40208
433,589016,0.866,2.356064
281,248060,0.562,0.99224
370,430112,0.74,1.720448
493,763556,0.986,3.054224
337,356792,0.674,1.427168
361,409404,0.722,1.637616
338,358916,0.676,1.435664
220,152088,0.44,0.608352
490,754296,0.98,3.017184
498,779152,0.996,3.116608
488,748172,0.976,2.992688
308,298032,0.616,1.192128
491,757396,0.982,3.029584
214,143868,0.428,0.575472
335,352580,0.67,1.41032
426,570148,0.852,2.280592
356,398184,0.712,1.592736
415,541060,0.83,2.16424
481,726896,0.962,2.907584
465,679356,0.93,2.717424
386,468124,0.772,1.872496
276,239348,0.552,0.957392
500,785456,1,3.141824
419,551560,0.838,2.20624
417,546292,0.834,2.185168
375,441788,0.75,1.767152
364,416284,0.728,1.665136
207,134624,0.414,0.538496
215,145232,0.43,0.580928
241,182512,0.482,0.730048
403,510212,0.806,2.040848
251,197916,0.502,0.791664
279,244580,0.558,0.97832
384,463304,0.768,1.853216
469,691096,0.938,2.764384
286,257008,0.572,1.028032
219,150692,0.438,0.602768
267,223996,0.534,0.895984
486,742064,0.972,2.968256
416,543696,0.832,2.174784
463,673452,0.926,2.693808
243,185520,0.486,0.74208
232,169104,0.464,0.676416
398,497660,0.796,1.99064
492,760464,0.984,3.041856
309,299984,0.618,1.199936
460,664796,0.92,2.659184
252,199496,0.504,0.797984
466,682216,0.932,2.728864
412,533260,0.824,2.13304
454,647572,0.908,2.590288
458,659024,0.916,2.636096
56,9856,0.112,0.039424
98,30172,0.196,0.120688
131,53924,0.262,0.215696
148,68836,0.296,0.275344
54,9176,0.108,0.036704
66,13692,0.132,0.054768
144,65168,0.288,0.260672
183,105204,0.366,0.420816
177,98452,0.354,0.393808
149,69748,0.298,0.278992
184,106344,0.368,0.425376
186,108720,0.372,0.43488
52,8492,0.104,0.033968
192,115816,0.384,0.463264
75,17692,0.15,0.070768
103,33332,0.206,0.133328
73,16752,0.146,0.067008
135,57268,0.27,0.229072
85,22704,0.17,0.090816
55,9500,0.11,0.038
124,48320,0.248,0.19328
104,33992,0.208,0.135968
116,42272,0.232,0.169088
166,86556,0.332,0.346224
88,24344,0.176,0.097376
69,14964,0.138,0.059856
53,8820,0.106,0.03528
50,7860,0.1,0.03144
140,61572,0.28,0.246288
167,87624,0.334,0.350496
74,17200,0.148,0.0688
121,46008,0.242,0.184032
156,76472,0.312,0.305888
63,12492,0.126,0.049968
65,13264,0.13,0.053056
145,66076,0.29,0.264304
154,74484,0.308,0.297936
82,21128,0.164,0.084512
84,22172,0.168,0.088688
113,40128,0.226,0.160512
141,62456,0.282,0.249824
199,124420,0.398,0.49768
171,91860,0.342,0.36744
90,25448,0.18,0.101792
123,47516,0.246,0.190064
105,34664,0.21,0.138656
115,41564,0.23,0.166256
195,119488,0.39,0.477952
80,20108,0.16,0.080432
191,114620,0.382,0.45848
107,35976,0.214,0.143904
94,27768,0.188,0.111072
81,20636,0.162,0.082544
70,15380,0.14,0.06152
152,72580,0.304,0.29032
86,23236,0.172,0.092944
114,40860,0.228,0.16344
180,101780,0.36,0.40712
168,88700,0.336,0.3548
157,77452,0.314,0.309808
87,23784,0.174,0.095136
67,14108,0.134,0.056432
112,39428,0.224,0.157712
134,56428,0.268,0.225712
57,10216,0.114,0.040864
181,102920,0.362,0.41168
130,53096,0.26,0.212384
133,55576,0.266,0.222304
190,113424,0.38,0.453696
179,100668,0.358,0.402672
178,99552,0.356,0.398208
120,45244,0.24,0.180976
170,90824,0.34,0.363296
61,11684,0.122,0.046736
100,31428,0.2,0.125712
176,97328,0.352,0.389312
175,96224,0.35,0.384896
97,29580,0.194,0.11832
119,44512,0.238,0.178048
111,38704,0.222,0.154816
95,28372,0.19,0.113488
153,73568,0.306,0.294272
76,18168,0.152,0.072672
193,117032,0.386,0.468128
68,14536,0.136,0.058144
138,59848,0.276,0.239392
72,16292,0.144,0.065168
189,112248,0.378,0.448992
169,89720,0.338,0.35888
164,84504,0.328,0.338016
101,32052,0.202,0.128208
125,49080,0.25,0.19632
174,95132,0.348,0.380528
155,75496,0.31,0.301984
108,36624,0.216,0.146496
71,15856,0.142,0.063424
110,38024,0.22,0.152096
126,49884,0.252,0.199536
102,32688,0.204,0.130752
62,12096,0.124,0.048384
106,35316,0.212,0.141264
137,58972,0.274,0.235888
60,11304,0.12,0.045216
146,66964,0.292,0.267856
139,60728,0.278,0.242912
