r,A,r_scaled,A_scaled
490,747095.16,0.98,2.98838064
215,144277.47,0.43,0.57710988
340,365157.28,0.68,1.46062912
300,281736,0.6,1.126944
240,181647.36,0.48,0.72658944
280,246646.4,0.56,0.9865856
305,294219.47,0.61,1.17687788
290,264881.36,0.58,1.05952544
235,173030.97,0.47,0.69212388
250,195850,0.5,0.7834
405,513070.2,0.81,2.0522808
200,125952,0.4,0.503808
230,165767.44,0.46,0.66306976
465,680070.87,0.93,2.72028348
315,309939.21,0.63,1.23975684
205,131992.12,0.41,0.52796848
415,539477.59,0.83,2.15791036
320,322805.76,0.64,1.29122304
430,580659.96,0.86,2.32263984
370,429646.96,0.74,1.71858784
225,158577.75,0.45,0.634311
460,660784.48,0.92,2.64313792
285,255663.81,0.57,1.02265524
455,647325.77,0.91,2.58930308
275,237946.5,0.55,0.951786
400,504896,0.8,2.019584
270,228177,0.54,0.912708
470,687882.6,0.94,2.7515304
330,342512.28,0.66,1.37004912
220,151259.68,0.44,0.60503872
485,729856.13,0.97,2.91942452
395,493538.28,0.79,1.97415312
390,475403.76,0.78,1.90161504
440,603877.12,0.88,2.41550848
495,765556.11,0.99,3.06222444
445,613560.66,0.89,2.45424264
410,529649.48,0.82,2.11859792
425,565573,0.85,2.262292
265,220225.6,0.53,0.8809024
255,203086.08,0.51,0.81234432
335,353553.64,0.67,1.41421456
450,636336,0.9,2.545344
190,112790.84,0.38,0.45116336
50,7874,0.1,0.031496
65,13366.21,0.13,0.05346484
180,102060,0.36,0.40824
75,17705.25,0.15,0.070821
120,45043.2,0.24,0.1801728
150,71154,0.3,0.284616
110,38410.24,0.22,0.15364096
115,41801.58,0.23,0.16720632
160,79595.52,0.32,0.31838208
100,31384,0.2,0.125536
140,61551.84,0.28,0.24620736
80,20042.24,0.16,0.08016896
135,57503.52,0.27,0.23001408
185,107179.01,0.37,0.42871604
85,22802.1,0.17,0.0912084
145,65631.64,0.29,0.26252656
130,52984.88,0.26,0.21193952
125,49487.5,0.25,0.19795
175,96015.5,0.35,0.384062
90,25628.4,0.18,0.1025136
