r,A,r_scaled,A_scaled
460,634800,0.92,2.5392
275,242000,0.55,0.968
305,297680,0.61,1.19072
240,191232,0.48,0.764928
350,377300,0.7,1.5092
360,430272,0.72,1.721088
490,691488,0.98,2.765952
450,656100,0.9,2.6244
415,558009,0.83,2.232036
390,462384,0.78,1.849536
295,268037,0.59,1.072148
370,449032,0.74,1.796128
480,755712,0.96,3.022848
300,295200,0.6,1.1808
500,800000,1,3.2
325,342225,0.65,1.3689
330,304920,0.66,1.21968
225,162000,0.45,0.648
230,156584,0.46,0.626336
440,604032,0.88,2.416128
335,372587,0.67,1.490348
280,219520,0.56,0.87808
430,584284,0.86,2.337136
475,685900,0.95,2.7436
380,456304,0.76,1.825216
245,194481,0.49,0.777924
445,609917,0.89,2.439668
215,153467,0.43,0.613868
375,421875,0.75,1.6875
385,498036,0.77,1.992144
310,299832,0.62,1.199328
400,512000,0.8,2.048
410,497576,0.82,1.990304
315,297675,0.63,1.1907
345,366597,0.69,1.466388
365,426320,0.73,1.70528
340,369920,0.68,1.47968
425,541875,0.85,2.1675
270,239112,0.54,0.956448
405,518319,0.81,2.073276
220,149072,0.44,0.596288
470,698044,0.94,2.792176
80,20224,0.16,0.080896
190,109744,0.38,0.438976
75,18450,0.15,0.0738
180,99792,0.36,0.399168
90,25272,0.18,0.101088
125,50000,0.25,0.2
170,92480,0.34,0.36992
70,16268,0.14,0.065072
115,41262,0.23,0.165048
85,23409,0.17,0.093636
155,76880,0.31,0.30752
135,51759,0.27,0.207036
130,50700,0.26,0.2028
55,8954,0.11,0.035816
110,37268,0.22,0.149072
50,7600,0.1,0.0304
100,33200,0.2,0.1328
185,109520,0.37,0.43808
140,63504,0.28,0.254016
150,67500,0.3,0.27
105,35280,0.21,0.14112
