r,C,r_scaled,C_scaled
406,2688.67445712965,0.812,5.3773489142593
87,574.842712474621,0.174,1.14968542494924
155,1025.11688245432,0.31,2.05023376490864
343,2271.37084989847,0.686,4.54274169979694
312,2065.54747340762,0.624,4.13109494681524
237,1568.64588642995,0.474,3.13729177285991
136,898.891485709901,0.272,1.7977829714198
236,1560.64588642995,0.472,3.12129177285991
121,799.979797464469,0.242,1.59995959492894
337,2230.40028715,0.674,4.4608005743
233,1541.33217793097,0.466,3.08266435586194
483,3199.23289835678,0.966,6.39846579671355
188,1242.25396744417,0.376,2.48450793488833
109,720.381817718022,0.218,1.44076363543604
127,838.607214462439,0.254,1.67721442892488
353,2337.31197539542,0.706,4.67462395079083
238,1574.30274067945,0.476,3.14860548135889
443,2933.12525061847,0.886,5.86625050123695
369,2441.88051789033,0.738,4.88376103578065
243,1607.27330342792,0.486,3.21454660685585
471,3119.63491861034,0.942,6.23926983722067
215,1423.10678118655,0.43,2.84621356237311
286,1892.69465966523,0.572,3.78538931933047
403,2667.01760288016,0.806,5.33403520576032
180,1189.9696961967,0.36,2.37993939239341
269,1780.12611717031,0.538,3.56025223434062
267,1766.46926292082,0.534,3.53293852584164
354,2342.96882964491,0.708,4.68593765928982
496,3284.4877323527,0.992,6.56897546470541
315,2084.86118190661,0.63,4.16972236381321
458,3032.0369388639,0.916,6.0640738777278
256,1694.87128317437,0.512,3.38974256634874
112,739.695526217007,0.224,1.47939105243401
203,1343.50880144011,0.406,2.68701760288021
179,1184.31284194721,0.358,2.36862568389442
259,1714.18499167336,0.518,3.42836998334671
316,2090.5180361561,0.632,4.1810360723122
476,3152.60548135881,0.952,6.30521096271762
392,2595.41962313372,0.784,5.19083924626743
472,3125.29177285983,0.944,6.25058354571966
64,421.303607231219,0.128,0.842607214462438
395,2614.7333316327,0.79,5.2294666632654
103,679.411254969545,0.206,1.35882250993909
289,1912.00836816422,0.578,3.82401673632844
304,2010.92005640965,0.608,4.0218401128193
137,904.548339959393,0.274,1.80909667991879
444,2938.78210486797,0.888,5.87756420973593
279,1846.06724266726,0.558,3.69213448533453
278,1840.41038841777,0.556,3.68082077683555
211,1395.79307268757,0.422,2.79158614537514
59,388.333044482742,0.118,0.776666088965484
174,1151.34227919873,0.348,2.30268455839747
330,2183.77287015203,0.66,4.36754574030406
431,2853.52727087203,0.862,5.70705454174406
482,3191.23289835678,0.964,6.38246579671355
165,1091.05800795127,0.33,2.18211601590254
285,1887.03780541574,0.57,3.77407561083148
172,1137.68542494924,0.344,2.27537084989848
123,811.293505963454,0.246,1.62258701192691
268,1774.46926292082,0.536,3.54893852584164
204,1349.1656556896,0.408,2.6983313113792
295,1952.9789309127,0.59,3.90595786182539
480,3177.57604410728,0.96,6.35515208821457
477,3158.2623356083,0.954,6.3165246712166
475,3144.60548135881,0.95,6.28921096271762
160,1058.08744520279,0.32,2.11617489040559
456,3018.38008461441,0.912,6.03676016922881
150,992.14631970584,0.3,1.98429263941168
371,2455.53737213982,0.742,4.91107474427964
250,1653.90072042589,0.5,3.30780144085179
147,970.489465456348,0.294,1.9409789309127
171,1129.68542494924,0.342,2.25937084989848
424,2806.89985387406,0.848,5.61379970774813
422,2793.24299962457,0.844,5.58648599924914
425,2814.89985387406,0.85,5.62979970774813
95,627.126983722083,0.19,1.25425396744417
170,1124.02857069975,0.34,2.2480571413995
485,3210.54660685576,0.97,6.42109321371152
468,3097.97806436085,0.936,6.19595612872169
138,912.548339959393,0.276,1.82509667991879
129,852.264068711931,0.258,1.70452813742386
185,1222.94025894518,0.37,2.44588051789036
197,1302.53823869163,0.394,2.60507647738326
307,2032.57691065914,0.614,4.06515382131829
212,1401.44992693706,0.424,2.80289985387412
388,2568.10591463473,0.776,5.13621182926947
231,1527.67532368148,0.462,3.05535064736295
453,2999.06637611542,0.906,5.99813275223085
91,599.813275223098,0.182,1.1996265504462
214,1415.10678118655,0.428,2.83021356237311
274,1813.09667991879,0.548,3.62619335983758
126,832.950360212946,0.252,1.66590072042589
474,3138.94862710932,0.948,6.27789725421864
50,328.04877323528,0.1,0.656097546470559
149,984.14631970584,0.298,1.96829263941168
404,2675.01760288016,0.808,5.35003520576032
240,1587.95959492894,0.48,3.17591918985788
439,2905.81154211949,0.878,5.81162308423898
332,2197.42972440152,0.664,4.39485944880305
226,1494.704760933,0.452,2.989409521866
196,1296.88138444214,0.392,2.59376276888427
146,964.832611206856,0.292,1.92966522241371
447,2960.43895911746,0.894,5.92087791823491
106,698.72496346853,0.212,1.39744992693706
173,1143.34227919873,0.346,2.28668455839747
463,3065.00750161237,0.926,6.13001500322474
451,2985.40952186593,0.902,5.97081904373186
320,2117.83174465508,0.64,4.23566348931016
133,879.577777210916,0.266,1.75915555442183
445,2946.78210486797,0.89,5.89356420973593
263,1739.15555442183,0.526,3.47831110884367
261,1727.84184592285,0.522,3.4556836918457
387,2562.44906038524,0.774,5.12489812077048
119,786.322943214977,0.238,1.57264588642995
75,495.244732728174,0.15,0.990489465456347
375,2482.8510806388,0.75,4.9657021612776
65,426.960461480712,0.13,0.853920922961423
130,857.920922961424,0.26,1.71584184592285
344,2277.02770414796,0.688,4.55405540829593
98,646.440692221067,0.196,1.29288138444213
125,824.950360212946,0.25,1.64990072042589
55,361.019335983757,0.11,0.722038671967514
427,2826.21356237305,0.854,5.6524271247461
407,2694.33131137914,0.814,5.38866262275829
385,2548.79220613575,0.77,5.0975844122715
232,1535.67532368148,0.464,3.07135064736295
199,1316.19509294112,0.398,2.63239018588224
100,660.09754647056,0.2,1.32019509294112
491,3251.51716960423,0.982,6.50303433920846
85,561.185858225128,0.17,1.12237171645026
145,959.175756957363,0.29,1.91835151391473
247,1634.58701192691,0.494,3.26917402385382
486,3218.54660685576,0.972,6.43709321371152
144,951.175756957363,0.288,1.90235151391473
67,440.617315730204,0.134,0.881234631460408
345,2282.68455839745,0.69,4.56536911679491
469,3105.97806436085,0.938,6.21195612872169
244,1615.27330342792,0.488,3.23054660685585
207,1368.47936418858,0.414,2.73695872837717
384,2543.13535188626,0.768,5.08627070377251
311,2057.54747340762,0.622,4.11509494681524
428,2834.21356237305,0.856,5.6684271247461
94,619.126983722083,0.188,1.23825396744417
302,1999.60634791067,0.604,3.99921269582133
206,1362.82250993909,0.412,2.72564501987818
132,871.577777210916,0.264,1.74315555442183
455,3012.72323036491,0.91,6.02544646072983
