r,A,r_scaled,A_scaled
345,328509,0.69,1.314036
365,442307,0.73,1.769228
340,342176,0.68,1.368704
495,754677,0.99,3.018708
320,319488,0.64,1.277952
415,530453,0.83,2.121812
375,461250,0.75,1.845
395,455593,0.79,1.822372
195,126243,0.39,0.504972
280,250880,0.56,1.00352
290,252300,0.58,1.0092
405,518319,0.81,2.073276
315,309582,0.63,1.238328
245,189679,0.49,0.758716
435,575244,0.87,2.300976
370,432604,0.74,1.730416
260,221728,0.52,0.886912
470,689208,0.94,2.756832
300,288000,0.6,1.152
425,570775,0.85,2.2831
250,190000,0.5,0.76
390,456300,0.78,1.8252
265,216293,0.53,0.865172
225,166050,0.45,0.6642
485,715084,0.97,2.860336
440,580800,0.88,2.3232
360,409536,0.72,1.638144
240,175104,0.48,0.700416
275,251075,0.55,1.0043
330,357192,0.66,1.428768
445,609917,0.89,2.439668
285,253422,0.57,1.013688
480,764928,0.96,3.059712
325,342225,0.65,1.3689
430,599076,0.86,2.396304
465,631377,0.93,2.525508
380,490960,0.76,1.96384
305,275354,0.61,1.101416
235,170093,0.47,0.680372
410,598436,0.82,2.393744
310,307520,0.62,1.23008
490,797132,0.98,3.188528
180,101088,0.36,0.404352
100,34000,0.2,0.136
150,75600,0.3,0.3024
110,35816,0.22,0.143264
145,66439,0.29,0.265756
120,43776,0.24,0.175104
130,51376,0.26,0.205504
185,110889,0.37,0.443556
70,16268,0.14,0.065072
140,61936,0.28,0.247744
135,59778,0.27,0.239112
95,27436,0.19,0.109744
160,74752,0.32,0.299008
80,21248,0.16,0.084992
65,13689,0.13,0.054756
115,33856,0.23,0.135424
105,33516,0.21,0.134064
90,26568,0.18,0.106272
155,79763,0.31,0.319052
85,23120,0.17,0.09248
125,46250,0.25,0.185
