r,A,r_scaled,A_scaled
110,38024,0.44,0.608384
190,113424,0.76,1.814784
120,45244,0.48,0.723904
200,125676,0.8,2.010816
250,196364,1,3.141824
220,152088,0.88,2.433408
230,166196,0.92,2.659136
195,119488,0.78,1.911808
205,132020,0.82,2.11232
170,90824,0.68,1.453184
115,41564,0.46,0.665024
160,80452,0.64,1.287232
210,138536,0.84,2.216576
130,53096,0.52,0.849536
175,96224,0.7,1.539584
140,61572,0.56,0.985152
165,85564,0.66,1.369024
145,66076,0.58,1.057216
135,57268,0.54,0.916288
235,173512,0.94,2.776192
125,49080,0.5,0.78528
65,13264,0.26,0.212224
60,11304,0.24,0.180864
75,17692,0.3,0.283072
55,9500,0.22,0.152
90,25448,0.36,0.407168
95,28372,0.38,0.453952
50,7860,0.2,0.12576
