r,A,r_scaled,A_scaled
355,395956,0.71,1.583824
231,167652,0.462,0.670608
345,373896,0.69,1.495584
412,533260,0.824,2.13304
357,400384,0.714,1.601536
496,772956,0.992,3.091824
258,209128,0.516,0.836512
424,564824,0.848,2.259296
203,129488,0.406,0.517952
259,210764,0.518,0.843056
250,196364,0.5,0.785456
446,624948,0.892,2.499792
495,769848,0.99,3.079392
443,616532,0.886,2.466128
373,437112,0.746,1.748448
273,234148,0.546,0.936592
367,423152,0.734,1.692608
435,594504,0.87,2.378016
406,517892,0.812,2.071568
388,472952,0.776,1.891808
296,275260,0.592,1.10104
333,348372,0.666,1.393488
285,255208,0.57,1.020832
368,425488,0.736,1.701952
431,583644,0.862,2.334576
260,212376,0.52,0.849504
346,376148,0.692,1.504592
402,507728,0.804,2.030912
318,317700,0.636,1.2708
360,407188,0.72,1.628752
384,463304,0.768,1.853216
488,748172,0.976,2.992688
404,512784,0.808,2.051136
407,520408,0.814,2.081632
362,411632,0.724,1.646528
251,197916,0.502,0.791664
464,676408,0.928,2.705632
359,404936,0.718,1.619744
218,149344,0.436,0.597376
319,319704,0.638,1.278816
364,416284,0.728,1.665136
292,267888,0.584,1.071552
276,239348,0.552,0.957392
351,387064,0.702,1.548256
254,202744,0.508,0.810976
485,738956,0.97,2.955824
434,591732,0.868,2.366928
300,282792,0.6,1.131168
365,418576,0.73,1.674304
489,751208,0.978,3.004832
341,365284,0.682,1.461136
267,223996,0.534,0.895984
390,477880,0.78,1.91152
483,732920,0.966,2.93168
433,589016,0.866,2.356064
439,605480,0.878,2.42192
421,556856,0.842,2.227424
466,682216,0.932,2.728864
354,393712,0.708,1.574848
324,329804,0.648,1.319216
211,139916,0.422,0.559664
252,199496,0.504,0.797984
468,688028,0.936,2.752112
448,630548,0.896,2.522192
240,180960,0.48,0.72384
442,613756,0.884,2.455024
222,154780,0.444,0.61912
261,214036,0.522,0.856144
277,241056,0.554,0.964224
465,679356,0.93,2.717424
304,290356,0.608,1.161424
274,235912,0.548,0.943648
213,142556,0.426,0.570224
288,260600,0.576,1.0424
498,779152,0.996,3.116608
428,575548,0.856,2.302192
200,125676,0.4,0.502704
214,143868,0.428,0.575472
454,647572,0.908,2.590288
210,138536,0.42,0.554144
269,227336,0.538,0.909344
372,434780,0.744,1.73912
425,567412,0.85,2.269648
394,487692,0.788,1.950768
289,262376,0.578,1.049504
241,182512,0.482,0.730048
460,664796,0.92,2.659184
279,244580,0.558,0.97832
282,249836,0.564,0.999344
309,299984,0.618,1.199936
303,288408,0.606,1.153632
398,497660,0.796,1.99064
463,673452,0.926,2.693808
379,451224,0.758,1.804896
263,217288,0.526,0.869152
486,742064,0.972,2.968256
451,638988,0.902,2.555952
201,126928,0.402,0.507712
375,441788,0.75,1.767152
247,191676,0.494,0.766704
458,659024,0.916,2.636096
391,480280,0.782,1.92112
387,470552,0.774,1.882208
382,458464,0.764,1.833856
321,323708,0.642,1.294832
234,171988,0.468,0.687952
356,398184,0.712,1.592736
494,766700,0.988,3.0668
337,356792,0.674,1.427168
338,358916,0.676,1.435664
457,656172,0.914,2.624688
286,257008,0.572,1.028032
405,515320,0.81,2.06128
474,705868,0.948,2.823472
208,135948,0.416,0.543792
298,279004,0.596,1.116016
228,163340,0.456,0.65336
380,453668,0.76,1.814672
249,194824,0.498,0.779296
310,301916,0.62,1.207664
270,229020,0.54,0.91608
469,691096,0.938,2.764384
476,711828,0.952,2.847312
462,670556,0.924,2.682224
423,562164,0.846,2.248656
293,269724,0.586,1.078896
246,190120,0.492,0.76048
455,650384,0.91,2.601536
366,420836,0.732,1.683344
336,354680,0.672,1.41872
264,218964,0.528,0.875856
220,152088,0.44,0.608352
414,538468,0.828,2.153872
316,313724,0.632,1.254896
385,465696,0.77,1.862784
378,448884,0.756,1.795536
283,251640,0.566,1.00656
266,222304,0.532,0.889216
473,702856,0.946,2.811424
479,720844,0.958,2.883376
450,636160,0.9,2.54464
291,266064,0.582,1.064256
441,611000,0.882,2.444
438,602704,0.876,2.410816
305,292288,0.61,1.169152
