r,A,r_scaled,A_scaled
490,727022.8,0.98,2.9080912
215,146255.9,0.43,0.5850236
340,351886.4,0.68,1.4075456
300,277920,0.6,1.11168
240,179251.2,0.48,0.7170048
280,249939.2,0.56,0.9997568
305,297307.9,0.61,1.1892316
290,270465.6,0.58,1.0818624
235,172964.7,0.47,0.6918588
250,196750,0.5,0.787
405,513070.2,0.81,2.0522808
200,125600,0.4,0.5024
230,172665.6,0.46,0.6906624
465,675486.9,0.93,2.7019476
315,300453.3,0.63,1.2018132
205,134143.8,0.41,0.5365752
415,544231,0.83,2.176924
320,326860.8,0.64,1.3074432
430,578367.2,0.86,2.3134688
370,439722.8,0.74,1.7588912
225,158557.5,0.45,0.63423
460,656806.4,0.92,2.6272256
285,252772.2,0.57,1.0110888
455,653370.9,0.91,2.6134836
275,242000,0.55,0.968
400,490240,0.8,1.96096
270,232988.4,0.54,0.9319536
470,699811.2,0.94,2.7992448
330,345430.8,0.66,1.3817232
220,152169.6,0.44,0.6086784
485,723552.1,0.97,2.8942084
395,502400.5,0.79,2.009602
390,467859.6,0.78,1.8714384
440,589318.4,0.88,2.3572736
495,778199.4,0.99,3.1127976
445,618630.1,0.89,2.4745204
410,525816.8,0.82,2.1032672
425,572942.5,0.85,2.29177
265,218821.1,0.53,0.8752844
255,206519.4,0.51,0.8260776
335,351488.7,0.67,1.4059548
450,635850,0.9,2.5434
190,111765.6,0.38,0.4470624
50,8110,0.1,0.03244
65,13148.2,0.13,0.0525928
180,103939.2,0.36,0.4157568
75,17820,0.15,0.07128
120,45158.4,0.24,0.1806336
150,70290,0.3,0.28116
110,38332.8,0.22,0.1533312
115,41632.3,0.23,0.1665292
160,79769.6,0.32,0.3190784
100,32160,0.2,0.12864
140,62092.8,0.28,0.2483712
80,20582.4,0.16,0.0823296
135,56497.5,0.27,0.22599
185,106645.1,0.37,0.4265804
85,23148.9,0.17,0.0925956
145,66523.1,0.29,0.2660924
130,52390,0.26,0.20956
125,48437.5,0.25,0.19375
175,95182.5,0.35,0.38073
90,24980.4,0.18,0.0999216
