r,A,r_scaled,A_scaled
474,705868,0.948,2.823472
454,647572,0.908,2.590288
439,605480,0.878,2.42192
451,638988,0.902,2.555952
265,220620,0.53,0.88248
490,754296,0.98,3.017184
287,258796,0.574,1.035184
205,132020,0.41,0.52808
256,205892,0.512,0.823568
475,708832,0.95,2.835328
448,630548,0.896,2.522192
392,482756,0.784,1.931024
297,277128,0.594,1.108512
388,472952,0.776,1.891808
241,182512,0.482,0.730048
260,212376,0.52,0.849504
202,128196,0.404,0.512784
217,147948,0.434,0.591792
315,311756,0.63,1.247024
271,230720,0.542,0.92288
250,196364,0.5,0.785456
354,393712,0.708,1.574848
346,376148,0.692,1.504592
389,475452,0.778,1.901808
483,732920,0.966,2.93168
263,217288,0.526,0.869152
294,271520,0.588,1.08608
313,307788,0.626,1.231152
492,760464,0.984,3.041856
421,556856,0.842,2.227424
450,636160,0.9,2.54464
380,453668,0.76,1.814672
446,624948,0.892,2.499792
495,769848,0.99,3.079392
436,597264,0.872,2.389056
245,188604,0.49,0.754416
321,323708,0.642,1.294832
330,342140,0.66,1.36856
373,437112,0.746,1.748448
242,184028,0.484,0.736112
307,296092,0.614,1.184368
396,492672,0.792,1.970688
230,166196,0.46,0.664784
477,714868,0.954,2.859472
364,416284,0.728,1.665136
272,232440,0.544,0.92976
323,327760,0.646,1.31104
301,284644,0.602,1.138576
473,702856,0.946,2.811424
288,260600,0.576,1.0424
234,171988,0.468,0.687952
395,490172,0.79,1.960688
382,458464,0.764,1.833856
413,535856,0.826,2.143424
268,225640,0.536,0.90256
326,333868,0.652,1.335472
494,766700,0.988,3.0668
295,273428,0.59,1.093712
355,395956,0.71,1.583824
296,275260,0.592,1.10104
303,288408,0.606,1.153632
484,735968,0.968,2.943872
441,611000,0.882,2.444
266,222304,0.532,0.889216
282,249836,0.564,0.999344
488,748172,0.976,2.992688
369,427740,0.738,1.71096
476,711828,0.952,2.847312
372,434780,0.744,1.73912
402,507728,0.804,2.030912
223,156264,0.446,0.625056
406,517892,0.812,2.071568
423,562164,0.846,2.248656
343,369636,0.686,1.478544
227,161892,0.454,0.647568
422,559488,0.844,2.237952
318,317700,0.636,1.2708
267,223996,0.534,0.895984
445,622156,0.89,2.488624
464,676408,0.928,2.705632
470,694032,0.94,2.776128
247,191676,0.494,0.766704
435,594504,0.87,2.378016
384,463304,0.768,1.853216
254,202744,0.508,0.810976
444,619336,0.888,2.477344
220,152088,0.44,0.608352
456,653248,0.912,2.612992
329,340076,0.658,1.360304
233,170580,0.466,0.68232
376,444160,0.752,1.77664
401,505216,0.802,2.020864
316,313724,0.632,1.254896
204,130768,0.408,0.523072
232,169104,0.464,0.676416
452,641896,0.904,2.567584
269,227336,0.538,0.909344
414,538468,0.828,2.153872
262,215684,0.524,0.862736
337,356792,0.674,1.427168
333,348372,0.666,1.393488
345,373896,0.69,1.495584
485,738956,0.97,2.955824
498,779152,0.996,3.116608
278,242820,0.556,0.97128
428,575548,0.856,2.302192
275,237608,0.55,0.950432
335,352580,0.67,1.41032
368,425488,0.736,1.701952
334,350520,0.668,1.40208
286,257008,0.572,1.028032
363,413996,0.726,1.655984
457,656172,0.914,2.624688
385,465696,0.77,1.862784
352,389284,0.704,1.557136
415,541060,0.83,2.16424
290,264220,0.58,1.05688
270,229020,0.54,0.91608
437,599964,0.874,2.399856
403,510212,0.806,2.040848
274,235912,0.548,0.943648
251,197916,0.502,0.791664
496,772956,0.992,3.091824
375,441788,0.75,1.767152
471,696972,0.942,2.787888
210,138536,0.42,0.554144
419,551560,0.838,2.20624
224,157648,0.448,0.630592
249,194824,0.498,0.779296
416,543696,0.832,2.174784
248,193236,0.496,0.772944
310,301916,0.62,1.207664
327,335956,0.654,1.343824
358,402684,0.716,1.610736
314,309784,0.628,1.239136
331,344184,0.662,1.376736
339,361072,0.678,1.444288
409,525556,0.818,2.102224
438,602704,0.876,2.410816
279,244580,0.558,0.97832
353,391496,0.706,1.565984
320,321696,0.64,1.286784
243,185520,0.486,0.74208
342,367480,0.684,1.46992
340,363176,0.68,1.452704
434,591732,0.868,2.366928
225,159068,0.45,0.636272
453,644680,0.906,2.57872
235,173512,0.47,0.694048
459,661916,0.918,2.647664
377,446548,0.754,1.786192
432,586292,0.864,2.345168
293,269724,0.586,1.078896
291,266064,0.582,1.064256
359,404936,0.718,1.619744
221,153456,0.442,0.613824
383,460852,0.766,1.843408
469,691096,0.938,2.764384
499,782268,0.998,3.129072
399,500200,0.798,2.0008
465,679356,0.93,2.717424
257,207544,0.514,0.830176
305,292288,0.61,1.169152
211,139916,0.422,0.559664
393,485200,0.786,1.9408
370,430112,0.74,1.720448
226,160480,0.452,0.64192
408,522928,0.816,2.091712
283,251640,0.566,1.00656
478,717824,0.956,2.871296
324,329804,0.648,1.319216
417,546292,0.834,2.185168
497,775996,0.994,3.103984
292,267888,0.584,1.071552
212,141192,0.424,0.564768
479,720844,0.958,2.883376
299,280908,0.598,1.123632
489,751208,0.978,3.004832
398,497660,0.796,1.99064
458,659024,0.916,2.636096
426,570148,0.852,2.280592
214,143868,0.428,0.575472
410,528112,0.82,2.112448
206,133344,0.412,0.533376
236,175004,0.472,0.700016
491,757396,0.982,3.029584
309,299984,0.618,1.199936
222,154780,0.444,0.61912
394,487692,0.788,1.950768
264,218964,0.528,0.875856
203,129488,0.406,0.517952
480,723804,0.96,2.895216
237,176488,0.474,0.705952
493,763556,0.986,3.054224
219,150692,0.438,0.602768
420,554148,0.84,2.216592
253,201100,0.506,0.8044
463,673452,0.926,2.693808
455,650384,0.91,2.601536
378,448884,0.756,1.795536
433,589016,0.866,2.356064
443,616532,0.886,2.466128
461,667648,0.922,2.670592
361,409404,0.722,1.637616
356,398184,0.712,1.592736
500,785456,1,3.141824
261,214036,0.522,0.856144
240,180960,0.48,0.72384
348,380496,0.696,1.521984
391,480280,0.782,1.92112
171,91860,0.342,0.36744
124,48320,0.248,0.19328
195,119488,0.39,0.477952
176,97328,0.352,0.389312
115,41564,0.23,0.166256
59,10960,0.118,0.04384
187,109888,0.374,0.439552
74,17200,0.148,0.0688
194,118276,0.388,0.473104
80,20108,0.16,0.080432
172,92952,0.344,0.371808
152,72580,0.304,0.29032
149,69748,0.298,0.278992
102,32688,0.204,0.130752
182,104076,0.364,0.416304
113,40128,0.226,0.160512
168,88700,0.336,0.3548
60,11304,0.12,0.045216
173,94056,0.346,0.376224
169,89720,0.338,0.35888
181,102920,0.362,0.41168
125,49080,0.25,0.19632
132,54756,0.264,0.219024
160,80452,0.32,0.321808
167,87624,0.334,0.350496
112,39428,0.224,0.157712
110,38024,0.22,0.152096
84,22172,0.168,0.088688
109,37340,0.218,0.14936
184,106344,0.368,0.425376
91,26008,0.182,0.104032
107,35976,0.214,0.143904
185,107556,0.37,0.430224
134,56428,0.268,0.225712
66,13692,0.132,0.054768
133,55576,0.266,0.222304
131,53924,0.262,0.215696
142,63344,0.284,0.253376
53,8820,0.106,0.03528
70,15380,0.14,0.06152
196,120692,0.392,0.482768
183,105204,0.366,0.420816
61,11684,0.122,0.046736
108,36624,0.216,0.146496
106,35316,0.212,0.141264
122,46792,0.244,0.187168
81,20636,0.162,0.082544
145,66076,0.29,0.264304
139,60728,0.278,0.242912
198,123160,0.396,0.49264
50,7860,0.1,0.03144
93,27192,0.186,0.108768
57,10216,0.114,0.040864
199,124420,0.398,0.49768
68,14536,0.136,0.058144
118,43748,0.236,0.174992
121,46008,0.242,0.184032
137,58972,0.274,0.235888
155,75496,0.31,0.301984
165,85564,0.33,0.342256
144,65168,0.288,0.260672
129,52276,0.258,0.209104
105,34664,0.21,0.138656
178,99552,0.356,0.398208
117,43020,0.234,0.17208
189,112248,0.378,0.448992
116,42272,0.232,0.169088
120,45244,0.24,0.180976
96,28968,0.192,0.115872
88,24344,0.176,0.097376
153,73568,0.306,0.294272
97,29580,0.194,0.11832
174,95132,0.348,0.380528
151,71636,0.302,0.286544
65,13264,0.13,0.053056
150,70688,0.3,0.282752
162,82452,0.324,0.329808
114,40860,0.228,0.16344
54,9176,0.108,0.036704
103,33332,0.206,0.133328
179,100668,0.358,0.402672
72,16292,0.144,0.065168
86,23236,0.172,0.092944
64,12892,0.128,0.051568
148,68836,0.296,0.275344
83,21652,0.166,0.086608
71,15856,0.142,0.063424
140,61572,0.28,0.246288
154,74484,0.308,0.297936
62,12096,0.124,0.048384
193,117032,0.386,0.468128
186,108720,0.372,0.43488
119,44512,0.238,0.178048
192,115816,0.384,0.463264
143,64284,0.286,0.257136
55,9500,0.11,0.038
63,12492,0.126,0.049968
159,79416,0.318,0.317664
111,38704,0.222,0.154816
67,14108,0.134,0.056432
191,114620,0.382,0.45848
85,22704,0.17,0.090816
89,24884,0.178,0.099536
123,47516,0.246,0.190064
130,53096,0.26,0.212384
