r,A,r_scaled,A_scaled
401,505216,0.802,2.020864
306,294168,0.612,1.176672
419,551560,0.838,2.20624
411,530740,0.822,2.12296
358,402684,0.716,1.610736
382,458464,0.764,1.833856
398,497660,0.796,1.99064
296,275260,0.592,1.10104
341,365284,0.682,1.461136
490,754296,0.98,3.017184
294,271520,0.588,1.08608
444,619336,0.888,2.477344
335,352580,0.67,1.41032
475,708832,0.95,2.835328
275,237608,0.55,0.950432
216,146604,0.432,0.586416
399,500200,0.798,2.0008
305,292288,0.61,1.169152
431,583644,0.862,2.334576
347,378340,0.694,1.51336
410,528112,0.82,2.112448
448,630548,0.896,2.522192
203,129488,0.406,0.517952
285,255208,0.57,1.020832
430,580872,0.86,2.323488
459,661916,0.918,2.647664
386,468124,0.772,1.872496
486,742064,0.972,2.968256
460,664796,0.92,2.659184
355,395956,0.71,1.583824
376,444160,0.752,1.77664
293,269724,0.586,1.078896
273,234148,0.546,0.936592
286,257008,0.572,1.028032
255,204296,0.51,0.817184
217,147948,0.434,0.591792
307,296092,0.614,1.184368
366,420836,0.732,1.683344
467,685144,0.934,2.740576
249,194824,0.498,0.779296
408,522928,0.816,2.091712
228,163340,0.456,0.65336
298,279004,0.596,1.116016
433,589016,0.866,2.356064
392,482756,0.784,1.931024
413,535856,0.826,2.143424
271,230720,0.542,0.92288
446,624948,0.892,2.499792
357,400384,0.714,1.601536
353,391496,0.706,1.565984
269,227336,0.538,0.909344
292,267888,0.584,1.071552
465,679356,0.93,2.717424
372,434780,0.744,1.73912
359,404936,0.718,1.619744
251,197916,0.502,0.791664
257,207544,0.514,0.830176
236,175004,0.472,0.700016
443,616532,0.886,2.466128
403,510212,0.806,2.040848
417,546292,0.834,2.185168
391,480280,0.782,1.92112
266,222304,0.532,0.889216
226,160480,0.452,0.64192
472,699928,0.944,2.799712
259,210764,0.518,0.843056
282,249836,0.564,0.999344
442,613756,0.884,2.455024
415,541060,0.83,2.16424
439,605480,0.878,2.42192
209,137208,0.418,0.548832
248,193236,0.496,0.772944
336,354680,0.672,1.41872
332,346292,0.664,1.385168
302,286520,0.604,1.14608
456,653248,0.912,2.612992
454,647572,0.908,2.590288
263,217288,0.526,0.869152
461,667648,0.922,2.670592
323,327760,0.646,1.31104
388,472952,0.776,1.891808
385,465696,0.77,1.862784
360,407188,0.72,1.628752
437,599964,0.874,2.399856
468,688028,0.936,2.752112
258,209128,0.516,0.836512
447,627768,0.894,2.511072
482,729924,0.964,2.919696
267,223996,0.534,0.895984
308,298032,0.616,1.192128
238,177968,0.476,0.711872
425,567412,0.85,2.269648
352,389284,0.704,1.557136
380,453668,0.76,1.814672
310,301916,0.62,1.207664
349,382660,0.698,1.53064
276,239348,0.552,0.957392
384,463304,0.768,1.853216
404,512784,0.808,2.051136
361,409404,0.722,1.637616
291,266064,0.582,1.064256
250,196364,0.5,0.785456
245,188604,0.49,0.754416
232,169104,0.464,0.676416
230,166196,0.46,0.664784
235,173512,0.47,0.694048
499,782268,0.998,3.129072
280,246288,0.56,0.985152
270,229020,0.54,0.91608
434,591732,0.868,2.366928
278,242820,0.556,0.97128
395,490172,0.79,1.960688
429,578212,0.858,2.312848
301,284644,0.602,1.138576
466,682216,0.932,2.728864
436,597264,0.872,2.389056
370,430112,0.74,1.720448
344,371756,0.688,1.487024
390,477880,0.78,1.91152
418,548920,0.836,2.19568
487,745120,0.974,2.98048
304,290356,0.608,1.161424
342,367480,0.684,1.46992
424,564824,0.848,2.259296
331,344184,0.662,1.376736
253,201100,0.506,0.8044
500,785456,1,3.141824
300,282792,0.6,1.131168
365,418576,0.73,1.674304
233,170580,0.466,0.68232
435,594504,0.87,2.378016
231,167652,0.462,0.670608
469,691096,0.938,2.764384
453,644680,0.906,2.57872
409,525556,0.818,2.102224
320,321696,0.64,1.286784
239,179412,0.478,0.717648
330,342140,0.66,1.36856
316,313724,0.632,1.254896
378,448884,0.756,1.795536
295,273428,0.59,1.093712
333,348372,0.666,1.393488
317,315768,0.634,1.263072
303,288408,0.606,1.153632
350,384852,0.7,1.539408
297,277128,0.594,1.108512
311,303848,0.622,1.215392
246,190120,0.492,0.76048
254,202744,0.508,0.810976
354,393712,0.708,1.574848
224,157648,0.448,0.630592
496,772956,0.992,3.091824
471,696972,0.942,2.787888
343,369636,0.686,1.478544
381,456092,0.762,1.824368
356,398184,0.712,1.592736
432,586292,0.864,2.345168
315,311756,0.63,1.247024
240,180960,0.48,0.72384
438,602704,0.876,2.410816
374,439408,0.748,1.757632
348,380496,0.696,1.521984
485,738956,0.97,2.955824
277,241056,0.554,0.964224
479,720844,0.958,2.883376
345,373896,0.69,1.495584
489,751208,0.978,3.004832
321,323708,0.642,1.294832
421,556856,0.842,2.227424
225,159068,0.45,0.636272
326,333868,0.652,1.335472
229,164744,0.458,0.658976
414,538468,0.828,2.153872
367,423152,0.734,1.692608
363,413996,0.726,1.655984
201,126928,0.402,0.507712
244,187068,0.488,0.748272
260,212376,0.52,0.849504
450,636160,0.9,2.54464
290,264220,0.58,1.05688
498,779152,0.996,3.116608
287,258796,0.574,1.035184
327,335956,0.654,1.343824
281,248060,0.562,0.99224
334,350520,0.668,1.40208
393,485200,0.786,1.9408
474,705868,0.948,2.823472
314,309784,0.628,1.239136
340,363176,0.68,1.452704
329,340076,0.658,1.360304
440,608228,0.88,2.432912
206,133344,0.412,0.533376
222,154780,0.444,0.61912
210,138536,0.42,0.554144
449,633372,0.898,2.533488
318,317700,0.636,1.2708
387,470552,0.774,1.882208
463,673452,0.926,2.693808
211,139916,0.422,0.559664
256,205892,0.512,0.823568
491,757396,0.982,3.029584
481,726896,0.962,2.907584
412,533260,0.824,2.13304
455,650384,0.91,2.601536
205,132020,0.41,0.52808
470,694032,0.94,2.776128
473,702856,0.946,2.811424
202,128196,0.404,0.512784
416,543696,0.832,2.174784
427,572848,0.854,2.291392
71,15856,0.142,0.063424
104,33992,0.208,0.135968
153,73568,0.306,0.294272
170,90824,0.34,0.363296
96,28968,0.192,0.115872
109,37340,0.218,0.14936
82,21128,0.164,0.084512
159,79416,0.318,0.317664
177,98452,0.354,0.393808
134,56428,0.268,0.225712
152,72580,0.304,0.29032
195,119488,0.39,0.477952
116,42272,0.232,0.169088
83,21652,0.166,0.086608
70,15380,0.14,0.06152
148,68836,0.296,0.275344
120,45244,0.24,0.180976
112,39428,0.224,0.157712
88,24344,0.176,0.097376
151,71636,0.302,0.286544
155,75496,0.31,0.301984
114,40860,0.228,0.16344
63,12492,0.126,0.049968
76,18168,0.152,0.072672
160,80452,0.32,0.321808
182,104076,0.364,0.416304
135,57268,0.27,0.229072
156,76472,0.312,0.305888
73,16752,0.146,0.067008
98,30172,0.196,0.120688
55,9500,0.11,0.038
154,74484,0.308,0.297936
192,115816,0.384,0.463264
129,52276,0.258,0.209104
172,92952,0.344,0.371808
111,38704,0.222,0.154816
149,69748,0.298,0.278992
199,124420,0.398,0.49768
158,78456,0.316,0.313824
146,66964,0.292,0.267856
139,60728,0.278,0.242912
50,7860,0.1,0.03144
64,12892,0.128,0.051568
100,31428,0.2,0.125712
72,16292,0.144,0.065168
173,94056,0.346,0.376224
163,83492,0.326,0.333968
127,50696,0.254,0.202784
196,120692,0.392,0.482768
157,77452,0.314,0.309808
123,47516,0.246,0.190064
89,24884,0.178,0.099536
185,107556,0.37,0.430224
181,102920,0.362,0.41168
121,46008,0.242,0.184032
107,35976,0.214,0.143904
169,89720,0.338,0.35888
87,23784,0.174,0.095136
124,48320,0.248,0.19328
103,33332,0.206,0.133328
147,67896,0.294,0.271584
95,28372,0.19,0.113488
67,14108,0.134,0.056432
75,17692,0.15,0.070768
90,25448,0.18,0.101792
105,34664,0.21,0.138656
189,112248,0.378,0.448992
137,58972,0.274,0.235888
141,62456,0.282,0.249824
80,20108,0.16,0.080432
110,38024,0.22,0.152096
51,8184,0.102,0.032736
184,106344,0.368,0.425376
194,118276,0.388,0.473104
193,117032,0.386,0.468128
102,32688,0.204,0.130752
142,63344,0.284,0.253376
140,61572,0.28,0.246288
