r,A,r_scaled,A_scaled
410,551368,0.82,2.205472
270,227448,0.54,0.909792
315,309582,0.63,1.238328
385,492107,0.77,1.968428
200,131200,0.4,0.5248
345,371358,0.69,1.485432
280,238336,0.56,0.953344
400,518400,0.8,2.0736
310,303676,0.62,1.214704
325,325325,0.65,1.3013
380,467856,0.76,1.871424
490,691488,0.98,2.765952
445,665364,0.89,2.661456
240,172800,0.48,0.6912
205,132799,0.41,0.531196
290,235480,0.58,0.94192
260,208208,0.52,0.832832
435,567675,0.87,2.2707
335,363609,0.67,1.454436
275,238975,0.55,0.9559
430,613868,0.86,2.455472
220,156816,0.44,0.627264
225,162000,0.45,0.648
415,564898,0.83,2.259592
215,153467,0.43,0.613868
230,152352,0.46,0.609408
370,438080,0.74,1.75232
355,413362,0.71,1.653448
450,607500,0.9,2.43
250,197500,0.5,0.79
235,172302,0.47,0.689208
350,406700,0.7,1.6268
295,281961,0.59,1.127844
465,735165,0.93,2.94066
265,227529,0.53,0.910116
395,480557,0.79,1.922228
500,780000,1,3.12
390,480636,0.78,1.922544
365,426320,0.73,1.70528
420,522144,0.84,2.088576
255,202878,0.51,0.811512
320,303104,0.64,1.212416
50,7900,0.1,0.0316
145,68962,0.29,0.275848
135,52488,0.27,0.209952
110,38236,0.22,0.152944
120,43776,0.24,0.175104
130,58136,0.26,0.232544
195,114075,0.39,0.4563
140,61936,0.28,0.247744
80,18944,0.16,0.075776
75,17775,0.15,0.0711
65,13520,0.13,0.05408
175,99225,0.35,0.3969
70,16856,0.14,0.067424
170,87856,0.34,0.351424
85,23409,0.17,0.093636
150,66600,0.3,0.2664
115,46552,0.23,0.186208
180,98496,0.36,0.393984
105,37485,0.21,0.14994
160,79872,0.32,0.319488
190,114076,0.38,0.456304
