r,A,r_scaled,A_scaled
370,427894.64,0.74,1.71157856
250,197575,0.5,0.7903
310,301792.44,0.62,1.20716976
415,539684.26,0.83,2.15873704
430,588277.84,0.86,2.35311136
270,230334.84,0.54,0.92133936
410,527565.04,0.82,2.11026016
485,740206.03,0.97,2.96082412
385,462046.97,0.77,1.84818788
275,236887.75,0.55,0.947551
285,254364.21,0.57,1.01745684
440,605193.6,0.88,2.4207744
450,639252,0.9,2.557008
335,351309.14,0.67,1.40523656
425,566873.5,0.85,2.267494
465,686384.64,0.93,2.74553856
290,262762.04,0.58,1.05104816
295,273397.74,0.59,1.09359096
460,662054.08,0.92,2.64821632
405,516547.53,0.81,2.06619012
360,406632.96,0.72,1.62653184
390,481852.8,0.78,1.9274112
420,556577.28,0.84,2.22630912
375,443137.5,0.75,1.77255
490,750936.76,0.98,3.00374704
380,450701.28,0.76,1.80280512
230,165915.56,0.46,0.66366224
500,787900,1,3.1516
475,709455.25,0.95,2.837821
480,726497.28,0.96,2.90598912
255,203684.31,0.51,0.81473724
210,139408.92,0.42,0.55763568
245,189462.91,0.49,0.75785164
315,311606.19,0.63,1.24642476
260,213372.64,0.52,0.85349056
305,290907.78,0.61,1.16363112
235,174665.63,0.47,0.69866252
300,283104,0.6,1.132416
215,146995.5,0.43,0.587982
205,132597.28,0.41,0.53038912
365,420458.1,0.73,1.6818324
395,486049.08,0.79,1.94419632
200,124784,0.4,0.499136
155,75380.84,0.31,0.30152336
85,22776.09,0.17,0.09110436
135,56687.04,0.27,0.22674816
190,113483.96,0.38,0.45393584
75,17527.5,0.15,0.07011
70,15485.96,0.14,0.06194384
55,9555.37,0.11,0.03822148
50,7889,0.1,0.031556
100,31388,0.2,0.125552
95,28370.99,0.19,0.11348396
125,49125,0.25,0.1965
140,61638.08,0.28,0.24655232
130,53147.12,0.26,0.21258848
105,34512.66,0.21,0.13805064
80,20003.84,0.16,0.08001536
120,44997.12,0.24,0.17998848
110,38090.8,0.22,0.1523632
180,101671.2,0.36,0.4066848
65,13394.94,0.13,0.05357976
170,89624.68,0.34,0.35849872
