r,A,r_scaled,A_scaled
357,400384,0.714,1.601536
224,157648,0.448,0.630592
225,159068,0.45,0.636272
260,212376,0.52,0.849504
221,153456,0.442,0.613824
268,225640,0.536,0.90256
485,738956,0.97,2.955824
204,130768,0.408,0.523072
456,653248,0.912,2.612992
210,138536,0.42,0.554144
368,425488,0.736,1.701952
294,271520,0.588,1.08608
414,538468,0.828,2.153872
290,264220,0.58,1.05688
423,562164,0.846,2.248656
408,522928,0.816,2.091712
399,500200,0.798,2.0008
385,465696,0.77,1.862784
345,373896,0.69,1.495584
236,175004,0.472,0.700016
482,729924,0.964,2.919696
211,139916,0.422,0.559664
200,125676,0.4,0.502704
442,613756,0.884,2.455024
250,196364,0.5,0.785456
237,176488,0.474,0.705952
378,448884,0.756,1.795536
232,169104,0.464,0.676416
323,327760,0.646,1.31104
427,572848,0.854,2.291392
437,599964,0.874,2.399856
444,619336,0.888,2.477344
400,502652,0.8,2.010608
218,149344,0.436,0.597376
305,292288,0.61,1.169152
370,430112,0.74,1.720448
396,492672,0.792,1.970688
406,517892,0.812,2.071568
271,230720,0.542,0.92288
282,249836,0.564,0.999344
433,589016,0.866,2.356064
264,218964,0.528,0.875856
302,286520,0.604,1.14608
364,416284,0.728,1.665136
281,248060,0.562,0.99224
495,769848,0.99,3.079392
359,404936,0.718,1.619744
464,676408,0.928,2.705632
299,280908,0.598,1.123632
270,229020,0.54,0.91608
455,650384,0.91,2.601536
454,647572,0.908,2.590288
283,251640,0.566,1.00656
266,222304,0.532,0.889216
312,305844,0.624,1.223376
284,253404,0.568,1.013616
417,546292,0.834,2.185168
411,530740,0.822,2.12296
344,371756,0.688,1.487024
222,154780,0.444,0.61912
227,161892,0.454,0.647568
472,699928,0.944,2.799712
387,470552,0.774,1.882208
467,685144,0.934,2.740576
473,702856,0.946,2.811424
429,578212,0.858,2.312848
371,432440,0.742,1.72976
324,329804,0.648,1.319216
353,391496,0.706,1.565984
388,472952,0.776,1.891808
235,173512,0.47,0.694048
293,269724,0.586,1.078896
347,378340,0.694,1.51336
313,307788,0.626,1.231152
254,202744,0.508,0.810976
365,418576,0.73,1.674304
349,382660,0.698,1.53064
315,311756,0.63,1.247024
373,437112,0.746,1.748448
244,187068,0.488,0.748272
333,348372,0.666,1.393488
214,143868,0.428,0.575472
317,315768,0.634,1.263072
273,234148,0.546,0.936592
318,317700,0.636,1.2708
355,395956,0.71,1.583824
231,167652,0.462,0.670608
397,495204,0.794,1.980816
213,142556,0.426,0.570224
445,622156,0.89,2.488624
340,363176,0.68,1.452704
480,723804,0.96,2.895216
322,325784,0.644,1.303136
375,441788,0.75,1.767152
205,132020,0.41,0.52808
488,748172,0.976,2.992688
300,282792,0.6,1.131168
405,515320,0.81,2.06128
492,760464,0.984,3.041856
462,670556,0.924,2.682224
277,241056,0.554,0.964224
321,323708,0.642,1.294832
233,170580,0.466,0.68232
331,344184,0.662,1.376736
356,398184,0.712,1.592736
234,171988,0.468,0.687952
392,482756,0.784,1.931024
274,235912,0.548,0.943648
469,691096,0.938,2.764384
382,458464,0.764,1.833856
447,627768,0.894,2.511072
262,215684,0.524,0.862736
334,350520,0.668,1.40208
346,376148,0.692,1.504592
276,239348,0.552,0.957392
407,520408,0.814,2.081632
239,179412,0.478,0.717648
306,294168,0.612,1.176672
403,510212,0.806,2.040848
390,477880,0.78,1.91152
354,393712,0.708,1.574848
253,201100,0.506,0.8044
479,720844,0.958,2.883376
398,497660,0.796,1.99064
416,543696,0.832,2.174784
209,137208,0.418,0.548832
439,605480,0.878,2.42192
410,528112,0.82,2.112448
366,420836,0.732,1.683344
212,141192,0.424,0.564768
309,299984,0.618,1.199936
320,321696,0.64,1.286784
438,602704,0.876,2.410816
251,197916,0.502,0.791664
453,644680,0.906,2.57872
241,182512,0.482,0.730048
295,273428,0.59,1.093712
478,717824,0.956,2.871296
307,296092,0.614,1.184368
350,384852,0.7,1.539408
450,636160,0.9,2.54464
297,277128,0.594,1.108512
339,361072,0.678,1.444288
448,630548,0.896,2.522192
258,209128,0.516,0.836512
435,594504,0.87,2.378016
461,667648,0.922,2.670592
413,535856,0.826,2.143424
491,757396,0.982,3.029584
348,380496,0.696,1.521984
245,188604,0.49,0.754416
296,275260,0.592,1.10104
336,354680,0.672,1.41872
374,439408,0.748,1.757632
421,556856,0.842,2.227424
457,656172,0.914,2.624688
330,342140,0.66,1.36856
202,128196,0.404,0.512784
360,407188,0.72,1.628752
459,661916,0.918,2.647664
304,290356,0.608,1.161424
288,260600,0.576,1.0424
261,214036,0.522,0.856144
484,735968,0.968,2.943872
470,694032,0.94,2.776128
220,152088,0.44,0.608352
319,319704,0.638,1.278816
493,763556,0.986,3.054224
201,126928,0.402,0.507712
247,191676,0.494,0.766704
475,708832,0.95,2.835328
310,301916,0.62,1.207664
292,267888,0.584,1.071552
332,346292,0.664,1.385168
471,696972,0.942,2.787888
298,279004,0.596,1.116016
483,732920,0.966,2.93168
369,427740,0.738,1.71096
458,659024,0.916,2.636096
376,444160,0.752,1.77664
278,242820,0.556,0.97128
395,490172,0.79,1.960688
362,411632,0.724,1.646528
255,204296,0.51,0.817184
486,742064,0.972,2.968256
466,682216,0.932,2.728864
207,134624,0.414,0.538496
452,641896,0.904,2.567584
267,223996,0.534,0.895984
499,782268,0.998,3.129072
401,505216,0.802,2.020864
441,611000,0.882,2.444
380,453668,0.76,1.814672
404,512784,0.808,2.051136
419,551560,0.838,2.20624
263,217288,0.526,0.869152
248,193236,0.496,0.772944
424,564824,0.848,2.259296
412,533260,0.824,2.13304
443,616532,0.886,2.466128
228,163340,0.456,0.65336
311,303848,0.622,1.215392
242,184028,0.484,0.736112
451,638988,0.902,2.555952
259,210764,0.518,0.843056
352,389284,0.704,1.557136
265,220620,0.53,0.88248
449,633372,0.898,2.533488
329,340076,0.658,1.360304
326,333868,0.652,1.335472
124,48320,0.248,0.19328
197,121900,0.394,0.4876
175,96224,0.35,0.384896
139,60728,0.278,0.242912
94,27768,0.188,0.111072
82,21128,0.164,0.084512
179,100668,0.358,0.402672
53,8820,0.106,0.03528
157,77452,0.314,0.309808
132,54756,0.264,0.219024
164,84504,0.328,0.338016
107,35976,0.214,0.143904
75,17692,0.15,0.070768
118,43748,0.236,0.174992
196,120692,0.392,0.482768
97,29580,0.194,0.11832
187,109888,0.374,0.439552
63,12492,0.126,0.049968
57,10216,0.114,0.040864
68,14536,0.136,0.058144
168,88700,0.336,0.3548
120,45244,0.24,0.180976
80,20108,0.16,0.080432
131,53924,0.262,0.215696
113,40128,0.226,0.160512
77,18624,0.154,0.074496
192,115816,0.384,0.463264
153,73568,0.306,0.294272
163,83492,0.326,0.333968
91,26008,0.182,0.104032
87,23784,0.174,0.095136
100,31428,0.2,0.125712
188,111044,0.376,0.444176
65,13264,0.13,0.053056
130,53096,0.26,0.212384
180,101780,0.36,0.40712
64,12892,0.128,0.051568
193,117032,0.386,0.468128
126,49884,0.252,0.199536
52,8492,0.104,0.033968
185,107556,0.37,0.430224
73,16752,0.146,0.067008
83,21652,0.166,0.086608
90,25448,0.18,0.101792
96,28968,0.192,0.115872
134,56428,0.268,0.225712
112,39428,0.224,0.157712
145,66076,0.29,0.264304
70,15380,0.14,0.06152
117,43020,0.234,0.17208
106,35316,0.212,0.141264
159,79416,0.318,0.317664
161,81440,0.322,0.32576
184,106344,0.368,0.425376
54,9176,0.108,0.036704
66,13692,0.132,0.054768
78,19116,0.156,0.076464
129,52276,0.258,0.209104
149,69748,0.298,0.278992
143,64284,0.286,0.257136
61,11684,0.122,0.046736
148,68836,0.296,0.275344
110,38024,0.22,0.152096
81,20636,0.162,0.082544
101,32052,0.202,0.128208
136,58128,0.272,0.232512
55,9500,0.11,0.038
160,80452,0.32,0.321808
181,102920,0.362,0.41168
172,92952,0.344,0.371808
67,14108,0.134,0.056432
123,47516,0.246,0.190064
154,74484,0.308,0.297936
92,26612,0.184,0.106448
79,19616,0.158,0.078464
121,46008,0.242,0.184032
156,76472,0.312,0.305888
115,41564,0.23,0.166256
84,22172,0.168,0.088688
151,71636,0.302,0.286544
176,97328,0.352,0.389312
86,23236,0.172,0.092944
166,86556,0.332,0.346224
170,90824,0.34,0.363296
71,15856,0.142,0.063424
182,104076,0.364,0.416304
76,18168,0.152,0.072672
88,24344,0.176,0.097376
169,89720,0.338,0.35888
