r,A,r_scaled,A_scaled
355,401599.666666667,0.71,1.60639866666667
435,590382,0.87,2.361528
255,207213,0.51,0.828852
370,428953.333333333,0.74,1.71581333333333
400,499200,0.8,1.9968
245,187278,0.49,0.749112
335,344156.666666667,0.67,1.37662666666667
295,277319.666666667,0.59,1.10927866666667
490,742709.333333333,0.98,2.97083733333333
345,357075,0.69,1.4283
440,629845.333333333,0.88,2.51938133333333
285,252339,0.57,1.009356
465,689037,0.93,2.756148
235,175983.666666667,0.47,0.703934666666667
280,235200,0.56,0.9408
360,418176,0.72,1.672704
250,190833.333333333,0.5,0.763333333333333
325,322508.333333333,0.65,1.29003333333333
330,352836,0.66,1.411344
265,220974.666666667,0.53,0.883898666666667
410,524472,0.82,2.097888
320,312661.333333333,0.64,1.25064533333333
260,213616,0.52,0.854464
340,340634.666666667,0.68,1.36253866666667
480,740352,0.96,2.961408
375,440625,0.75,1.7625
470,647973.333333333,0.94,2.59189333333333
220,159397.333333333,0.44,0.637589333333333
485,715084,0.97,2.860336
240,192768,0.48,0.771072
500,793333.333333333,1,3.17333333333333
395,513842.333333333,0.79,2.05536933333333
275,238975,0.55,0.9559
200,131733.333333333,0.4,0.526933333333333
365,435201.666666667,0.73,1.74080666666667
445,625759,0.89,2.503036
415,551120,0.83,2.20448
425,541875,0.85,2.1675
230,167869.333333333,0.46,0.671477333333333
450,645300,0.9,2.5812
350,396900,0.7,1.5876
205,137842,0.41,0.551368
90,24840,0.18,0.09936
85,22445.6666666667,0.17,0.0897826666666667
195,120159,0.39,0.480636
75,17475,0.15,0.0699
165,89298,0.33,0.357192
185,109063.666666667,0.37,0.436254666666667
130,50474.6666666667,0.26,0.201898666666667
140,61674.6666666667,0.28,0.246698666666667
95,28037.6666666667,0.19,0.112150666666667
170,84773.3333333333,0.34,0.339093333333333
70,15418.6666666667,0.14,0.0616746666666667
100,31733.3333333333,0.2,0.126933333333333
150,69000,0.3,0.276
160,81920,0.32,0.32768
55,9357.33333333333,0.11,0.0374293333333333
175,94733.3333333333,0.35,0.378933333333333
125,50208.3333333333,0.25,0.200833333333333
120,43968,0.24,0.175872
110,37752,0.22,0.151008
105,35868,0.21,0.143472
135,57105,0.27,0.22842
