r,A,r_scaled,A_scaled
256,205892,0.512,0.823568
310,301916,0.62,1.207664
407,520408,0.814,2.081632
220,152088,0.44,0.608352
216,146604,0.432,0.586416
244,187068,0.488,0.748272
281,248060,0.562,0.99224
436,597264,0.872,2.389056
242,184028,0.484,0.736112
348,380496,0.696,1.521984
391,480280,0.782,1.92112
418,548920,0.836,2.19568
232,169104,0.464,0.676416
257,207544,0.514,0.830176
443,616532,0.886,2.466128
473,702856,0.946,2.811424
412,533260,0.824,2.13304
419,551560,0.838,2.20624
289,262376,0.578,1.049504
306,294168,0.612,1.176672
245,188604,0.49,0.754416
284,253404,0.568,1.013616
221,153456,0.442,0.613824
318,317700,0.636,1.2708
323,327760,0.646,1.31104
337,356792,0.674,1.427168
438,602704,0.876,2.410816
270,229020,0.54,0.91608
332,346292,0.664,1.385168
303,288408,0.606,1.153632
465,679356,0.93,2.717424
333,348372,0.666,1.393488
446,624948,0.892,2.499792
340,363176,0.68,1.452704
241,182512,0.482,0.730048
494,766700,0.988,3.0668
447,627768,0.894,2.511072
425,567412,0.85,2.269648
415,541060,0.83,2.16424
204,130768,0.408,0.523072
382,458464,0.764,1.833856
212,141192,0.424,0.564768
408,522928,0.816,2.091712
229,164744,0.458,0.658976
237,176488,0.474,0.705952
437,599964,0.874,2.399856
293,269724,0.586,1.078896
294,271520,0.588,1.08608
406,517892,0.812,2.071568
485,738956,0.97,2.955824
405,515320,0.81,2.06128
378,448884,0.756,1.795536
349,382660,0.698,1.53064
316,313724,0.632,1.254896
383,460852,0.766,1.843408
227,161892,0.454,0.647568
327,335956,0.654,1.343824
366,420836,0.732,1.683344
487,745120,0.974,2.98048
441,611000,0.882,2.444
350,384852,0.7,1.539408
272,232440,0.544,0.92976
260,212376,0.52,0.849504
271,230720,0.542,0.92288
470,694032,0.94,2.776128
371,432440,0.742,1.72976
471,696972,0.942,2.787888
495,769848,0.99,3.079392
390,477880,0.78,1.91152
336,354680,0.672,1.41872
304,290356,0.608,1.161424
414,538468,0.828,2.153872
295,273428,0.59,1.093712
325,331864,0.65,1.327456
376,444160,0.752,1.77664
449,633372,0.898,2.533488
398,497660,0.796,1.99064
474,705868,0.948,2.823472
214,143868,0.428,0.575472
442,613756,0.884,2.455024
387,470552,0.774,1.882208
420,554148,0.84,2.216592
374,439408,0.748,1.757632
276,239348,0.552,0.957392
339,361072,0.678,1.444288
206,133344,0.412,0.533376
360,407188,0.72,1.628752
457,656172,0.914,2.624688
477,714868,0.954,2.859472
483,732920,0.966,2.93168
233,170580,0.466,0.68232
267,223996,0.534,0.895984
430,580872,0.86,2.323488
356,398184,0.712,1.592736
422,559488,0.844,2.237952
346,376148,0.692,1.504592
