r,A,r_scaled,A_scaled
280,246288,0.56,0.985152
473,702856,0.946,2.811424
331,344184,0.662,1.376736
497,775996,0.994,3.103984
219,150692,0.438,0.602768
421,556856,0.842,2.227424
342,367480,0.684,1.46992
321,323708,0.642,1.294832
438,602704,0.876,2.410816
304,290356,0.608,1.161424
352,389284,0.704,1.557136
323,327760,0.646,1.31104
281,248060,0.562,0.99224
442,613756,0.884,2.455024
236,175004,0.472,0.700016
398,497660,0.796,1.99064
201,126928,0.402,0.507712
410,528112,0.82,2.112448
249,194824,0.498,0.779296
330,342140,0.66,1.36856
467,685144,0.934,2.740576
498,779152,0.996,3.116608
482,729924,0.964,2.919696
363,413996,0.726,1.655984
290,264220,0.58,1.05688
306,294168,0.612,1.176672
296,275260,0.592,1.10104
319,319704,0.638,1.278816
218,149344,0.436,0.597376
287,258796,0.574,1.035184
349,382660,0.698,1.53064
468,688028,0.936,2.752112
464,676408,0.928,2.705632
399,500200,0.798,2.0008
284,253404,0.568,1.013616
387,470552,0.774,1.882208
471,696972,0.942,2.787888
269,227336,0.538,0.909344
383,460852,0.766,1.843408
500,785456,1,3.141824
256,205892,0.512,0.823568
480,723804,0.96,2.895216
210,138536,0.42,0.554144
341,365284,0.682,1.461136
486,742064,0.972,2.968256
345,373896,0.69,1.495584
382,458464,0.764,1.833856
271,230720,0.542,0.92288
450,636160,0.9,2.54464
291,266064,0.582,1.064256
253,201100,0.506,0.8044
211,139916,0.422,0.559664
368,425488,0.736,1.701952
231,167652,0.462,0.670608
275,237608,0.55,0.950432
397,495204,0.794,1.980816
465,679356,0.93,2.717424
266,222304,0.532,0.889216
361,409404,0.722,1.637616
354,393712,0.708,1.574848
458,659024,0.916,2.636096
235,173512,0.47,0.694048
320,321696,0.64,1.286784
328,337960,0.656,1.35184
384,463304,0.768,1.853216
370,430112,0.74,1.720448
200,125676,0.4,0.502704
394,487692,0.788,1.950768
274,235912,0.548,0.943648
237,176488,0.474,0.705952
298,279004,0.596,1.116016
447,627768,0.894,2.511072
279,244580,0.558,0.97832
392,482756,0.784,1.931024
294,271520,0.588,1.08608
332,346292,0.664,1.385168
262,215684,0.524,0.862736
333,348372,0.666,1.393488
380,453668,0.76,1.814672
317,315768,0.634,1.263072
389,475452,0.778,1.901808
334,350520,0.668,1.40208
485,738956,0.97,2.955824
366,420836,0.732,1.683344
259,210764,0.518,0.843056
297,277128,0.594,1.108512
265,220620,0.53,0.88248
224,157648,0.448,0.630592
