r,A,r_scaled,A_scaled
330,343107.6,0.66,1.3724304
410,522230.666666667,0.82,2.08892266666667
370,429866,0.74,1.719464
205,132350.733333333,0.41,0.529402933333333
415,533897.5,0.83,2.13559
280,247116.8,0.56,0.9884672
325,330254.166666667,0.65,1.32101666666667
315,303893.1,0.63,1.2155724
435,591895.8,0.87,2.3675832
235,173259.233333333,0.47,0.693036933333333
450,624780,0.9,2.49912
445,629191.433333333,0.89,2.51676573333333
385,472146.033333333,0.77,1.88858413333333
210,138944.4,0.42,0.5557776
485,735470.166666667,0.97,2.94188066666667
400,504746.666666667,0.8,2.01898666666667
245,190639.4,0.49,0.7625576
490,750392.533333333,0.98,3.00157013333333
275,237563.333333333,0.55,0.950253333333333
470,693331.466666667,0.94,2.77332586666667
375,444562.5,0.75,1.77825
225,157342.5,0.45,0.62937
340,360980.266666667,0.68,1.44392106666667
220,152944,0.44,0.611776
230,167798.8,0.46,0.6711952
265,220600.133333333,0.53,0.882400533333333
355,392357.833333333,0.71,1.56943133333333
305,292594.633333333,0.61,1.17037853333333
255,201317.4,0.51,0.8052696
240,182860.8,0.48,0.7314432
350,387753.333333333,0.7,1.55101333333333
295,273606.6,0.59,1.0944264
465,681252.9,0.93,2.7250116
270,228225.6,0.54,0.9129024
395,490958.666666667,0.79,1.96383466666667
500,786000,1,3.144
390,480027.6,0.78,1.9201104
365,418148.866666667,0.73,1.67259546666667
420,565656,0.84,2.262624
260,209109.333333333,0.52,0.836437333333333
320,321945.6,0.64,1.2877824
425,567885,0.85,2.27154
50,7860,0.1,0.03144
145,64504.7,0.29,0.2580188
200,123946.666666667,0.4,0.495786666666667
110,37558.4,0.22,0.1502336
120,45964.8,0.24,0.1838592
130,53178.6666666667,0.26,0.212714666666667
195,118333.8,0.39,0.4733352
140,61962.1333333333,0.28,0.247848533333333
80,20104.5333333333,0.16,0.0804181333333333
75,17587.5,0.15,0.07035
65,13401.7,0.13,0.0536068
175,96121.6666666667,0.35,0.384486666666667
70,15157.3333333333,0.14,0.0606293333333333
170,89898.2666666667,0.34,0.359593066666667
85,22782.8333333333,0.17,0.0911313333333333
150,71040,0.3,0.28416
115,41544.1333333333,0.23,0.166176533333333
180,102297.6,0.36,0.4091904
105,34515.6,0.21,0.1380624
160,79667.2,0.32,0.3186688
190,113690.933333333,0.38,0.454763733333333
