r,A,r_scaled,A_scaled
285,253844.37,0.57,1.01537748
255,203684.31,0.51,0.81473724
375,436556.25,0.75,1.746225
295,274650.9,0.59,1.0986036
340,362845.28,0.68,1.45138112
400,504576,0.8,2.018304
350,383621,0.7,1.534484
485,736912.88,0.97,2.94765152
220,152556.8,0.44,0.6102272
500,785400,1,3.1416
355,394105.38,0.71,1.57642152
460,662900.48,0.92,2.65160192
230,166635,0.46,0.66654
440,605348.48,0.88,2.42139392
250,195800,0.5,0.7832
360,406684.8,0.72,1.6267392
310,302984.08,0.62,1.21193632
370,429701.72,0.74,1.71880688
235,172964.7,0.47,0.6918588
385,464299.99,0.77,1.85719996
450,629532,0.9,2.518128
395,491353.93,0.79,1.96541572
480,716544,0.96,2.866176
335,358895.55,0.67,1.4355822
240,181785.6,0.48,0.7271424
420,554531.04,0.84,2.21812416
205,132899.86,0.41,0.53159944
210,137574.36,0.42,0.55029744
455,646414.86,0.91,2.58565944
275,237492.75,0.55,0.949971
415,541888.74,0.83,2.16755496
245,188838.65,0.49,0.7553546
305,293438.06,0.61,1.17375224
225,161190,0.45,0.64476
265,220478.41,0.53,0.88191364
405,516809.97,0.81,2.06723988
475,712433.5,0.95,2.849734
280,246740.48,0.56,0.98696192
435,592804.08,0.87,2.37121632
410,530994.28,0.82,2.12397712
270,229518.36,0.54,0.91807344
430,579920.36,0.86,2.31968144
100,31436,0.2,0.125744
165,85040.01,0.33,0.34016004
55,9519.07,0.11,0.03807628
145,65833.48,0.29,0.26333392
50,7840,0.1,0.03136
175,96309.5,0.35,0.385238
185,106658.79,0.37,0.42663516
115,41690.49,0.23,0.16676196
120,45181.44,0.24,0.18072576
155,75457.72,0.31,0.30183088
195,119215.98,0.39,0.47686392
190,113700.56,0.38,0.45480224
110,38119.84,0.22,0.15247936
75,17718.75,0.15,0.070875
85,22784.76,0.17,0.09113904
180,102124.8,0.36,0.4084992
95,28291.57,0.19,0.11316628
170,91208.4,0.34,0.3648336
90,25372.44,0.18,0.10148976
65,13352.69,0.13,0.05341076
135,57029.67,0.27,0.22811868
