r,A,r_scaled,A_scaled
355,397684.49,0.71,1.59073796
320,318504.96,0.64,1.27401984
330,341815.32,0.66,1.36726128
470,697513.84,0.94,2.79005536
410,525077.16,0.82,2.10030864
275,234165.25,0.55,0.936661
395,489419.22,0.79,1.95767688
445,619739.04,0.89,2.47895616
280,245831.04,0.56,0.98332416
220,150311.04,0.44,0.60124416
205,131807.21,0.41,0.52722884
210,137962.44,0.42,0.55184976
465,680157.36,0.93,2.72062944
340,364093.76,0.68,1.45637504
375,441506.25,0.75,1.766025
350,385728,0.7,1.542912
425,563983.5,0.85,2.255934
295,272005.34,0.59,1.08802136
435,596437.2,0.87,2.3857488
450,634392,0.9,2.537568
200,126400,0.4,0.5056
325,328536,0.65,1.314144
390,477594,0.78,1.910376
490,752569.44,0.98,3.01027776
255,203658.3,0.51,0.8146332
335,354675.89,0.67,1.41870356
315,313987.59,0.63,1.25595036
480,719493.12,0.96,2.87797248
245,189126.77,0.49,0.75650708
415,540786.5,0.83,2.163146
360,407410.56,0.72,1.62964224
455,648402.3,0.91,2.5936092
440,604883.84,0.88,2.41953536
400,503488,0.8,2.013952
345,376833.15,0.69,1.5073326
380,456650.56,0.76,1.82660224
230,166761.96,0.46,0.66704784
250,196300,0.5,0.7852
300,282960,0.6,1.13184
305,293028.75,0.61,1.172115
365,418326.5,0.73,1.673306
225,157504.5,0.45,0.630018
70,15366.4,0.14,0.0614656
120,45089.28,0.24,0.18035712
95,28168.83,0.19,0.11267532
135,57372.3,0.27,0.2294892
155,75313.57,0.31,0.30125428
50,7900,0.1,0.0316
65,13203.97,0.13,0.05281588
195,120371.94,0.39,0.48148776
130,53545.96,0.26,0.21418384
110,38124.68,0.22,0.15249872
125,49231.25,0.25,0.196925
75,17651.25,0.15,0.070605
185,107466.5,0.37,0.429866
105,34662.6,0.21,0.1386504
160,79769.6,0.32,0.3190784
170,90457,0.34,0.361828
145,65942.81,0.29,0.26377124
80,20136.96,0.16,0.08054784
100,31324,0.2,0.125296
180,102487.68,0.36,0.40995072
55,9550.53,0.11,0.03820212
