r,A,r_scaled,A_scaled
315,314424.18,0.63,1.25769672
350,384258,0.7,1.537032
290,264948.64,0.58,1.05979456
365,419179.14,0.73,1.67671656
470,692300.6,0.94,2.7692024
335,351713.15,0.67,1.4068526
435,588489.75,0.87,2.353959
270,227302.2,0.54,0.9092088
305,293847.37,0.61,1.17538948
485,732678.83,0.97,2.93071532
275,234104.75,0.55,0.936419
465,682233.12,0.93,2.72893248
245,188094.34,0.49,0.75237736
405,515497.77,0.81,2.06199108
225,157889.25,0.45,0.631557
280,244702.08,0.56,0.97880832
415,542922.09,0.83,2.17168836
475,709004,0.95,2.836016
410,529918.44,0.82,2.11967376
445,619105.36,0.89,2.47642144
210,139073.76,0.42,0.55629504
310,304214.16,0.62,1.21685664
430,579254.72,0.86,2.31701888
255,204698.7,0.51,0.8187948
400,503552,0.8,2.014208
490,753529.84,0.98,3.01411936
295,273815.46,0.59,1.09526184
495,762223.77,0.99,3.04889508
300,282996,0.6,1.131984
205,132614.09,0.41,0.53045636
395,488857.53,0.79,1.95543012
345,375119.19,0.69,1.50047676
230,166994.72,0.46,0.66797888
425,573881.75,0.85,2.295527
215,143926.16,0.43,0.57570464
265,219073.91,0.53,0.87629564
250,195975,0.5,0.7839
220,152188.96,0.44,0.60875584
200,125296,0.4,0.501184
260,214237.92,0.52,0.85695168
455,650306.93,0.91,2.60122772
330,341989.56,0.66,1.36795824
160,80793.6,0.32,0.3231744
180,102150.72,0.36,0.40860288
115,41542.37,0.23,0.16616948
95,28313.23,0.19,0.11325292
85,23033.3,0.17,0.0921332
145,66127.83,0.29,0.26451132
55,9486.4,0.11,0.0379456
190,113512.84,0.38,0.45405136
70,15431.08,0.14,0.06172432
105,34481.79,0.21,0.13792716
175,95476.5,0.35,0.381906
110,38037.56,0.22,0.15215024
50,7927,0.1,0.031708
165,84669.75,0.33,0.338679
150,70731,0.3,0.282924
170,90988.76,0.34,0.36395504
90,25563.6,0.18,0.1022544
185,106987.35,0.37,0.4279494
135,57357.72,0.27,0.22943088
125,49206.25,0.25,0.196825
65,13396.63,0.13,0.05358652
