r,A,r_scaled,A_scaled
270,220644,0.54,0.882576
350,393633.333333333,0.7,1.57453333333333
460,651728,0.92,2.606912
365,420991,0.73,1.683964
490,739508,0.98,2.958032
260,210010.666666667,0.52,0.840042666666667
450,634500,0.9,2.538
475,679883.333333333,0.95,2.71953333333333
210,135828,0.42,0.543312
305,290238,0.61,1.160952
315,310905,0.63,1.24362
470,698044,0.94,2.792176
330,358644,0.66,1.434576
495,761211,0.99,3.044844
230,165753.333333333,0.46,0.663013333333333
455,632116.333333333,0.91,2.52846533333333
255,196809,0.51,0.787236
345,384054,0.69,1.536216
390,464412,0.78,1.857648
275,244016.666666667,0.55,0.976066666666667
445,620478.333333333,0.89,2.48191333333333
435,602997,0.87,2.411988
265,223783.666666667,0.53,0.895134666666667
395,501360.333333333,0.79,2.00544133333333
335,350142,0.67,1.400568
310,306238.666666667,0.62,1.22495466666667
240,175872,0.48,0.703488
220,154880,0.44,0.61952
430,584284,0.86,2.337136
440,580800,0.88,2.3232
425,563550,0.85,2.2542
340,368378.666666667,0.68,1.47351466666667
225,162000,0.45,0.648
480,746496,0.96,2.985984
385,462462,0.77,1.849848
360,402624,0.72,1.610496
245,183276.333333333,0.49,0.733105333333333
410,513265.333333333,0.82,2.05306133333333
355,408321,0.71,1.633284
285,254505,0.57,1.01802
420,555072,0.84,2.220288
205,132238.666666667,0.41,0.528954666666667
190,115038.666666667,0.38,0.460154666666667
125,47916.6666666667,0.25,0.191666666666667
85,23120,0.17,0.09248
55,10204.3333333333,0.11,0.0408173333333333
150,71400,0.3,0.2856
95,27436,0.19,0.109744
195,123708,0.39,0.494832
140,63242.6666666667,0.28,0.252970666666667
100,29733.3333333333,0.2,0.118933333333333
90,24516,0.18,0.098064
170,90938.6666666667,0.34,0.363754666666667
160,80554.6666666667,0.32,0.322218666666667
120,45504,0.24,0.182016
155,73676.6666666667,0.31,0.294706666666667
75,18150,0.15,0.0726
185,105413,0.37,0.421652
65,13463.6666666667,0.13,0.0538546666666667
50,8000,0.1,0.032
80,19626.6666666667,0.16,0.0785066666666667
200,121600,0.4,0.4864
175,94325,0.35,0.3773
