r,A,r_scaled,A_scaled
210,138536,0.42,0.554144
264,218964,0.528,0.875856
300,282792,0.6,1.131168
296,275260,0.592,1.10104
254,202744,0.508,0.810976
342,367480,0.684,1.46992
281,248060,0.562,0.99224
310,301916,0.62,1.207664
454,647572,0.908,2.590288
409,525556,0.818,2.102224
396,492672,0.792,1.970688
483,732920,0.966,2.93168
468,688028,0.936,2.752112
453,644680,0.906,2.57872
269,227336,0.538,0.909344
450,636160,0.9,2.54464
381,456092,0.762,1.824368
358,402684,0.716,1.610736
476,711828,0.952,2.847312
425,567412,0.85,2.269648
384,463304,0.768,1.853216
481,726896,0.962,2.907584
253,201100,0.506,0.8044
257,207544,0.514,0.830176
262,215684,0.524,0.862736
478,717824,0.956,2.871296
375,441788,0.75,1.767152
487,745120,0.974,2.98048
268,225640,0.536,0.90256
470,694032,0.94,2.776128
402,507728,0.804,2.030912
202,128196,0.404,0.512784
347,378340,0.694,1.51336
316,313724,0.632,1.254896
217,147948,0.434,0.591792
465,679356,0.93,2.717424
413,535856,0.826,2.143424
243,185520,0.486,0.74208
404,512784,0.808,2.051136
265,220620,0.53,0.88248
330,342140,0.66,1.36856
355,395956,0.71,1.583824
230,166196,0.46,0.664784
367,423152,0.734,1.692608
482,729924,0.964,2.919696
206,133344,0.412,0.533376
325,331864,0.65,1.327456
451,638988,0.902,2.555952
385,465696,0.77,1.862784
282,249836,0.564,0.999344
219,150692,0.438,0.602768
231,167652,0.462,0.670608
415,541060,0.83,2.16424
408,522928,0.816,2.091712
463,673452,0.926,2.693808
410,528112,0.82,2.112448
235,173512,0.47,0.694048
439,605480,0.878,2.42192
445,622156,0.89,2.488624
369,427740,0.738,1.71096
428,575548,0.856,2.302192
287,258796,0.574,1.035184
239,179412,0.478,0.717648
256,205892,0.512,0.823568
276,239348,0.552,0.957392
341,365284,0.682,1.461136
317,315768,0.634,1.263072
255,204296,0.51,0.817184
247,191676,0.494,0.766704
207,134624,0.414,0.538496
492,760464,0.984,3.041856
352,389284,0.704,1.557136
267,223996,0.534,0.895984
301,284644,0.602,1.138576
419,551560,0.838,2.20624
472,699928,0.944,2.799712
349,382660,0.698,1.53064
494,766700,0.988,3.0668
252,199496,0.504,0.797984
266,222304,0.532,0.889216
449,633372,0.898,2.533488
434,591732,0.868,2.366928
461,667648,0.922,2.670592
351,387064,0.702,1.548256
368,425488,0.736,1.701952
340,363176,0.68,1.452704
423,562164,0.846,2.248656
200,125676,0.4,0.502704
221,153456,0.442,0.613824
379,451224,0.758,1.804896
303,288408,0.606,1.153632
406,517892,0.812,2.071568
