r,C,r_scaled,C_scaled
277,1835.23881554245,0.554,3.67047763108489
300,1988.77792078584,0.6,3.97755584157168
251,1662.38600180007,0.502,3.32477200360015
406,2691.50288425443,0.812,5.38300576850886
441,2922.29682349381,0.882,5.84459364698762
352,2332.14040252011,0.704,4.66428080504022
267,1769.2976900455,0.534,3.53859538009099
110,728.867099092261,0.22,1.45773419818452
275,1821.58196129296,0.55,3.64316392258591
167,1107.54328932551,0.334,2.21508657865102
199,1319.02352006585,0.398,2.63804704013169
400,2650.53232150594,0.8,5.30106464301189
82,542.357431100383,0.164,1.08471486220077
413,2738.13030125241,0.826,5.47626060250482
376,2491.33636201302,0.752,4.98267272402605
106,701.553390593277,0.212,1.40310678118655
315,2087.68960903127,0.63,4.17537921806254
284,1881.86623254041,0.568,3.76373246508083
87,577.671139599367,0.174,1.15534227919873
424,2809.72828099887,0.848,5.61945656199774
387,2565.27748750999,0.774,5.13055497501998
230,1524.84689655668,0.46,3.04969379311337
105,695.896536343784,0.21,1.39179307268757
93,616.298556597337,0.186,1.23259711319467
196,1299.70981156686,0.392,2.59941962313373
351,2326.48354827062,0.702,4.65296709654124
273,1810.26825279397,0.546,3.62053650558794
218,1445.24891681025,0.436,2.89049783362049
492,3260.00245097862,0.984,6.52000490195725
302,2002.43477503533,0.604,4.00486955007067
92,610.641702347845,0.184,1.22128340469569
329,2180.94444302721,0.658,4.36188888605442
293,1942.15050378787,0.586,3.88430100757575
51,338.877200360026,0.102,0.677754400720053
371,2458.36579926454,0.742,4.91673159852909
102,676.582827844799,0.204,1.3531656556896
303,2008.09162928482,0.606,4.01618325856965
388,2570.93434175948,0.776,5.14186868351897
143,948.347329832617,0.286,1.89669465966523
62,410.475180106473,0.124,0.820950360212947
331,2194.6012972767,0.662,4.3892025945534
119,789.151370339723,0.238,1.57830274067945
226,1497.5331880577,0.452,2.99506637611541
134,888.063058585155,0.268,1.77612611717031
174,1154.17070632348,0.348,2.30834141264695
265,1755.64083579601,0.53,3.51128167159201
485,3213.37503398065,0.97,6.4267500679613
261,1730.67027304753,0.522,3.46134054609506
327,2167.28758877772,0.654,4.33457517755543
308,2041.0621920333,0.616,4.0821243840666
112,742.523953341754,0.224,1.48504790668351
150,994.974746830587,0.3,1.98994949366117
410,2716.47344700291,0.82,5.43294689400582
340,2252.54242277366,0.68,4.50508484554732
147,973.317892581095,0.294,1.94663578516219
309,2046.71904628279,0.618,4.09343809256559
262,1736.32712729702,0.524,3.47265425459404
241,1596.44487630312,0.482,3.19288975260625
53,350.190908859011,0.106,0.700381817718022
244,1618.10173055262,0.488,3.23620346110523
316,2093.34646328076,0.632,4.18669292656152
103,682.239682094292,0.206,1.36447936418858
417,2763.10086400089,0.834,5.52620172800178
268,1777.2976900455,0.536,3.55459538009099
475,3147.43390848369,0.95,6.29486781696738
380,2518.65007051201,0.76,5.03730014102403
499,3306.6298679766,0.998,6.61325973595319
249,1651.07229330109,0.498,3.30214458660218
368,2439.05209076556,0.736,4.87810418153111
458,3034.86536598875,0.916,6.0697307319775
163,1080.22958082653,0.326,2.16045916165305
314,2082.03275478178,0.628,4.16406550956355
101,668.582827844799,0.202,1.3371656556896
385,2551.6206332605,0.77,5.10324126652099
125,827.778787337693,0.25,1.65555757467539
324,2147.97388027873,0.648,4.29594776055746
392,2598.24805025847,0.784,5.19649610051694
133,882.406204335663,0.266,1.76481240867133
360,2386.76781951809,0.72,4.77353563903617
486,3221.37503398065,0.972,6.4427500679613
419,2776.75771825039,0.838,5.55351543650077
356,2359.4541110191,0.712,4.7189082220382
154,1019.94530957906,0.308,2.03989061915813
497,3292.9730137271,0.994,6.58594602745421
176,1165.48441482246,0.352,2.33096882964492
412,2730.13030125241,0.824,5.46026060250481
254,1684.04285604956,0.508,3.36808571209913
149,986.974746830587,0.298,1.97394949366117
263,1741.98398154651,0.526,3.48396796309303
157,1041.60216382856,0.314,2.08320432765711
213,1412.27835406177,0.426,2.82455670812355
373,2472.02265351404,0.746,4.94404530702807
118,781.151370339723,0.236,1.56230274067945
341,2260.54242277366,0.682,4.52108484554732
201,1332.68037431534,0.402,2.66536074863067
172,1140.51385207398,0.344,2.28102770414797
227,1505.5331880577,0.454,3.0110663761154
476,3155.43390848369,0.952,6.31086781696738
339,2246.88556852417,0.678,4.49377113704833
470,3114.46334573521,0.94,6.22892669147042
321,2126.31702602924,0.642,4.25263405205848
490,3246.34559672913,0.98,6.49269119345826
81,536.70057685089,0.162,1.07340115370178
474,3141.7770542342,0.948,6.28355410846839
203,1346.33722856483,0.406,2.69267445712965
238,1577.13116780414,0.476,3.15426233560828
164,1085.88643507602,0.328,2.17177287015204
242,1604.44487630312,0.484,3.20888975260625
399,2644.87546725645,0.798,5.2897509345129
333,2205.91500577569,0.666,4.41183001155137
411,2724.47344700291,0.822,5.44894689400583
142,940.347329832617,0.284,1.88069465966523
202,1338.33722856483,0.404,2.67667445712966
420,2782.41457249988,0.84,5.56482914499976
482,3194.06132548166,0.964,6.38812265096333
166,1099.54328932551,0.332,2.19908657865102
465,3081.49278298673,0.93,6.16298556597345
346,2293.51298552214,0.692,4.58702597104428
197,1305.36666581636,0.394,2.61073333163271
161,1066.57272657703,0.322,2.13314545315407
349,2312.82669402113,0.698,4.62565338804225
165,1093.88643507602,0.33,2.18777287015204
431,2856.35569799685,0.862,5.71271139599369
353,2340.14040252011,0.706,4.68028080504023
334,2213.91500577569,0.668,4.42783001155138
304,2013.74848353432,0.608,4.02749696706863
484,3207.71817973116,0.968,6.41543635946231
487,3227.03188823014,0.974,6.45406377646029
122,808.465078838708,0.244,1.61693015767742
182,1206.45497757093,0.364,2.41290995514187
247,1637.4154390516,0.494,3.2748308781032
240,1590.78802205363,0.48,3.18157604410727
60,396.818325856981,0.12,0.793636651713962
98,649.269119345814,0.196,1.29853823869163
175,1159.82756057297,0.35,2.31965512114594
306,2027.40533778381,0.612,4.05481067556762
111,734.523953341754,0.222,1.46904790668351
483,3202.06132548166,0.966,6.40412265096333
198,1313.36666581635,0.396,2.62673333163271
219,1450.90577105974,0.438,2.90181154211948
285,1889.86623254041,0.57,3.77973246508083
121,802.808224589216,0.242,1.60561644917843
73,484.416305603428,0.146,0.968832611206856
418,2771.10086400089,0.836,5.54220172800178
379,2510.65007051201,0.758,5.02130014102402
336,2227.57186002518,0.672,4.45514372005036
398,2636.87546725645,0.796,5.2737509345129
279,1848.89566979194,0.558,3.69779133958388
137,907.37676708414,0.274,1.81475353416828
113,748.180807591246,0.226,1.49636161518249
281,1862.55252404143,0.562,3.72510504808286
187,1239.42554031941,0.374,2.47885108063882
194,1286.05295731737,0.388,2.57210591463475
90,596.984848098352,0.18,1.1939696961967
136,901.719912834648,0.272,1.8034398256693
117,775.494516090231,0.234,1.55098903218046
307,2035.40533778381,0.614,4.07081067556762
438,2902.98311499482,0.876,5.80596622998965
347,2299.16983977163,0.694,4.59833967954326
344,2279.85613127265,0.688,4.55971226254529
130,860.74935008617,0.26,1.72149870017234
97,643.612265096322,0.194,1.28722453019264
132,874.406204335663,0.264,1.74881240867133
298,1975.12106653635,0.596,3.9502421330727
144,954.00418408211,0.288,1.90800836816422
78,517.386868351905,0.156,1.03477373670381
255,1689.69971029906,0.51,3.37939942059811
180,1192.79812332144,0.36,2.38559624664289
67,443.445742854951,0.134,0.886891485709901
320,2120.66017177975,0.64,4.24132034355949
140,926.690475583125,0.28,1.85338095116625
282,1868.20937829092,0.564,3.73641875658185
491,3254.34559672913,0.982,6.50869119345826
338,2241.22871427467,0.676,4.48245742854935
374,2477.67950776353,0.748,4.95535901552706
189,1253.0823945689,0.378,2.5061647891378
116,769.837661840739,0.232,1.53967532368148
466,3089.49278298673,0.932,6.17898556597345
181,1198.45497757093,0.362,2.39690995514187
335,2219.57186002518,0.67,4.43914372005036
472,3128.1201999847,0.944,6.2562403999694
243,1610.10173055262,0.486,3.22020346110523
359,2378.76781951809,0.718,4.75753563903617
63,418.475180106473,0.126,0.836950360212947
272,1802.26825279397,0.544,3.60453650558794
361,2392.42467376758,0.722,4.78484934753516
