r,A,r_scaled,A_scaled
438,602704,0.876,2.410816
420,554148,0.84,2.216592
387,470552,0.774,1.882208
291,266064,0.582,1.064256
287,258796,0.574,1.035184
238,177968,0.476,0.711872
248,193236,0.496,0.772944
491,757396,0.982,3.029584
261,214036,0.522,0.856144
256,205892,0.512,0.823568
349,382660,0.698,1.53064
449,633372,0.898,2.533488
252,199496,0.504,0.797984
288,260600,0.576,1.0424
319,319704,0.638,1.278816
346,376148,0.692,1.504592
427,572848,0.854,2.291392
414,538468,0.828,2.153872
431,583644,0.862,2.334576
289,262376,0.578,1.049504
393,485200,0.786,1.9408
479,720844,0.958,2.883376
317,315768,0.634,1.263072
445,622156,0.89,2.488624
320,321696,0.64,1.286784
476,711828,0.952,2.847312
255,204296,0.51,0.817184
378,448884,0.756,1.795536
484,735968,0.968,2.943872
305,292288,0.61,1.169152
481,726896,0.962,2.907584
403,510212,0.806,2.040848
357,400384,0.714,1.601536
433,589016,0.866,2.356064
392,482756,0.784,1.931024
271,230720,0.542,0.92288
365,418576,0.73,1.674304
475,708832,0.95,2.835328
400,502652,0.8,2.010608
242,184028,0.484,0.736112
499,782268,0.998,3.129072
284,253404,0.568,1.013616
482,729924,0.964,2.919696
340,363176,0.68,1.452704
310,301916,0.62,1.207664
331,344184,0.662,1.376736
264,218964,0.528,0.875856
423,562164,0.846,2.248656
459,661916,0.918,2.647664
417,546292,0.834,2.185168
311,303848,0.622,1.215392
239,179412,0.478,0.717648
418,548920,0.836,2.19568
334,350520,0.668,1.40208
462,670556,0.924,2.682224
428,575548,0.856,2.302192
384,463304,0.768,1.853216
342,367480,0.684,1.46992
376,444160,0.752,1.77664
213,142556,0.426,0.570224
345,373896,0.69,1.495584
262,215684,0.524,0.862736
461,667648,0.922,2.670592
496,772956,0.992,3.091824
281,248060,0.562,0.99224
351,387064,0.702,1.548256
301,284644,0.602,1.138576
415,541060,0.83,2.16424
206,133344,0.412,0.533376
437,599964,0.874,2.399856
243,185520,0.486,0.74208
412,533260,0.824,2.13304
295,273428,0.59,1.093712
402,507728,0.804,2.030912
308,298032,0.616,1.192128
424,564824,0.848,2.259296
341,365284,0.682,1.461136
359,404936,0.718,1.619744
375,441788,0.75,1.767152
425,567412,0.85,2.269648
377,446548,0.754,1.786192
354,393712,0.708,1.574848
355,395956,0.71,1.583824
279,244580,0.558,0.97832
260,212376,0.52,0.849504
314,309784,0.628,1.239136
299,280908,0.598,1.123632
229,164744,0.458,0.658976
361,409404,0.722,1.637616
274,235912,0.548,0.943648
323,327760,0.646,1.31104
401,505216,0.802,2.020864
492,760464,0.984,3.041856
290,264220,0.58,1.05688
485,738956,0.97,2.955824
446,624948,0.892,2.499792
458,659024,0.916,2.636096
442,613756,0.884,2.455024
208,135948,0.416,0.543792
348,380496,0.696,1.521984
246,190120,0.492,0.76048
472,699928,0.944,2.799712
381,456092,0.762,1.824368
353,391496,0.706,1.565984
410,528112,0.82,2.112448
235,173512,0.47,0.694048
405,515320,0.81,2.06128
