r,A,r_scaled,A_scaled
245,189679,0.49,0.758716
240,184320,0.48,0.73728
290,262392,0.58,1.049568
280,219520,0.56,0.87808
475,722000,0.95,2.888
430,562096,0.86,2.248384
210,132300,0.42,0.5292
480,746496,0.96,2.985984
485,686857,0.97,2.747428
315,313551,0.63,1.254204
325,346450,0.65,1.3858
220,156816,0.44,0.627264
395,474316,0.79,1.897264
410,517748,0.82,2.070992
440,588544,0.88,2.354176
455,687323,0.91,2.749292
235,174511,0.47,0.698044
375,450000,0.75,1.8
265,213484,0.53,0.853936
470,759896,0.94,3.039584
460,626336,0.92,2.505344
310,319052,0.62,1.276208
255,202878,0.51,0.811512
465,674622,0.93,2.698488
380,450528,0.76,1.802112
355,418403,0.71,1.673612
330,339768,0.66,1.359072
195,126243,0.39,0.504972
300,280800,0.6,1.1232
305,267912,0.61,1.071648
285,250173,0.57,1.000692
340,374544,0.68,1.498176
370,465460,0.74,1.86184
250,212500,0.5,0.85
415,558009,0.83,2.232036
400,537600,0.8,2.1504
405,544563,0.81,2.178252
270,209952,0.54,0.839808
495,823284,0.99,3.293136
215,157165,0.43,0.62866
390,492804,0.78,1.971216
345,366597,0.69,1.466388
165,86031,0.33,0.344124
200,124800,0.4,0.4992
160,78848,0.32,0.315392
95,27797,0.19,0.111188
110,35816,0.22,0.143264
90,26568,0.18,0.106272
130,54080,0.26,0.21632
50,8000,0.1,0.032
175,99225,0.35,0.3969
150,77400,0.3,0.3096
135,59049,0.27,0.236196
105,33957,0.21,0.135828
100,30400,0.2,0.1216
180,103680,0.36,0.41472
120,46080,0.24,0.18432
80,18432,0.16,0.073728
185,105413,0.37,0.421652
190,112632,0.38,0.450528
70,14896,0.14,0.059584
125,48750,0.25,0.195
140,62720,0.28,0.25088
