r,A,r_scaled,A_scaled
355,393970.953333333,0.71,1.57588381333333
435,593737.59,0.87,2.37495036
255,205123.53,0.51,0.82049412
370,430066.786666667,0.74,1.72026714666667
400,504064,0.8,2.016256
245,188390.463333333,0.49,0.753561853333333
335,351982.49,0.67,1.40792996
295,272713.143333333,0.59,1.09085257333333
490,755994.866666667,0.98,3.02397946666667
345,374532,0.69,1.498128
440,608058.88,0.88,2.43223552
285,256476.06,0.57,1.02590424
465,679234.8,0.93,2.7169392
235,173296.05,0.47,0.6931842
280,245736.96,0.56,0.98294784
360,409553.28,0.72,1.63821312
250,197383.333333333,0.5,0.789533333333333
325,332690.583333333,0.65,1.33076233333333
330,342105.72,0.66,1.36842288
265,219869.793333333,0.53,0.879479173333333
410,528640.88,0.82,2.11456352
320,320703.146666667,0.64,1.28281258666667
260,212552.426666667,0.52,0.850209706666667
340,362259.573333333,0.68,1.44903829333333
480,719400.96,0.96,2.87760384
375,442537.5,0.75,1.77015
470,694008.893333333,0.94,2.77603557333333
220,151504.906666667,0.44,0.606019626666667
485,738449.683333333,0.97,2.95379873333333
240,180948.48,0.48,0.72379392
500,781633.333333333,1,3.12653333333333
395,491353.93,0.79,1.96541572
275,239378.333333333,0.55,0.957513333333333
200,125888,0.4,0.503552
365,418770.583333333,0.73,1.67508233333333
445,620768.77,0.89,2.48307508
415,539730.186666667,0.83,2.15892074666667
425,568029.5,0.85,2.272118
230,166402.24,0.46,0.66560896
450,638442,0.9,2.553768
350,383947.666666667,0.7,1.53579066666667
205,131745.573333333,0.41,0.526982293333333
90,25680.24,0.18,0.10272096
85,22751.0433333333,0.17,0.0910041733333333
195,120300.96,0.39,0.48120384
75,17742.75,0.15,0.070971
165,85334.04,0.33,0.34133616
185,107858.946666667,0.37,0.431435786666667
130,53113.32,0.26,0.21245328
140,61687.7333333333,0.28,0.246750933333333
95,28383.0233333333,0.19,0.113532093333333
170,90757.56,0.34,0.36303024
70,15429.7733333333,0.14,0.0617190933333333
100,31486.6666666667,0.2,0.125946666666667
150,71019,0.3,0.284076
160,79868.5866666667,0.32,0.319474346666667
55,9480.75333333333,0.11,0.0379230133333333
175,96240.0833333333,0.35,0.384960333333333
125,48912.5,0.25,0.19565
120,45237.12,0.24,0.18094848
110,38100.48,0.22,0.15240192
105,34528.83,0.21,0.13811532
135,57391.74,0.27,0.22956696
